Haltestellen_No;Y_Koord;X_Koord;Name;Bahnknoten;Bahnlinie_Anz;TramBus_Anz;Seilbahn_Anz;A_Intervall;B_Intervall;Hst_Kat
8500061;2610152.4833341287;1264642.5570589479;Bottmingermühle;0;0;304;0;0;5.53;3
8500062;2610015.480988868;1263735.5528876495;Bottmingen;0;0;304;0;0;5.53;3
8500063;2609090.464915277;1262675.5463824822;Oberwil BL;0;0;303;0;0;5.54;3
8500064;2608932.4465823686;1260960.5249946413;Therwil;0;0;309;0;0;5.44;3
8500065;2608093.4239760297;1259229.5016930606;Ettingen;0;0;308;0;0;5.45;3
8500066;2606270.4147732547;1259640.5111459945;Witterswil;0;0;116;0;0;14.48;4
8500067;2605376.4128343957;1259823.5181232926;Bättwil;0;0;114;0;0;14.74;4
8500068;2604562.409187009;1259812.5178505166;Flüh;0;0;116;0;0;14.48;4
8500070;2601540.3977809446;1258915.512200005;Rodersdorf;0;0;84;0;0;0;5
8500071;2610496.480137594;1265898.567197068;Dorenbach;0;0;305;0;0;5.51;3
8500072;2608788.4516337;1261761.5356582478;Hüslimatt;0;0;308;0;0;5.45;3
8500073;2611759.490067697;1266743.5682113976;Basel Aeschenplatz;0;0;1469;0;0;1.14;2
8500076;2613625.5179991284;1262390.5211594913;Münchenstein Dorf;0;0;224;0;0;7.5;3
8500077;2613582.503536155;1260427.4975264603;Arlesheim Dorf;0;0;224;0;0;7.5;3
8500078;2612992.4954080163;1259889.4956536065;Dornach;0;0;112;0;0;15;4
8500079;2611252.4829323334;1266749.570884929;Basel Heuwaage;0;0;326;0;0;5.15;3
8500080;2623465.5305878418;1255675.3736026536;Talhaus;0;78;0;0;21.54;0;4
8500081;2623073.549639472;1258450.4269871633;Altmarkt;0;78;0;0;21.54;0;4
8500082;2622841.533096673;1256578.396639205;Bubendorf;0;78;0;0;21.54;0;4
8500083;2624332.5276734023;1254685.3477432092;Lampenberg-Ramlinsburg;0;78;0;0;21.54;0;4
8500084;2625088.511313111;1253011.3355206617;Hölstein;0;78;0;0;21.54;0;4
8500085;2623643.51916765;1250444.3213371802;Niederdorf;0;77;0;0;21.82;0;4
8500086;2623426.5158218564;1249079.3106522423;Oberdorf BL;0;77;0;0;21.82;0;4
8500087;2623424.513196128;1248430.3034278932;Waldenburg;0;77;0;0;21.82;0;4
8500088;2623418.5170934373;1249637.3160508645;Oberdorf BL Winkelweg;0;77;0;0;21.82;0;4
8500090;2612692.521892026;1268618.589883836;Basel Bad Bf;1;109;0;0;15.41;0;2
8500092;2624839.512964059;1252515.332503092;Hölstein Süd;0;78;0;0;21.54;0;4
8500093;2624514.514881487;1252053.3300916448;Hölstein Weidbächli;0;77;0;0;21.82;0;4
8500094;2623892.518661035;1251083.3247697027;Hirschlang;0;77;0;0;21.82;0;4
8500095;2613541.5240238886;1263186.5311006657;Hofmatt;0;0;224;0;0;7.5;3
8500100;2582049.25568446;1229906.5734913133;Tavannes;1;93;0;0;18.06;0;2
8500101;2584006.268179315;1231611.5512111539;Reconvilier;0;47;0;0;35.74;0;4
8500102;2587681.2871993626;1231989.5644278924;Malleray-Bévilard;0;47;0;0;35.74;0;4
8500103;2589940.290145202;1232044.5265272919;Sorvilier;0;34;0;0;49.41;0;5
8500104;2592691.3097555265;1232190.4908513646;Court;0;34;0;0;49.41;0;5
8500105;2595643.4170605172;1236643.39934392;Moutier;1;90;0;0;18.67;0;2
8500109;2593309.40390954;1245688.4808801059;Delémont;1;111;0;0;15.14;0;2
8500113;2604830.4488804615;1252061.4683034846;Laufen;0;89;0;0;18.88;0;3
8500114;2606928.449052716;1253670.4676450395;Zwingen;0;61;0;0;27.54;0;4
8500115;2611568.480478302;1254511.4461672392;Grellingen;0;61;0;0;27.54;0;4
8500116;2612430.4858757313;1255863.4580481194;Duggingen;0;59;0;0;28.47;0;4
8500117;2612397.4798733317;1257453.4732213956;Aesch;0;61;0;0;27.54;0;4
8500118;2612999.4951590206;1259775.4945326154;Dornach-Arlesheim;0;61;0;0;27.54;0;4
8500119;2613481.5167742614;1262531.5237313733;Münchenstein;0;61;0;0;27.54;0;4
8500120;2590879.4577710507;1243559.5286926136;Courtételle;0;54;0;0;31.11;0;4
8500121;2588854.47582159;1242701.5943176125;Courfaivre;0;54;0;0;31.11;0;4
8500122;2585505.4609323926;1242887.5561785377;Bassecourt;0;69;0;0;24.35;0;4
8500123;2582667.3958670017;1242730.54456486;Glovelier;1;80;0;0;21;0;3
8500124;2579403.393161285;1246353.5820185828;St-Ursanne;0;28;0;0;60;0;5
8500125;2576266.2656489927;1250537.6045540017;Courgenay;0;55;0;0;30.55;0;4
8500126;2572944.228736155;1252296.569839576;Porrentruy;1;96;1;0;17.5;0;2
8500127;2571099.250849105;1256191.535023547;Courtemaîche;0;28;1;0;60;0;5
8500128;2568193.2112152134;1260293.5780773067;Boncourt;0;28;1;0;60;0;5
8500135;2586032.2914266777;1232008.577957206;Pontenet;0;47;0;0;35.74;0;4
8500136;2612824.5189644312;1265251.5494007727;Basel Dreispitz;0;61;0;0;27.54;0;4
8500138;2610132.4845391996;1269443.544988499;St-Louis Grenze;0;0;224;0;0;7.5;3
8500141;2571261.237138325;1254400.5323491308;Courchavon;0;28;1;0;60;0;5
8500143;2570558.2507630396;1257756.5470703188;Grandgourt;0;28;1;0;60;0;5
8500144;2569196.2420699988;1258809.5485917632;Buix;0;28;1;0;60;0;5
8500146;2611212.4888694664;1266089.5656736605;Basel Bhfeingang Gundeldingen;0;0;21;0;0;80;0
8500147;2612000.5034036636;1265713.5580384822;Basel Heiliggeistkirche;0;0;21;0;0;80;0
8500159;2596274.3403139566;1226763.4540224785;Grenchen Nord;0;56;0;0;30;0;4
8500160;2610958.4838213436;1266235.5683215635;Basel IWB;0;0;21;0;0;80;0
8500161;2611712.498300437;1265812.5604653873;Basel Tellplatz;0;0;21;0;0;80;0
8500162;2575312.2380170906;1230219.608792658;Tramelan-Dessous;0;46;0;0;36.52;0;4
8500164;2573780.243243615;1230339.6210375235;Tramelan-Chalet;0;31;0;0;54.19;0;5
8500165;2571040.184715931;1230194.6512305518;Le Pied-d'Or;0;31;0;0;54.19;0;5
8500167;2566954.152839051;1229223.7148390242;Les Breuleux-Eglise;0;31;0;0;54.19;0;5
8500169;2565691.1771906074;1232630.72641033;Muriaux;0;36;0;0;46.67;0;5
8500170;2574774.23553821;1230263.6083660529;Tramelan;0;45;0;0;37.33;0;4
8500171;2573099.240716273;1230429.6395191248;Les Reussilles;0;31;0;0;54.19;0;5
8500172;2568685.1735984297;1230020.692859163;La Chaux-des-Breuleux;0;31;0;0;54.19;0;5
8500173;2567161.1550598396;1228924.7106579293;Les Breuleux;0;31;0;0;54.19;0;5
8500174;2563510.1277053747;1230430.7803819024;Le Noirmont;1;62;0;0;27.1;0;3
8500175;2562269.1077834084;1228178.7747652978;Le Creux-des-Biches;0;33;0;0;50.91;0;5
8500176;2560857.086275249;1227162.7755047784;Le Boéchet;0;33;0;0;50.91;0;5
8500177;2559637.054576334;1225242.763971332;Les Bois;0;33;0;0;50.91;0;5
8500178;2558727.935628759;1221445.754050341;La Ferrière;0;31;0;0;54.19;0;5
8500179;2557886.890761825;1219164.7131462826;La Cibourg;0;31;0;0;54.19;0;5
8500180;2558906.9738616175;1223508.758730357;La Large-Journée;0;31;0;0;54.19;0;5
8500181;2559052.950623173;1222558.7561440978;La Chaux-d'Abel;0;31;0;0;54.19;0;5
8500184;2554342.807679041;1217118.6223907615;La Chaux-de-Fonds-Est;0;31;0;0;54.19;0;5
8500186;2576587.2984392564;1252639.6413628522;Alle;0;38;0;0;44.21;0;5
8500187;2578735.3666592436;1255789.5745069215;Vendlincourt;0;26;0;0;64.62;0;0
8500188;2578649.3505135556;1258173.5738654484;Bonfol;0;26;0;0;64.62;0;0
8500189;2611460.493500166;1265961.5631800748;Basel Solothurnerstrasse;0;0;21;0;0;80;0
8500190;2565672.1621323954;1231369.7305354895;Les Emibois;0;36;0;0;46.67;0;5
8500191;2566382.192652703;1233847.6926274134;Saignelégier;0;36;0;0;46.67;0;5
8500192;2567882.210245972;1234793.6741109993;Le Bémont;0;26;0;0;64.62;0;0
8500193;2611125.4837842984;1266475.5694395236;Basel Markthalle;0;0;21;0;0;80;0
8500194;2571262.23221258;1236317.6432551455;Pré-Petitjean;0;27;0;0;62.22;0;0
8500195;2574390.2571810465;1237169.6066304925;La Combe;0;27;0;0;62.22;0;0
8500196;2576199.2804782484;1238524.589045326;Bollement;0;27;0;0;62.22;0;0
8500199;2578815.320883825;1240363.5672522571;Combe-Tabeillon;0;26;0;0;64.62;0;0
8500200;2592537.306490655;1224502.491782351;Pieterlen;0;56;0;0;30;0;4
8500201;2594536.3244564035;1225388.4581830602;Lengnau;0;56;0;0;30;0;4
8500202;2596934.337579886;1226425.4514857815;Grenchen Süd;0;85;0;0;19.76;0;3
8500203;2599222.3357607597;1227111.4247319477;Bettlach;0;56;0;0;30;0;4
8500204;2601364.336788722;1227742.3967047823;Selzach;0;56;0;0;30;0;4
8500205;2605245.2953854315;1228665.3737096454;Bellach;0;56;0;0;30;0;4
8500206;2607070.2900093365;1228423.3625694462;Solothurn West;0;103;0;0;16.31;0;3
8500207;2607884.3031256897;1228143.3531510236;Solothurn;1;311;0;0;5.4;0;1
8500208;2610975.3717441736;1229589.3330182831;Luterbach-Attisholz;0;56;0;0;30;0;4
8500209;2613655.388501415;1229714.3056585977;Deitingen;0;56;0;0;30;0;4
8500210;2616478.398070428;1231248.2699277925;Wangen an der Aare;0;56;0;0;30;0;4
8500211;2619386.4602584806;1235531.2717779998;Niederbipp;1;158;0;0;10.63;0;2
8500212;2620519.457439293;1237161.2823028052;Oensingen;1;196;0;0;8.57;0;1
8500213;2625189.5097026117;1239427.2691270222;Oberbuchsiten;0;56;0;0;30;0;4
8500214;2627244.4975587623;1240505.2739242676;Egerkingen;0;56;0;0;30;0;4
8500215;2630627.4912458425;1242234.242196543;Hägendorf;0;56;0;0;30;0;4
8500216;2632475.5198465833;1243482.2235467196;Wangen bei Olten;0;56;0;0;30;0;4
8500217;2634689.5509686507;1244290.2065402123;Olten Hammer;0;56;0;0;30;0;4
8500218;2635441.560239567;1244670.2030921166;Olten;1;514;0;0;3.27;0;1
8500220;2592344.25127695;1218635.4101438737;Dotzigen;0;35;0;0;48;0;5
8500221;2594887.281898224;1220799.3855655466;Büren an der Aare;0;35;0;0;48;0;5
8500230;2604785.261514838;1226601.3753741975;Lüsslingen, Käserei;0;0;31;0;0;0;5
8500231;2604217.272964257;1226284.3831151868;Nennigkofen, Rössli;0;0;31;0;0;0;5
8500233;2611534.4779402213;1259472.499690928;Reinach BL Süd;0;0;269;0;0;6.25;3
8500234;2612316.492930073;1261744.521099491;Reinach BL Surbaum;0;0;268;0;0;6.27;3
8500235;2613014.5209853128;1264603.5458832695;Münchenstein Ruchfeld;0;0;267;0;0;6.29;3
8500236;2611993.496651082;1266415.5641255635;Basel Denkmal;0;0;244;0;0;6.89;3
8500237;2611563.484730557;1267000.5714828158;Basel Bankverein;0;0;1665;0;0;1.01;2
8500254;2611508.4923997778;1269635.564304091;Basel Wiesenplatz;0;0;240;0;0;7;3
8500255;2611932.4740475803;1257656.4760598324;Aesch BL Dorf;0;0;226;0;0;7.43;3
8500256;2615713.553663885;1263986.5277246174;Muttenz Dorf;0;0;223;0;0;7.53;3
8500260;2601362.4063652055;1235740.383502221;Crémines-Zoo;0;28;0;0;60;0;5
8500261;2605634.309028462;1229670.3799968667;Langendorf;0;47;0;0;35.74;0;4
8500262;2602338.3464487847;1229739.3846510663;Lommiswil;0;38;0;0;44.21;0;5
8500263;2602755.3438145025;1231110.3875258379;Im Holz;0;32;0;0;52.5;0;5
8500264;2604175.331774299;1231675.377076557;Oberdorf SO;0;32;0;0;52.5;0;5
8500265;2602010.3827930395;1234951.3823785514;Gänsbrunnen;0;32;0;0;52.5;0;5
8500266;2600887.4143262235;1237192.370337255;Corcelles BE;0;28;0;0;60;0;5
8500267;2599749.41502447;1237187.381203734;Crémines;0;28;0;0;60;0;5
8500268;2598765.419345438;1236980.3936411634;Grandval;0;27;0;0;62.22;0;0
8500272;2608085.3183292323;1229046.3569024052;Solothurn Sternen;0;56;0;0;30;0;4
8500273;2608420.328782568;1229470.3544810177;St. Katharinen;0;56;0;0;30;0;4
8500274;2608879.3423162517;1229977.3508478806;Feldbrunnen;0;56;0;0;30;0;4
8500275;2609690.365520892;1230837.3450253766;Bei den Weihern;0;56;0;0;30;0;4
8500280;2607823.3109498043;1228789.359114449;Solothurn Baseltor;0;56;0;0;30;0;4
8500283;2610151.3735263147;1231132.342976444;Riedholz;0;56;0;0;30;0;4
8500285;2611967.3896308066;1232039.307363972;Flumenthal;0;56;0;0;30;0;4
8500286;2613267.405686446;1232847.2814578319;Attiswil;0;56;0;0;30;0;4
8500287;2615705.4288700214;1233573.285321659;Wiedlisbach;0;56;0;0;30;0;4
8500288;2616829.4421498002;1234328.2778556223;Oberbipp;0;56;0;0;30;0;4
8500289;2618145.4528481346;1234775.2685450031;Buchli;0;56;0;0;30;0;4
8500292;2619370.447724378;1239209.282845549;Klus;0;56;0;0;30;0;4
8500293;2618874.4712064187;1239771.290495843;Thalbrücke;0;56;0;0;30;0;4
8500294;2619303.4812099636;1240255.2890620579;Balsthal;0;56;0;0;30;0;4
8500300;2621496.6298322687;1265346.496857906;Kaiseraugst;0;62;0;0;27.1;0;4
8500301;2626612.6501966957;1266781.4673338342;Rheinfelden;0;118;0;0;14.24;0;3
8500302;2629745.685451204;1267979.4572729585;Möhlin;0;65;0;0;25.85;0;4
8500303;2635456.7160743685;1266428.3680195159;Mumpf;0;57;0;0;29.47;0;4
8500304;2641502.7349268175;1264846.3196544363;Eiken;0;30;0;0;56;0;5
8500305;2643277.729829308;1262002.2860853693;Frick;0;87;0;0;19.31;0;3
8500309;2658053.876122411;1259183.104860577;Brugg AG;1;258;0;0;6.51;0;1
8500313;2624798.6376838135;1266179.4846761662;Rheinfelden Augarten;0;60;0;0;28;0;4
8500320;2638412.7163336645;1265777.341502101;Stein-Säckingen;1;92;0;0;18.26;0;2
8500322;2646862.818669538;1267858.315527204;Laufenburg;0;29;0;0;57.93;0;5
8500329;2659292.0716731106;1272481.1763140056;Koblenz;1;92;0;0;18.26;0;2
8500371;2632491.5203171754;1243509.223317421;Wangen bei Olten, Bahnhof;0;0;56;0;0;0;5
8500380;2629502.491396179;1240703.2814697819;Gunzgen, Zentrum;0;0;114;0;0;14.74;4
8500381;2630563.4909485015;1242049.2472287153;Hägendorf, Bodenmatt;0;0;86;0;0;19.53;4
8500382;2628664.48914954;1239893.2743782222;Härkingen, Pflug;0;0;114;0;0;14.74;4
8500383;2630740.4886190426;1241448.25619625;Kappel SO, Kreuz;0;0;184;0;0;9.13;3
8500385;2626911.5089188274;1239113.3019970043;Neuendorf, Kirche;0;0;144;0;0;11.67;4
8500386;2624980.509095678;1238438.2920663115;Niederbuchsiten, Sonne;0;0;56;0;0;0;5
8500387;2631663.510969107;1243336.2300722296;Rickenbach SO, Dorf;0;0;131;0;0;12.82;4
8500388;2633541.5190232764;1249162.2229025192;Wisen SO, Kirche;0;0;22;0;0;76.36;0
8500453;2607859.294483398;1227593.3482950968;Solothurn, Spital;0;0;127;0;0;13.23;4
8500454;2603666.3359785094;1229182.3770626453;Bellach, Breitenfeld;0;0;56;0;0;0;5
8500455;2605761.3074475997;1229790.3804524175;Langendorf, Ladendorf;0;0;112;0;0;15;4
8500456;2604718.323672821;1231035.379520529;Oberdorf SO, Endhalt;0;0;112;0;0;15;4
8500457;2606952.306490486;1231061.3669668713;Rüttenen, Dorf;0;0;56;0;0;0;5
8500458;2608641.3160521346;1227932.3448470752;Zuchwil, Rainstrasse;0;0;56;0;0;0;5
8500459;2612086.3309223326;1224853.3227218043;Kriegstetten, Dorfplatz;0;0;152;0;0;11.05;4
8500460;2611785.307553047;1223591.3214713715;Recherswil, Dorf;0;0;112;0;0;15;4
8500461;2612399.330211251;1224472.3219697338;Halten, Käserei;0;0;9;0;0;186.67;0
8500462;2614992.3429088877;1222919.2921223782;Heinrichswil;0;0;9;0;0;186.67;0
8500463;2615849.359061512;1223154.2845329666;Winistorf, Mösli;0;0;18;0;0;93.33;0
8500464;2617814.4207026283;1224859.2767015572;Burgäschi;0;0;9;0;0;186.67;0
8500465;2618836.405831065;1223400.2586603619;Steinhof SO;0;0;9;0;0;186.67;0
8500466;2614883.3623281587;1223961.2994695115;Hersiwil, Dorf;0;0;9;0;0;186.67;0
8500467;2609130.328417826;1228258.3403442472;Zuchwil, Kornfeld;0;0;212;0;0;7.92;3
8500468;2610151.34125876;1227865.3287986657;Zuchwil, Mc Donald's;0;0;212;0;0;7.92;3
8500476;2617124.4236880126;1225530.2854846604;Aeschi SO, Dorf;0;0;63;0;0;0;5
8500477;2617063.418886785;1227014.2770204237;Bolken, Dorf;0;0;57;0;0;0;5
8500478;2615117.399017156;1226008.3040447547;Hüniken;0;0;55;0;0;0;5
8500479;2619171.4064467275;1225972.2498010818;Niederönz, Post;0;0;36;0;0;0;5
8500480;2618579.4050198467;1228177.2316416644;Röthenbach b. H., Post;0;0;47;0;0;0;5
8500485;2611165.3483199007;1227107.3249587065;Derendingen, Pestalozziplatz;0;0;120;0;0;14;4
8500487;2607891.323751258;1229876.3628933756;St. Niklaus SO;0;0;56;0;0;0;5
8500488;2613878.374003392;1225743.313130539;Horriwil, Post;0;0;61;0;0;0;5
8500490;2605799.307377156;1230051.3812657208;Langendorf, Chutz;0;0;112;0;0;15;4
8500494;2607218.2956378316;1228592.3628825608;Solothurn, Amthausplatz;0;0;504;0;0;3.33;2
8500497;2616071.360410852;1222416.2575372881;Winistorf, Dorf;0;0;9;0;0;186.67;0
8500498;2608794.3234203025;1228347.3449669492;Zuchwil, Aarmatt;0;0;168;0;0;10;4
8500550;2657903.886368237;1259800.1056226548;Brugg AG, Brücke;0;0;219;0;0;7.67;3
8500551;2655325.874144548;1259078.140260033;Bözberg, Haldensteinstrasse;0;0;88;0;0;19.09;4
8500552;2658867.9133175462;1262220.1014540012;Rüfenach AG, Hinterrein;0;0;41;0;0;0;5
8500553;2651317.8107054234;1254707.1635123298;Oberflachs, Kasteln;0;0;45;0;0;0;5
8500554;2654431.8682247754;1260316.1438483226;Bözberg, Kirchbözberg;0;0;43;0;0;0;5
8500555;2659908.9022876276;1261596.096207508;Lauffohr, Dorf;0;0;84;0;0;0;5
8500556;2652244.9332677578;1268001.230412522;Mettau, Linde;0;0;57;0;0;0;5
8500557;2651789.934233332;1268363.2552864754;Mettau, Post;0;0;39;0;0;0;5
8500558;2653170.874139182;1263173.1723751246;Mönthal, Unterdorf;0;0;39;0;0;0;5
8500559;2657181.8913805997;1259619.1067526836;Umiken, Mühlehalde;0;0;174;0;0;9.66;3
8500560;2652153.913886805;1267046.2097296843;Oberhofen AG, Ausserdorf;0;0;42;0;0;0;5
8500561;2656541.9022046146;1262995.1317406928;Remigen, Zentrum;0;0;75;0;0;0;5
8500562;2656434.8886417523;1260257.1141389988;Riniken, Post;0;0;38;0;0;0;5
8500563;2656469.890623589;1260696.1133468947;Riniken, Gemeindehaus;0;0;38;0;0;0;5
8500564;2657759.910363485;1262352.1095063346;Rüfenach AG, Dorf;0;0;40;0;0;0;5
8500565;2652753.829114274;1259136.1498915914;Bözberg, Neustalden;0;0;88;0;0;19.09;4
8500566;2659723.930603099;1263040.1003776249;Stilli, Villigerstrasse;0;0;56;0;0;0;5
8500567;2650370.787024663;1254441.1651334255;Thalheim AG, Post;0;0;23;0;0;73.04;0
8500568;2654308.8834430003;1262484.1459315375;Remigen, Abzw. Ueberthal;0;0;39;0;0;0;5
8500569;2652732.8811221574;1264721.189947283;Gansingen, Oberbüren;0;0;35;0;0;0;5
8500570;2654233.860400963;1259380.1499073824;Bözberg, Ursprung;0;0;43;0;0;0;5
8500571;2653743.8407116504;1254423.1573017763;Veltheim AG, Post;0;0;73;0;0;0;5
8500572;2658507.9340176038;1263896.1225474942;Villigen, Post;0;0;56;0;0;0;5
8500573;2654111.8544191015;1257199.1546923008;Schinznach Dorf, Wallbach;0;0;61;0;0;0;5
8500574;2654370.828907907;1253101.1397937557;Veltheim AG, Wildenstein;0;0;38;0;0;0;5
8500575;2655917.869971617;1257733.134169182;Brugg AG, Aare AG;0;0;30;0;0;0;5
8500576;2658634.8806585516;1258980.0992287518;Windisch, Zentrum;0;0;139;0;0;12.09;4
8500577;2659440.884464768;1259425.0961895187;Windisch, Löwen;0;0;56;0;0;0;5
8500578;2659190.8834380847;1259242.0968367546;Windisch, Reformierte Kirche;0;0;56;0;0;0;5
8500579;2653238.849017779;1260386.1506513583;Bözberg, Egenwil;0;0;43;0;0;0;5
8500580;2654333.8590549044;1258977.149637911;Bözberg, Vierlinden;0;0;45;0;0;0;5
8500581;2652228.8245184803;1254708.1605302405;Oberflachs, Mitteldorf;0;0;45;0;0;0;5
8500582;2649723.822820538;1261966.1997746183;Elfingen, Sternen;0;0;36;0;0;0;5
8500583;2643270.7298904434;1261941.28549909;Frick, Bahnhof;0;0;229;0;0;7.34;3
8500584;2637331.713760672;1264712.3425469329;Obermumpf, Alte Post;0;0;46;0;0;0;5
8500585;2646684.787906149;1263244.256442642;Ittenthal, Dorfmitte;0;0;33;0;0;0;5
8500586;2639675.716512267;1262671.3177754337;Schupfart, Dorf;0;0;46;0;0;0;5
8500588;2649009.8532476104;1267352.2675500135;Rheinsulz, Dorf;0;0;32;0;0;0;5
8500589;2649685.856568745;1265699.2304553592;Sulz AG, Bütz;0;0;32;0;0;0;5
8500591;2646395.7219776283;1255215.1900454834;Asp AG, Abzw.;0;0;62;0;0;0;5
8500592;2646292.740589455;1252533.1703087636;Küttigen, Abzw. Giebel;0;0;62;0;0;0;5
8500593;2643546.721819655;1255663.2197073826;Oberhof, Rohr;0;0;37;0;0;0;5
8500595;2646900.7877115947;1261267.2342247972;Hornussen, Unterdorf;0;0;59;0;0;0;5
8500596;2631663.5039487854;1239955.243882997;Boningen, Kreuzplatz;0;0;38;0;0;0;5
8500597;2616777.4901050245;1243854.309700092;Ramiswil, Dorf;0;0;52;0;0;0;5
8500598;2635332.5596417943;1244409.2028425452;Olten, Postplatz;0;0;366;0;0;4.59;2
8500599;2641386.7093815785;1253232.2203876139;Salhöhe;0;0;39;0;0;0;5
8500650;2594982.377779435;1245710.4965652328;Courroux, poste;0;0;70;0;0;0;5
8500651;2598359.4343986562;1244234.448433578;Vicques, poste;0;0;98;0;0;17.14;4
8500652;2584706.435633969;1246856.5490251393;Montavon, village;0;0;24;0;0;70;0
8500653;2572688.353515135;1244568.558773873;Ocourt;0;0;20;0;0;84;0
8500654;2592525.4650089717;1253712.473692995;Roggenburg, Dorf;0;0;34;0;0;0;5
8500655;2602543.4305806025;1247909.4503509381;Bärschwil, Dorf;0;0;45;0;0;0;5
8500656;2570836.299471743;1241997.5921015968;Epiquerez, village;0;0;10;0;0;168;0
8500657;2578105.385715344;1244479.5618289427;Montenol, école;0;0;14;0;0;120;0
8500658;2575542.3310321383;1242716.565451482;Epauvillers, poste;0;0;14;0;0;120;0
8500659;2583056.412438468;1244202.5481307206;Boécourt, bureau communal;0;0;39;0;0;0;5
8500660;2584016.4285730263;1246210.553455069;Séprais;0;0;24;0;0;70;0
8500662;2571412.274941812;1259685.519640116;Montignez;0;0;22;0;0;76.36;0
8500663;2604924.462382389;1245427.327003524;Montsevelier, poste;0;0;70;0;0;0;5
8500664;2590588.4479976078;1250871.494610597;Movelier, poste;0;0;22;0;0;76.36;0
8500665;2602804.427622163;1241946.3559293582;Vermes, poste;0;0;22;0;0;76.36;0
8500666;2592969.395568418;1242187.4572523865;Châtillon JU, bas du village;0;0;27;0;0;62.22;0
8500667;2596334.376457859;1245633.4939848038;Courcelon;0;0;70;0;0;0;5
8500668;2589238.4498636206;1245263.5184074482;Develier, poste;0;0;42;0;0;0;5
8500669;2592972.434126201;1243947.4488520266;Rossemaison, école/poste;0;0;27;0;0;62.22;0
8500671;2588866.4495511055;1245242.526861961;Develier, Sur Cré;0;0;16;0;0;105;0
8500673;2609077.45473524;1255081.466204675;Nenzlingen, Unterdorf;0;0;26;0;0;64.62;0
8500674;2619381.4822788276;1240319.2886731392;Balsthal, Bahnhof;0;0;128;0;0;13.13;4
8500676;2592820.3584672897;1235910.4738389878;Perrefitte, poste;0;0;14;0;0;120;0
8500677;2574717.2982554873;1258199.548002285;Damphreux, Sous la Côte;0;0;22;0;0;76.36;0
8500679;2603930.410788764;1258412.514573221;Mariastein, Klosterplatz;0;0;42;0;0;0;5
8500680;2594843.4231307637;1236509.431377766;Moutier, Hôtel de Ville;0;0;78;0;0;0;5
8500681;2631185.63114254;1260343.360232355;Buus, Tagungszentrum Waldegg;0;0;60;0;0;0;5
8500683;2659438.8885684256;1258222.0883010451;Windisch, Dägerli;0;0;39;0;0;0;5
8500684;2610225.369485936;1233225.3407280853;Niederwil SO, Feuerwehrmagazin;0;0;40;0;0;0;5
8500685;2621734.4590100315;1237751.2775039596;Oensingen, Bauamt;0;0;33;0;0;0;5
8500686;2604727.4349127403;1253911.4777702196;Dittingen, Post;0;0;58;0;0;0;5
8500687;2645196.728986821;1252647.175903794;Küttigen, Benken-Klus;0;0;38;0;0;0;5
8500688;2598707.4057012587;1249463.4570226679;Liesberg, Riederwald;0;0;36;0;0;0;5
8500689;2599488.4141578567;1250319.4623307344;Liesberg, Dorf Rest. Rössli;0;0;26;0;0;64.62;0
