Haltestellen_No;Y_Koord;X_Koord;Name;Bahnknoten;Bahnlinie_Anz;TramBus_Anz;Seilbahn_Anz;A_Intervall;B_Intervall;Hst_Kat
8500127;2571099.236599046;1256191.5326235613;Courtemaîche;0;28;1;0;60;0;5
8500128;2568193.1867139647;1260293.550478171;Boncourt;0;28;1;0;60;0;5
8500135;2586032.291925558;1232008.5325588419;Pontenet;0;47;0;0;35.74;0;4
8500136;2612824.498964404;1265251.4954003643;Basel Dreispitz;0;61;0;0;27.54;0;4
8500138;2610132.4827892915;1269443.559188282;St-Louis Grenze;0;0;224;0;0;7.5;3
8500141;2571261.227888339;1254400.533749162;Courchavon;0;28;1;0;60;0;5
8500143;2570558.284513242;1257756.5024703862;Grandgourt;0;28;1;0;60;0;5
8500144;2569196.2550700614;1258809.5105919077;Buix;0;28;1;0;60;0;5
8500146;2611212.498619142;1266089.6118739997;Basel Bhfeingang Gundeldingen;0;0;22;0;0;76.36;0
8500147;2612000.510653833;1265713.5480383502;Basel Heiliggeistkirche;0;0;22;0;0;76.36;0
8500159;2596274.303064099;1226763.471022635;Grenchen Nord;0;57;0;0;29.47;0;4
8500160;2610958.519571773;1266235.5759214305;Basel IWB;0;0;22;0;0;76.36;0
8500161;2611712.483549989;1265812.6002658408;Basel Tellplatz;0;0;22;0;0;76.36;0
8500162;2575312.2687674626;1230219.6027928381;Tramelan-Dessous;0;46;0;0;36.52;0;4
8500164;2573780.2427432267;1230339.6028372238;Tramelan-Chalet;0;31;0;0;54.19;0;5
8500165;2571040.162465101;1230194.634830506;Le Pied-d'Or;0;31;0;0;54.19;0;5
8500167;2566954.1405888675;1229223.6984391296;Les Breuleux-Eglise;0;31;0;0;54.19;0;5
8500169;2565691.203690974;1232630.7500097686;Muriaux;0;36;0;0;46.67;0;5
8500170;2574774.23153766;1230263.5621648736;Tramelan;0;46;0;0;36.52;0;4
8500171;2573099.21121561;1230429.6173194773;Les Reussilles;0;31;0;0;54.19;0;5
8500172;2568685.144348294;1230020.6552595003;La Chaux-des-Breuleux;0;31;0;0;54.19;0;5
8500173;2567161.1925603016;1228924.695657335;Les Breuleux;0;31;0;0;54.19;0;5
8500174;2563511.09647922;1230418.7926303674;Le Noirmont;1;64;0;0;26.25;0;3
8500175;2562269.135533277;1228178.7407646347;Le Creux-des-Biches;0;33;0;0;50.91;0;5
8500176;2560857.10652591;1227162.8245051818;Le Boéchet;0;33;0;0;50.91;0;5
8500177;2559637.092829013;1225242.816171492;Les Bois;0;33;0;0;50.91;0;5
8500178;2558727.9481290784;1221445.7632503577;La Ferrière;0;31;0;0;54.19;0;5
8500179;2557886.8687618338;1219164.7045468877;La Cibourg;0;31;0;0;54.19;0;5
8500180;2558906.9551117322;1223508.768730394;La Large-Journée;0;31;0;0;54.19;0;5
8500181;2559052.947372987;1222558.740344068;La Chaux-d'Abel;0;31;0;0;54.19;0;5
8500184;2554342.835179618;1217118.6697914505;La Chaux-de-Fonds-Est;0;31;0;0;54.19;0;5
8500186;2576587.3026880994;1252639.6067631894;Alle;0;39;0;0;43.08;0;5
8500187;2578735.3421588037;1255789.6115066416;Vendlincourt;0;26;0;0;64.62;0;0
8500188;2578649.3215137767;1258173.5248652447;Bonfol;0;26;0;0;64.62;0;0
8500189;2611460.5075004655;1265961.5487798662;Basel Solothurnerstrasse;0;0;22;0;0;76.36;0
8500190;2565672.1466326816;1231369.7551359104;Les Emibois;0;36;0;0;46.67;0;5
8500191;2566382.1886530663;1233847.7312262813;Saignelégier;0;36;0;0;46.67;0;5
8500192;2567882.194745474;1234793.644910546;Le Bémont;0;24;0;0;70;0;0
8500193;2611125.496034068;1266475.6098397996;Basel Markthalle;0;0;22;0;0;76.36;0
8500194;2571262.2584625054;1236317.639054915;Pré-Petitjean;0;25;0;0;67.2;0;0
8500195;2574390.2304315898;1237169.6618307985;La Combe;0;25;0;0;67.2;0;0
8500196;2576199.2817283883;1238524.6004453201;Bollement;0;25;0;0;67.2;0;0
8500199;2578815.348883832;1240363.5552520375;Combe-Tabeillon;0;24;0;0;70;0;0
8500200;2592537.339491252;1224502.5245812188;Pieterlen;0;56;0;0;30;0;4
8500201;2594536.3247067314;1225388.4779824307;Lengnau;0;56;0;0;30;0;4
8500202;2596934.3578297985;1226425.4404857075;Grenchen Süd;0;85;0;0;19.76;0;3
8500203;2599222.370760411;1227111.3825317966;Bettlach;0;56;0;0;30;0;4
8500204;2601364.313288306;1227742.3609053395;Selzach;0;56;0;0;30;0;4
8500205;2605245.275884662;1228665.3269093256;Bellach;0;56;0;0;30;0;4
8500206;2607070.3217601837;1228423.374369288;Solothurn West;0;103;0;0;16.31;0;3
8500207;2607884.3278757897;1228143.3243505503;Solothurn;1;342;0;0;4.91;0;1
8500208;2610975.392994798;1229589.3620183184;Luterbach-Attisholz;0;56;0;0;30;0;4
8500209;2613655.423251767;1229714.2638583905;Deitingen;0;56;0;0;30;0;4
8500210;2616478.392570375;1231248.2711278358;Wangen an der Aare;0;57;0;0;29.47;0;4
8500211;2619386.481258551;1235531.2847781715;Niederbipp;1;158;0;0;10.63;0;2
8500212;2620519.444938948;1237161.3151027455;Oensingen;1;242;0;0;6.94;0;1
8500213;2625189.497452046;1239427.307525396;Oberbuchsiten;0;56;0;0;30;0;4
8500214;2627244.4818088114;1240505.2687242774;Egerkingen;0;56;0;0;30;0;4
8500215;2630627.476995814;1242234.2417966477;Hägendorf;0;56;0;0;30;0;4
8500216;2632475.493847018;1243482.2775466836;Wangen bei Olten;0;56;0;0;30;0;4
8500217;2634689.574969068;1244290.1851399802;Olten Hammer;0;56;0;0;30;0;4
8500218;2635441.5922400295;1244670.2004919015;Olten;1;530;0;0;3.17;0;1
8500220;2592344.223026851;1218635.4161438143;Dotzigen;0;35;0;0;48;0;5
8500221;2594887.262898053;1220799.4281663713;Büren an der Aare;0;35;0;0;48;0;5
8500230;2604749.2784578702;1226594.3635451312;Lüsslingen, Käserei;0;0;31;0;0;54.19;5
8500231;2604207.25294205;1226280.3406375824;Nennigkofen, Rössli;0;0;31;0;0;54.19;5
8500233;2611534.5109406332;1259472.5148908913;Reinach BL Süd;0;0;278;0;0;6.04;3
8500234;2612316.5049302443;1261744.5352996099;Reinach BL Surbaum;0;0;278;0;0;6.04;3
8500235;2613014.5327355606;1264603.5674833278;Münchenstein Ruchfeld;0;0;277;0;0;6.06;3
8500236;2611993.5146511365;1266415.584125634;Basel Denkmal;0;0;245;0;0;6.86;3
8500237;2611563.4982305444;1267000.5918829145;Basel Bankverein;0;0;1668;0;0;1.01;2
8500254;2611508.4926496972;1269635.552904241;Basel Wiesenplatz;0;0;178;0;0;9.44;3
8500255;2611932.474547713;1257656.4988601292;Aesch BL Dorf;0;0;225;0;0;7.47;3
8500256;2615713.532663659;1263986.5399250009;Muttenz Dorf;0;0;224;0;0;7.5;3
8500260;2601362.4173649237;1235740.3587023825;Crémines-Zoo;0;28;0;0;60;0;5
8500261;2605634.287278791;1229670.391796886;Langendorf;0;47;0;0;35.74;0;4
8500262;2602338.3696986632;1229739.3780509008;Lommiswil;0;38;0;0;44.21;0;5
8500263;2602755.339314462;1231110.3715259158;Im Holz;0;32;0;0;52.5;0;5
8500264;2604175.313774609;1231675.398676598;Oberdorf SO;0;32;0;0;52.5;0;5
8500265;2602010.3877927386;1234951.3877783604;Gänsbrunnen;0;32;0;0;52.5;0;5
8500266;2600887.3960761246;1237192.369537194;Corcelles BE;0;29;0;0;57.93;0;5
8500267;2599749.4450247306;1237187.3304029098;Crémines;0;28;0;0;60;0;5
8500268;2598765.4023457784;1236980.3514410772;Grandval;0;28;0;0;60;0;5
8500272;2608085.3475797074;1229046.3529020185;Solothurn Sternen;0;56;0;0;30;0;4
8500273;2608420.359533563;1229470.3966808093;St. Katharinen;0;56;0;0;30;0;4
8500274;2608879.3495664485;1229977.3572478164;Feldbrunnen;0;56;0;0;30;0;4
8500275;2609690.332270386;1230837.3444255355;Bei den Weihern;0;56;0;0;30;0;4
8500280;2607823.3337007575;1228789.4107143818;Solothurn Baseltor;0;56;0;0;30;0;4
8500283;2610151.355525913;1231132.3943763745;Riedholz;0;56;0;0;30;0;4
8500285;2611967.3571298853;1232039.2613650535;Flumenthal;0;56;0;0;30;0;4
8500286;2613267.390936269;1232847.2448581713;Attiswil;0;56;0;0;30;0;4
8500287;2615705.402119693;1233573.2717218115;Wiedlisbach;0;56;0;0;30;0;4
8500288;2616829.4476494133;1234328.2328555665;Oberbipp;0;56;0;0;30;0;4
8500289;2618145.460097952;1234775.2447449425;Buchli;0;56;0;0;30;0;4
8500292;2619370.411725126;1239209.2930459408;Klus;0;56;0;0;30;0;4
8500293;2618874.508455662;1239771.2804954406;Thalbrücke;0;56;0;0;30;0;4
8500294;2619303.4502103464;1240255.2894623505;Balsthal;0;56;0;0;30;0;4
8500300;2621496.5935821673;1265346.4828579999;Kaiseraugst;0;62;0;0;27.1;0;4
8500301;2626612.6201964673;1266781.455334116;Rheinfelden;0;118;0;0;14.24;0;3
8500302;2629745.7117012697;1267979.4294732017;Möhlin;0;65;0;0;25.85;0;4
8500303;2635456.6798237106;1266428.358820139;Mumpf;0;57;0;0;29.47;0;4
8500304;2641502.699425965;1264846.270054181;Eiken;0;30;0;0;56;0;5
8500305;2643277.750829624;1262002.2596845739;Frick;0;87;0;0;19.31;0;3
8500309;2658053.8826225777;1259183.068660291;Brugg AG;1;260;0;0;6.46;0;1
8500313;2624798.6536841285;1266179.5092760588;Rheinfelden Augarten;0;60;0;0;28;0;4
8500320;2638412.702083579;1265777.3161020416;Stein-Säckingen;1;92;0;0;18.26;0;2
8500322;2646862.8436705023;1267858.361928239;Laufenburg;0;29;0;0;57.93;0;5
8500329;2659292.0996733108;1272481.179313729;Koblenz;1;92;0;0;18.26;0;2
8500371;2632491.5193177527;1243509.2711172285;Wangen bei Olten, Bahnhof;0;0;56;0;0;30;5
8500380;2629502.524646042;1240703.2858696922;Gunzgen, Zentrum;0;0;114;0;0;14.74;4
8500381;2630563.4974484947;1242049.2440287236;Hägendorf, Bodenmatt;0;0;86;0;0;19.53;4
8500382;2628664.5268979915;1239893.2243771376;Härkingen, Pflug;0;0;114;0;0;14.74;4
8500383;2630740.4656190323;1241448.2271971959;Kappel SO, Kreuz;0;0;184;0;0;9.13;3
8500385;2626911.5274179927;1239113.3501953506;Neuendorf, Kirche;0;0;140;0;0;12;4
8500386;2624980.541345829;1238438.2756673344;Niederbuchsiten, Sonne;0;0;56;0;0;30;5
8500387;2631663.5452196854;1243336.2528718847;Rickenbach SO, Dorf;0;0;127;0;0;13.23;4
8500388;2633541.5392733873;1249162.2327025598;Wisen SO, Kirche;0;0;22;0;0;76.36;0
8500453;2607859.2794822957;1227593.2950947327;Solothurn, Spital;0;0;127;0;0;13.23;4
8500454;2603666.3084788695;1229182.3610625765;Bellach, Breitenfeld;0;0;56;0;0;30;5
8500455;2605761.275448018;1229790.3614523364;Langendorf, Ladendorf;0;0;112;0;0;15;4
8500456;2604718.3544223187;1231035.418119993;Oberdorf SO, Endhalt;0;0;112;0;0;15;4
8500457;2606952.2724896288;1231061.365767065;Rüttenen, Dorf;0;0;56;0;0;30;5
8500458;2608641.331802477;1227932.3454469484;Zuchwil, Rainstrasse;0;0;56;0;0;30;5
8500459;2612086.3131726678;1224853.3641218587;Kriegstetten, Dorfplatz;0;0;150;0;0;11.2;4
8500460;2611785.311553668;1223591.3592714113;Recherswil, Dorf;0;0;112;0;0;15;4
8500461;2612399.3609619928;1224472.3367695252;Halten, Käserei;0;0;9;0;0;186.67;0
8500462;2614992.327159623;1222919.3393228338;Heinrichswil;0;0;9;0;0;186.67;0
8500463;2615849.328310112;1223154.2351329871;Winistorf, Mösli;0;0;12;0;0;140;0
8500464;2617814.396453156;1224859.3177021288;Burgäschi;0;0;7;0;0;240;0
8500465;2618836.4275812823;1223400.247060396;Steinhof SO;0;0;9;0;0;186.67;0
8500466;2614883.3550790516;1223961.3488698911;Hersiwil, Dorf;0;0;6;0;0;280;0
8500467;2609130.320668005;1228258.3699444714;Zuchwil, Kornfeld;0;0;224;0;0;7.5;3
8500468;2610151.3375086617;1227865.3247986648;Zuchwil, Mc Donald's;0;0;223;0;0;7.53;3
8500476;2617124.426937507;1225530.2580844578;Aeschi SO, Dorf;0;0;61;0;0;27.54;5
8500477;2617063.403386731;1227014.2844206956;Bolken, Dorf;0;0;57;0;0;29.47;5
8500478;2615117.4245168413;1226008.2526444483;Hüniken;0;0;55;0;0;30.55;5
8500479;2619171.4366974775;1225972.261000525;Niederönz, Post;0;0;36;0;0;46.67;5
8500480;2618579.424769799;1228177.2336412042;Röthenbach b. H., Post;0;0;47;0;0;35.74;5
8500485;2611165.3608203097;1227107.3457586805;Derendingen, Pestalozziplatz;0;0;126;0;0;13.33;4
8500487;2607891.3105011154;1229876.3714935796;St. Niklaus SO;0;0;56;0;0;30;5
8500488;2613878.3925038422;1225743.322330414;Horriwil, Post;0;0;61;0;0;27.54;5
8500490;2605799.27537752;1230051.3318655484;Langendorf, Chutz;0;0;112;0;0;15;4
8500494;2607230.3024646556;1228580.3244707955;Solothurn, Amthausplatz;0;0;518;0;0;3.24;2
8500497;2616071.3774111015;1222416.2603371777;Winistorf, Dorf;0;0;6;0;0;280;0
8500498;2608794.315420419;1228347.3691671533;Zuchwil, Aarmatt;0;0;168;0;0;10;4
8500550;2657903.88036904;1259800.1564226977;Brugg AG, Brücke;0;0;249;0;0;6.75;3
8500551;2655325.87514454;1259078.1326600884;Bözberg, Haldensteinstrasse;0;0;45;0;0;37.33;5
8500552;2658867.9260673905;1262220.0856537467;Rüfenach AG, Hinterrein;0;0;41;0;0;40.98;5
8500553;2651317.8174556247;1254707.2159128056;Oberflachs, Kasteln;0;0;46;0;0;36.52;5
8500554;2654431.8659748444;1260316.181648001;Bözberg, Kirchbözberg;0;0;43;0;0;39.07;5
8500555;2659908.8802868146;1261596.0706078995;Lauffohr, Dorf;0;0;97;0;0;17.32;4
8500556;2652244.92801821;1268001.2596132972;Mettau, Linde;0;0;56;0;0;30;5
8500557;2651789.943732754;1268363.2160853392;Mettau, Post;0;0;39;0;0;43.08;5
8500558;2653170.909889476;1263173.142374136;Mönthal, Unterdorf;0;0;38;0;0;44.21;5
8500559;2657181.9286304177;1259619.1213526286;Umiken, Mühlehalde;0;0;188;0;0;8.94;3
8500560;2652153.9128860165;1267046.1761296217;Oberhofen AG, Ausserdorf;0;0;41;0;0;40.98;5
8500561;2656541.9289549333;1262995.1111399794;Remigen, Zentrum;0;0;76;0;0;22.11;5
8500562;2656434.852641272;1260257.0863395017;Riniken, Post;0;0;39;0;0;43.08;5
8500563;2656469.8533730353;1260696.0693474263;Riniken, Gemeindehaus;0;0;39;0;0;43.08;5
8500564;2657759.892614086;1262352.1605070166;Rüfenach AG, Dorf;0;0;40;0;0;42;5
8500565;2652753.842114584;1259136.1562915943;Bözberg, Neustalden;0;0;88;0;0;19.09;4
8500566;2659723.959854102;1263040.1521776717;Stilli, Villigerstrasse;0;0;56;0;0;30;5
8500567;2650370.7982749194;1254441.13033304;Thalheim AG, Post;0;0;23;0;0;73.04;0
8500568;2654308.8754433417;1262484.1727314952;Remigen, Abzw. Ueberthal;0;0;38;0;0;44.21;5
8500569;2652732.871371581;1264721.1427472963;Gansingen, Oberbüren;0;0;37;0;0;45.41;5
8500570;2654233.8676510653;1259380.1449073788;Bözberg, Ursprung;0;0;43;0;0;39.07;5
8500571;2653738.8054080363;1254394.1163860809;Veltheim AG, Post;0;0;73;0;0;23.01;5
8500572;2658507.9610173944;1263896.0981470586;Villigen, Post;0;0;56;0;0;30;5
8500573;2654111.8689194247;1257199.149092273;Schinznach Dorf, Wallbach;0;0;61;0;0;27.54;5
8500574;2654370.8416583794;1253101.183793858;Veltheim AG, Wildenstein;0;0;38;0;0;44.21;5
8500575;2655917.866721805;1257733.1711693385;Brugg AG, Aare AG;0;0;30;0;0;56;5
8500576;2658634.8804085935;1258980.0864286697;Windisch, Zentrum;0;0;139;0;0;12.09;4
8500577;2659440.91221491;1259425.1083893934;Windisch, Löwen;0;0;56;0;0;30;5
8500578;2659190.911688128;1259242.1388368215;Windisch, Reformierte Kirche;0;0;56;0;0;30;5
8500579;2653238.8250174467;1260386.1678513717;Bözberg, Egenwil;0;0;43;0;0;39.07;5
8500580;2654333.8963052896;1258977.10703788;Bözberg, Vierlinden;0;0;45;0;0;37.33;5
8500581;2652228.8390187505;1254708.1725303035;Oberflachs, Mitteldorf;0;0;45;0;0;37.33;5
8500582;2649723.8453210215;1261966.2255740955;Elfingen, Sternen;0;0;36;0;0;46.67;5
8500583;2643270.7383905696;1261941.2756987792;Frick, Bahnhof;0;0;237;0;0;7.09;3
8500584;2637331.7047605393;1264712.308946782;Obermumpf, Alte Post;0;0;45;0;0;37.33;5
8500585;2646684.8034061054;1263244.2250422477;Ittenthal, Dorfmitte;0;0;33;0;0;50.91;5
8500586;2639675.7450123173;1262671.308175213;Schupfart, Dorf;0;0;45;0;0;37.33;5
8500588;2649009.881997969;1267352.2351489696;Rheinsulz, Dorf;0;0;32;0;0;52.5;5
8500589;2649685.8730688533;1265699.1868546393;Sulz AG, Bütz;0;0;32;0;0;52.5;5
8500591;2646395.7209776053;1255215.2406460193;Asp AG, Abzw.;0;0;61;0;0;27.54;5
8500592;2646292.7688395474;1252533.1287085596;Küttigen, Abzw. Giebel;0;0;61;0;0;27.54;5
8500593;2643546.7523196368;1255663.1839063833;Oberhof, Rohr;0;0;37;0;0;45.41;5
8500595;2646900.7617117004;1261267.2784248407;Hornussen, Unterdorf;0;0;59;0;0;28.47;5
8500596;2631663.491698439;1239955.2226826455;Boningen, Kreuzplatz;0;0;37;0;0;45.41;5
8500597;2616777.5081053325;1243854.364900676;Ramiswil, Dorf;0;0;46;0;0;36.52;5
8500598;2635332.527141493;1244409.1590425947;Olten, Postplatz;0;0;365;0;0;4.6;2
8500599;2641386.722881841;1253232.2709895547;Salhöhe;0;0;39;0;0;43.08;5
8500650;2594982.3555298066;1245710.4877649439;Courroux, poste;0;0;70;0;0;24;5
8500651;2598359.4366487553;1244234.456833678;Vicques, poste;0;0;99;0;0;16.97;4
8500652;2584706.4503841125;1246856.5642250467;Montavon, village;0;0;24;0;0;70;0
8500653;2572688.360515283;1244568.5655739286;Ocourt;0;0;20;0;0;84;0
8500654;2592525.4942586645;1253712.4754930385;Roggenburg, Dorf;0;0;32;0;0;52.5;5
8500655;2602543.418080746;1247909.504151421;Bärschwil, Dorf;0;0;44;0;0;38.18;5
8500656;2570836.283721266;1241997.5775017845;Epiquerez, village;0;0;10;0;0;168;0
8500657;2578105.405215158;1244479.5166285194;Montenol, école;0;0;14;0;0;120;0
8500658;2575542.316532049;1242716.561051592;Epauvillers, poste;0;0;14;0;0;120;0
8500659;2583056.427689073;1244202.601930846;Boécourt, bureau communal;0;0;38;0;0;44.21;5
8500660;2584016.3970723688;1246210.5404551942;Séprais;0;0;24;0;0;70;0
8500662;2571412.272941481;1259685.4814401355;Montignez;0;0;22;0;0;76.36;0
8500663;2604924.429882444;1245427.382204527;Montsevelier, poste;0;0;70;0;0;24;5
8500664;2590588.4254977815;1250871.5380110757;Movelier, poste;0;0;22;0;0;76.36;0
8500665;2602804.424121968;1241946.310529103;Vermes, poste;0;0;22;0;0;76.36;0
8500666;2592969.385317502;1242187.4108527317;Châtillon JU, bas du village;0;0;27;0;0;62.22;0
8500667;2596334.3744570347;1245633.5403861264;Courcelon;0;0;70;0;0;24;5
8500668;2589238.445613571;1245263.4990077033;Develier, poste;0;0;40;0;0;42;5
8500669;2592972.440375618;1243947.5036527514;Rossemaison, école/poste;0;0;27;0;0;62.22;0
8500671;2588866.478301107;1245242.5190613857;Develier, Sur Cré;0;0;16;0;0;105;0
8500673;2609077.4807350803;1255081.5182048408;Nenzlingen, Unterdorf;0;0;26;0;0;64.62;0
8500674;2619381.502777352;1240319.2492727365;Balsthal, Bahnhof;0;0;122;0;0;13.77;4
8500676;2592820.324718283;1235910.5100365742;Perrefitte, poste;0;0;14;0;0;120;0
8500677;2574717.2895051;1258199.5120021836;Damphreux, Sous la Côte;0;0;22;0;0;76.36;0
8500679;2603930.3980386783;1258412.523173236;Mariastein, Klosterplatz;0;0;41;0;0;40.98;5
8500680;2594843.4486337635;1236509.4835745734;Moutier, Hôtel de Ville;0;0;83;0;0;20.24;5
8500681;2631185.6471430114;1260343.3864325404;Buus, Tagungszentrum Waldegg;0;0;60;0;0;28;5
8500683;2659438.9045684873;1258222.1013010123;Windisch, Dägerli;0;0;39;0;0;43.08;5
8500684;2610225.3937363042;1233225.3311279225;Niederwil SO, Feuerwehrmagazin;0;0;40;0;0;42;5
8500685;2621734.4717605147;1237751.3193035081;Oensingen, Bauamt;0;0;29;0;0;57.93;5
