Haltestellen_No;Y_Koord;X_Koord;Name;Bahnknoten;Bahnlinie_Anz;TramBus_Anz;Seilbahn_Anz;A_Intervall;B_Intervall;Hst_Kat
1100599;2617255.882080088;1272265.7707947139;Lörrach, Steinenweg;0;0;109;0;0;15.41;4
1100600;2616805.854358774;1272371.7655391393;Lörrach, Hauptstr.;0;0;109;0;0;15.41;4
1100609;2615331.7653710386;1271293.7030302368;Weil am Rhein, Zoll Ost;0;0;66;0;0;25.45;5
1100616;2618491.9394418355;1270856.665650394;Inzlingen, Bruggewoog;0;0;27;0;0;62.22;0
1100617;2617997.887179332;1270760.7051798482;Inzlingen, Abzw. Au;0;0;27;0;0;62.22;0
1100618;2616179.804741495;1272080.7476105718;Lörrach, Neumatt;0;0;56;0;0;30;5
1100622;2615606.7652850263;1272683.7446275149;Tüllingen, Hornbrunnenweg;0;0;27;0;0;62.22;0
1100623;2615258.7498896;1271975.728133934;Lörrach, Obertüllingen;0;0;27;0;0;62.22;0
1100624;2618680.999263116;1272638.7725514045;Lörrach, A.-Braye-Str.;0;0;55;0;0;30.55;5
1100625;2618852.015340284;1272585.7592034815;Lörrach, Röttelnblick;0;0;108;0;0;15.56;4
1100626;2618528.9863345507;1272392.7691329308;Lörrach, Salzertstr.;0;0;54;0;0;31.11;5
1100627;2618283.9653368252;1272648.7932104224;Lörrach, Dinkelbergstr.;0;0;109;0;0;15.41;4
1100628;2618026.932798128;1272302.781776687;Lörrach, Jugendherberge;0;0;109;0;0;15.41;4
1100654;2615515.7637565252;1272456.7435276518;Tüllingen, Dorfstr.;0;0;27;0;0;62.22;0
1100723;2617572.859218828;1270572.712291725;Inzlingen, Zoll;0;0;27;0;0;62.22;0
1100739;2635389.011215473;1270623.3387710017;Brennet, Baslerstr.;0;0;22;0;0;76.36;0
1100743;2618416.97759887;1272531.7863397223;Lörrach, Kindergarten;0;0;55;0;0;30.55;5
1100766;2610590.6192369256;1271680.479415263;Huningue, Domino;0;0;104;0;0;16.15;4
1100769;2609426.621531807;1270566.4710303918;Saint-Louis, Croisée de Lys;0;0;225;0;0;7.47;3
1100770;2609116.623071122;1270359.4704154984;Saint-Louis, Couronne;0;0;96;0;0;17.5;4
1100771;2608666.6275684224;1270059.4747889044;Saint-Louis, Mermoz;0;0;81;0;0;20.74;5
1100772;2608739.6230451996;1269654.4881042775;Saint-Louis, Lycée Mermoz;0;0;81;0;0;20.74;5
1100773;2609936.622441382;1269759.48327684;Saint-Louis, Frontière Lysbuch;0;0;127;0;0;13.23;4
1100774;2607367.5959024453;1267210.606102842;Hégenheim, Douane;0;0;47;0;0;35.74;5
1100787;2606629.6035555177;1267941.5615385994;Hégenheim, Centre;0;0;51;0;0;32.94;5
1100788;2606841.602599119;1267946.5596481885;Hégenheim, Sauvage;0;0;88;0;0;19.09;4
1100805;2608544.6207281523;1269461.504112525;Bourgfelden, Centre;0;0;81;0;0;20.74;5
1100806;2609361.6221324764;1270536.4720327437;Saint-Louis, Médiathèque;0;0;51;0;0;32.94;5
1100807;2610316.603771483;1271086.4789356075;Huningue, Coccinelles;0;0;40;0;0;42;5
1100808;2610921.5825192085;1271121.4911483566;Huningue, Parc des Eaux-Vives;0;0;83;0;0;20.24;5
1100809;2610800.587833265;1270731.4911396094;Huningue, Jung;0;0;40;0;0;42;5
1100810;2611111.5860730936;1271339.493744434;Huningue, Poste;0;0;83;0;0;20.24;5
1100811;2610831.598229352;1271421.4863619863;Huningue, Soustons;0;0;83;0;0;20.24;5
1100816;2606491.603101846;1267876.5644015155;Hégenheim, Eglise;0;0;41;0;0;40.98;5
1100818;2608021.6148265507;1269024.5187570262;Saint-Louis, Vignette;0;0;41;0;0;40.98;5
1100827;2610856.5901049464;1270629.4931875234;Huningue, Tivoli;0;0;44;0;0;38.18;5
1100828;2610756.612005212;1269884.4979335235;Huningue, Rue de l'Industriel;0;0;44;0;0;38.18;5
1100847;2609511.615963215;1270431.469559683;Saint-Louis, Ferrette;0;0;112;0;0;15;4
1100848;2609786.61856767;1269994.4777078195;Saint-Louis, Notre Dame Paix;0;0;112;0;0;15;4
1100849;2609626.6162616624;1270244.4718614123;Saint-Louis, Rhin;0;0;112;0;0;15;4
1100850;2610531.6178501686;1269741.4951785854;Huningue, Z.I. Sud;0;0;7;0;0;240;0
1100856;2608384.6261813855;1269874.4923320983;Saint-Louis, Garage Bader;0;0;5;0;0;336;0
1100857;2610424.6103730947;1271329.4789498502;Huningue, Triangle;0;0;11;0;0;152.73;0
8014428;2612771.624452806;1271489.585487501;Weil am Rhein;0;127;0;0;13.23;0;3
8014429;2614755.786283951;1271123.6845777354;Weil am Rhein-Ost;0;88;0;0;19.09;0;3
8014440;2616576.837799056;1272327.7605153427;Lörrach-Stetten;0;144;0;0;11.67;0;3
8014458;2616654.787076531;1266701.569125284;Grenzach;0;46;0;0;36.52;0;4
8014460;2622661.8909068014;1266575.4723467175;Herten (Baden);0;46;0;0;36.52;0;4
8014462;2626011.889208913;1267414.458930705;Rheinfelden (D);0;98;0;0;17.14;0;3
8014463;2628008.941110036;1270201.451324136;Beuggen;0;45;0;0;37.33;0;4
8014464;2632353.991100371;1271190.3976202596;Schwörstadt;0;46;0;0;36.52;0;4
8014465;2635503.0003047655;1270131.3298783319;Wehr-Brennet;0;46;0;0;36.52;0;4
8014466;2638387.9766931757;1267362.2893171445;Bad Säckingen;1;98;0;0;17.14;0;2
8014467;2643666.0126161263;1267132.23122835;Murg (Baden);0;45;0;0;37.33;0;4
8014468;2646637.101035323;1268261.2767479415;Laufenburg (Baden);0;45;0;0;37.33;0;4
8014469;2647792.157335132;1268577.2679847954;Laufenburg (Baden) Ost;0;47;0;0;35.74;0;4
8014471;2652137.330320285;1271513.2139557882;Albbruck;0;45;0;0;37.33;0;4
8014472;2654796.415953345;1273388.1079129432;Dogern (D);0;44;0;0;38.18;0;4
8014474;2658705.529149266;1274814.051393366;Waldshut;1;174;1;0;9.66;0;1
8014481;2674482.4846577747;1279236.2692329593;Erzingen (Baden);0;59;83;0;28.47;0;4
8014482;2676999.4767322307;1281488.2235244312;Wilchingen-Hallau;0;0;83;0;0;20.24;5
8014483;2679299.4691667524;1282616.2114338821;Neunkirch;0;1;0;0;1680;0;0
8014487;2692033.4059497532;1286034.1440352346;Herblingen;0;56;0;0;30;0;4
8014488;2674926.480009353;1279841.2362773963;Trasadingen;0;0;1;0;0;1680;0
8014490;2694842.4157789755;1289091.115392856;Thayngen;0;84;0;0;20;0;4
8014491;2697509.4225656833;1288973.0950385423;Bietingen;0;56;0;0;30;0;4
8014545;2677806.466088934;1291432.1917668495;Weizen;0;4;0;0;420;0;0
8014586;2730604.5644308487;1280124.9912935002;Konstanz;1;185;0;0;9.08;0;1
8014587;2730769.5577768437;1280251.9976366842;Konstanz Hafen;0;61;0;0;27.54;0;4
8060978;2614900.790278635;1270700.6736428177;Weil am Rhein Gartenstadt;0;88;0;0;19.09;0;3
8060979;2615600.782575378;1270700.6895584336;Weil am Rhein Pfädlistrasse;0;88;0;0;19.09;0;3
8069220;2617800.870587189;1271700.758865879;Lörrach Dammstrasse;0;88;0;0;19.09;0;3
8069221;2618200.9584480044;1272700.7922432725;Lörrach Museum/Burghof;0;144;0;0;11.67;0;3
8101237;2757803.326301249;1227643.9940486683;Forst (FL) Hilti;0;15;0;0;112;0;0
8101242;2759331.3181916433;1229831.0157816927;Nendeln;0;15;0;0;112;0;0
8101243;2756862.343780532;1226216.0187899545;Schaan-Vaduz;0;15;0;0;112;0;0
8101877;2832296.7427734877;1202194.8488830202;Nauders Hochfinstermünz;0;0;23;0;0;73.04;0
8102352;2768109.5048156804;1257878.6769208047;Lustenau;0;38;0;0;44.21;0;5
8500010;2611362.6465442525;1266309.5575145693;Basel SBB;1;489;0;0;3.44;0;1
8500016;2610075.6222338;1268852.5152277593;Basel St. Johann;0;38;0;0;44.21;0;5
8500019;2617799.8283318672;1264681.5252796484;Schweizerhalle;0;2;0;0;840;0;0
8500020;2615757.775724804;1264782.5476681187;Muttenz;0;123;0;0;13.66;0;3
8500021;2618993.842741242;1263577.495569343;Pratteln;1;124;0;0;13.55;0;2
8500022;2621132.780990763;1261227.4670459107;Frenkendorf-Füllinsdorf;0;60;0;0;28;0;4
8500023;2622063.7530512796;1259340.440569831;Liestal;1;222;0;0;7.57;0;1
8500024;2624215.752396185;1257763.3590081495;Lausen;0;59;0;0;28.47;0;4
8500025;2626281.7623144267;1257446.315717528;Itingen;0;60;0;0;28;0;4
8500026;2628154.7698641564;1256952.2683703268;Sissach;1;147;0;0;11.43;0;2
8500027;2630839.8007078716;1257314.2568973617;Gelterkinden;0;86;0;0;19.53;0;3
8500028;2633864.8225235776;1255093.1927822668;Tecknau;0;56;0;0;30;0;4
8500031;2630098.7783868457;1255495.2274830502;Diepflingen;0;31;0;0;54.19;0;5
8500032;2631142.7923690127;1254328.1987526228;Sommerau;0;31;0;0;54.19;0;5
8500033;2631079.785639761;1252811.1739130751;Rümlingen;0;31;0;0;54.19;0;5
8500034;2630882.7542828172;1250988.1433563961;Buckten;0;31;0;0;54.19;0;5
8500035;2631528.716452966;1249117.108610772;Läufelfingen;0;31;0;0;54.19;0;5
8500037;2635174.761473148;1246238.0976654359;Trimbach;0;31;0;0;54.19;0;5
8500051;2611345.6630481575;1260244.474857547;Reinach BL Dorf;0;0;268;0;0;6.27;3
8500060;2610280.6464179307;1265186.5463886515;Binningen;0;0;304;0;0;5.53;3
8500061;2610152.6528362944;1264642.540457714;Bottmingermühle;0;0;304;0;0;5.53;3
8500062;2610015.6542400895;1263735.5366867634;Bottmingen;0;0;304;0;0;5.53;3
8500063;2609090.6344177993;1262675.5235816664;Oberwil BL;0;0;303;0;0;5.54;3
8500064;2608932.609584668;1260960.4893936825;Therwil;0;0;309;0;0;5.44;3
8500065;2608093.5799782714;1259229.4474917606;Ettingen;0;0;308;0;0;5.45;3
8500066;2606270.5687734513;1259640.454144179;Witterswil;0;0;116;0;0;14.48;4
8500067;2605376.56908529;1259823.4593232106;Bättwil;0;0;114;0;0;14.74;4
8500068;2604562.5669379258;1259812.4542504244;Flüh;0;0;116;0;0;14.48;4
8500069;2603485.555912857;1260215.452728349;Leymen;0;0;84;0;0;20;5
8500070;2601540.566781956;1258915.4291997934;Rodersdorf;0;0;84;0;0;20;5
8500071;2610496.6376390588;1265898.555396395;Dorenbach;0;0;305;0;0;5.51;3
8500072;2608788.6153860623;1261761.5054573554;Hüslimatt;0;0;308;0;0;5.45;3
8500073;2611759.6460699835;1266743.5600104649;Basel Aeschenplatz;0;0;1468;0;0;1.14;2
8500076;2613625.71650248;1262390.5029580293;Münchenstein Dorf;0;0;224;0;0;7.5;3
8500077;2613582.7005382674;1260427.4675250947;Arlesheim Dorf;0;0;224;0;0;7.5;3
8500078;2612992.690910102;1259889.462252217;Dornach;0;0;112;0;0;15;4
8500079;2611252.634933333;1266749.5598865557;Basel Heuwaage;0;0;326;0;0;5.15;3
8500080;2623465.7280884488;1255675.3079995587;Talhaus;0;78;0;0;21.54;0;4
8500081;2623073.7511405516;1258450.396184027;Altmarkt;0;78;0;0;21.54;0;4
8500082;2622841.730847995;1256578.34503576;Bubendorf;0;78;0;0;21.54;0;4
8500083;2624332.721672715;1254685.2699417346;Lampenberg-Ramlinsburg;0;78;0;0;21.54;0;4
8500084;2625088.6973124524;1253011.2569192164;Hölstein;0;78;0;0;21.54;0;4
8500085;2623643.7359186863;1250444.2339344907;Niederdorf;0;77;0;0;21.82;0;4
8500086;2623426.739821219;1249079.218848174;Oberdorf BL;0;77;0;0;21.82;0;4
8500087;2623424.7389454753;1248430.2084237651;Waldenburg;0;77;0;0;21.82;0;4
8500088;2623418.7388449465;1249637.226448874;Oberdorf BL Winkelweg;0;77;0;0;21.82;0;4
8500089;2619740.755218202;1247012.2318161807;Wasserfallen;0;0;0;1022;0;0;5
8500090;2612692.6928987107;1268618.5962896908;Basel Bad Bf;1;345;0;0;4.87;0;1
8500092;2624839.704963379;1252515.2523016077;Hölstein Süd;0;78;0;0;21.54;0;4
8500093;2624514.7133807824;1252053.248090118;Hölstein Weidbächli;0;77;0;0;21.82;0;4
8500094;2623892.729910283;1251083.239368093;Hirschlang;0;77;0;0;21.82;0;4
8500095;2613541.723777306;1263186.5174992504;Hofmatt;0;0;224;0;0;7.5;3
8500097;2619454.7230368843;1248851.2512571688;Reigoldswil LRW;0;0;0;1022;0;0;5
8500100;2582049.578687089;1229906.5908895554;Tavannes;1;93;0;0;18.06;0;2
8500101;2584006.5909310794;1231611.5474155727;Reconvilier;0;47;0;0;35.74;0;4
8500102;2587681.596200369;1231989.597021839;Malleray-Bévilard;0;48;0;0;35;0;4
8500103;2589940.5876456616;1232044.536722198;Sorvilier;0;33;0;0;50.91;0;5
8500104;2592691.6085148654;1232190.4840421241;Court;0;34;0;0;49.41;0;5
8500105;2595643.7678066418;1236643.2813710426;Moutier;1;94;0;0;17.87;0;2
8500109;2593309.71288365;1245688.3814974297;Delémont;1;110;0;0;15.27;0;2
8500113;2604830.6933837584;1252061.4011030667;Laufen;0;88;0;0;19.09;0;3
8500114;2606928.6715545626;1253670.4038439055;Zwingen;0;60;0;0;28;0;4
8500115;2611568.702477861;1254511.3849644435;Grellingen;0;60;0;0;28;0;4
8500116;2612430.698375339;1255863.4060455377;Duggingen;0;58;0;0;28.97;0;4
8500117;2612397.678376043;1257453.427420716;Aesch;0;61;0;0;27.54;0;4
8500118;2612999.6909111077;1259775.460731221;Dornach-Arlesheim;0;61;0;0;27.54;0;4
8500119;2613481.7140275985;1262531.5063299285;Münchenstein;0;61;0;0;27.54;0;4
8500120;2590879.842265735;1243559.4800809207;Courtételle;0;54;0;0;31.11;0;4
8500121;2588854.902312961;1242701.6093123825;Courfaivre;0;54;0;0;31.11;0;4
8500122;2585505.877934166;1242887.5071804211;Bassecourt;0;69;0;0;24.35;0;4
8500123;2582667.771865878;1242730.468162787;Glovelier;1;80;0;0;21;0;3
8500124;2579403.7609153446;1246353.5020168356;St-Ursanne;0;28;0;0;60;0;5
8500125;2576266.4979073103;1250537.5107474125;Courgenay;0;55;0;0;30.55;0;4
8500126;2572944.4352346454;1252296.4066492938;Porrentruy;1;94;0;0;17.87;0;2
8500127;2571099.4630989907;1256191.3006236397;Courtemaîche;0;28;0;0;60;0;5
8500128;2568193.3734758906;1260293.3470602909;Boncourt;0;28;0;0;60;0;5
8500130;2567666.3206827072;1261783.392194245;Delle;0;28;48;0;60;0;5
8500135;2586032.61242483;1232008.6117579709;Pontenet;0;45;0;0;37.33;0;4
8500136;2612824.7042174228;1265251.539999726;Basel Dreispitz;0;61;0;0;27.54;0;4
8500138;2610132.623289302;1269443.4909902995;St-Louis Grenze;0;0;336;0;0;5;3
8500141;2571261.4458849933;1254400.305747289;Courchavon;0;28;0;0;60;0;5
8500143;2570558.456264296;1257756.3116705243;Grandgourt;0;28;0;0;60;0;5
8500144;2569196.438571185;1258809.3017920835;Buix;0;28;0;0;60;0;5
8500146;2611212.648371822;1266089.555472691;Basel Bhfeingang Gundeldingen;0;0;21;0;0;80;0
8500147;2612000.67540645;1265713.5476374947;Basel Heiliggeistkirche;0;0;21;0;0;80;0
8500159;2596274.6830635453;1226763.4630199792;Grenchen Nord;0;56;0;0;30;0;4
8500160;2610958.639323645;1266235.5579206147;Basel IWB;0;0;21;0;0;80;0
8500161;2611712.6660531554;1265812.5500644217;Basel Tellplatz;0;0;21;0;0;80;0
8500162;2575312.5765204914;1230219.6231952182;Tramelan-Dessous;0;39;0;0;43.08;0;5
8500164;2573780.593246247;1230339.637629104;Tramelan-Chalet;0;31;0;0;54.19;0;5
8500165;2571040.494725989;1230194.6808303394;Le Pied-d'Or;0;31;0;0;54.19;0;5
8500167;2566954.459343127;1229223.78763498;Les Breuleux-Eglise;0;31;0;0;54.19;0;5
8500169;2565691.4936925443;1232630.7794060088;Muriaux;0;39;0;0;43.08;0;5
8500170;2574774.575035616;1230263.6193631517;Tramelan;0;46;0;0;36.52;0;4
8500171;2573099.5924691753;1230429.6683108709;Les Reussilles;0;31;0;0;54.19;0;5
8500172;2568685.4860985107;1230020.7498539062;La Chaux-des-Breuleux;0;31;0;0;54.19;0;5
8500173;2567161.464313949;1228924.7822538412;Les Breuleux;0;31;0;0;54.19;0;5
8500174;2563510.4212105665;1230430.8893725039;Le Noirmont;1;62;0;0;27.1;0;3
8500175;2562269.4015368344;1228178.8839639162;Le Creux-des-Biches;0;33;0;0;50.91;0;5
8500176;2560857.373528599;1227162.8823034277;Le Boéchet;0;33;0;0;50.91;0;5
8500177;2559637.3235844527;1225242.8639715926;Les Bois;0;33;0;0;50.91;0;5
8500178;2558728.1201332244;1221445.8586505307;La Ferrière;0;31;0;0;54.19;0;5
8500179;2557887.052262026;1219164.7877424082;La Cibourg;0;31;0;0;54.19;0;5
8500180;2558907.1826187596;1223508.8573306273;La Large-Journée;0;31;0;0;54.19;0;5
8500181;2559053.1426277696;1222558.8585442828;La Chaux-d'Abel;0;31;0;0;54.19;0;5
8500184;2554342.915930353;1217118.5941915172;La Chaux-de-Fonds-Est;0;31;0;0;54.19;0;5
8500186;2576587.551188388;1252639.5659590138;Alle;0;38;0;0;44.21;0;5
8500187;2578735.653913844;1255789.4289094738;Vendlincourt;0;26;0;0;64.62;0;0
8500188;2578649.6072674277;1258173.4134668068;Bonfol;0;26;0;0;64.62;0;0
8500189;2611460.6567528127;1265961.5529791345;Basel Solothurnerstrasse;0;0;21;0;0;80;0
8500190;2565672.4716347656;1231369.7985327456;Les Emibois;0;38;0;0;44.21;0;5
8500191;2566382.513154434;1233847.7120266848;Saignelégier;0;39;0;0;43.08;0;5
8500192;2567882.5339981;1234793.6807156166;Le Bémont;0;26;0;0;64.62;0;0
8500193;2611125.637536567;1266475.5598385911;Basel Markthalle;0;0;21;0;0;80;0
8500194;2571262.5497121965;1236317.6300522287;Pré-Petitjean;0;27;0;0;62.22;0;0
8500195;2574390.576181923;1237169.571827224;La Combe;0;27;0;0;62.22;0;0
8500196;2576199.6039789785;1238524.540242003;Bollement;0;27;0;0;62.22;0;0
8500199;2578815.659385437;1240363.5018497352;Combe-Tabeillon;0;26;0;0;64.62;0;0
8500200;2592537.652241718;1224502.521380466;Pieterlen;0;55;0;0;30.55;0;4
8500201;2594536.6699571484;1225388.4685817854;Lengnau;0;56;0;0;30;0;4
8500202;2596934.675829493;1226425.4626833;Grenchen Süd;0;88;0;0;19.09;0;3
8500203;2599222.655009607;1227111.4215279806;Bettlach;0;56;0;0;30;0;4
8500204;2601364.6400383804;1227742.3761018647;Selzach;0;59;0;0;28.47;0;4
8500205;2604297.5790727413;1228623.3434400042;Bellach;0;56;0;0;30;0;4
8500206;2607070.5107636596;1228423.3385673703;Solothurn West;0;103;0;0;16.31;0;3
8500207;2607884.534130189;1228143.3263488356;Solothurn;1;307;0;0;5.47;0;1
8500208;2610975.644747903;1229589.2972167842;Luterbach-Attisholz;0;56;0;0;30;0;4
8500209;2613655.6612520986;1229714.2608552878;Deitingen;0;56;0;0;30;0;4
8500210;2616478.65607282;1231248.1965257134;Wangen an der Aare;0;56;0;0;30;0;4
8500211;2619386.737008519;1235531.1931772619;Niederbipp;1;158;0;0;10.63;0;2
8500212;2620519.714690019;1237161.2121028283;Oensingen;1;196;0;0;8.57;0;1
8500213;2625189.7787027257;1239427.20653272;Oberbuchsiten;0;56;0;0;30;0;4
8500214;2627244.735558047;1240505.218325263;Egerkingen;0;56;0;0;30;0;4
8500215;2630627.694745249;1242234.1689953788;Hägendorf;0;56;0;0;30;0;4
8500216;2632475.7323473324;1243482.133345548;Wangen bei Olten;0;56;0;0;30;0;4
8500217;2634689.776472197;1244290.1089384085;Olten Hammer;0;56;0;0;30;0;4
8500218;2635441.7884931583;1244670.1038902893;Olten;1;513;0;0;3.27;0;1
8500220;2592344.578778297;1218635.3961440295;Dotzigen;0;35;0;0;48;0;5
8500221;2594887.611152691;1220799.3525655365;Büren an der Aare;0;35;0;0;48;0;5
8500230;2604785.482758055;1226601.359372457;Lüsslingen, Käserei;0;0;29;0;0;57.93;5
8500231;2604217.5169568807;1226284.3717132106;Nennigkofen, Rössli;0;0;29;0;0;57.93;5
8500233;2611534.6661922163;1259472.4628895458;Reinach BL Süd;0;0;269;0;0;6.25;3
8500234;2612316.678182077;1261744.498498221;Reinach BL Surbaum;0;0;268;0;0;6.27;3
8500235;2613014.712239465;1264603.5362825892;Münchenstein Ruchfeld;0;0;267;0;0;6.29;3
8500236;2611993.658153446;1266415.5559246;Basel Denkmal;0;0;244;0;0;6.89;3
8500237;2611563.6359827924;1267000.5616818953;Basel Bankverein;0;0;1664;0;0;1.01;2
8500254;2611508.6289003226;1269635.5339074444;Basel Wiesenplatz;0;0;175;0;0;9.6;3
8500255;2611932.668300222;1257656.4292591414;Aesch BL Dorf;0;0;226;0;0;7.43;3
8500256;2615713.766917075;1263986.5203234276;Muttenz Dorf;0;0;223;0;0;7.53;3
8500260;2601362.7293502325;1235740.302096714;Crémines-Zoo;0;28;0;0;60;0;5
8500261;2605634.546525063;1229670.3565969735;Langendorf;0;47;0;0;35.74;0;4
8500262;2602338.64144721;1229739.3466491941;Lommiswil;0;38;0;0;44.21;0;5
8500263;2602755.626562479;1231110.345924888;Im Holz;0;32;0;0;52.5;0;5
8500264;2604175.590769964;1231675.3318744227;Oberdorf SO;0;32;0;0;52.5;0;5
8500265;2602010.684029052;1234951.308573382;Gänsbrunnen;0;32;0;0;52.5;0;5
8500266;2600887.739830492;1237192.26734079;Corcelles BE;0;28;0;0;60;0;5
8500267;2599749.748024184;1237187.280198192;Crémines;0;28;0;0;60;0;5
8500268;2598765.7625950864;1236980.2978355156;Grandval;0;28;0;0;60;0;5
8500272;2608085.557583179;1229046.3298992685;Solothurn Sternen;0;56;0;0;30;0;4
8500273;2608420.5742865973;1229470.324877791;St. Katharinen;0;56;0;0;30;0;4
8500274;2608879.5955703803;1229977.3176445407;Feldbrunnen;0;56;0;0;30;0;4
8500275;2609690.6315244865;1230837.3064238986;Bei den Weihern;0;56;0;0;30;0;4
8500280;2607823.545453682;1228789.3335113786;Solothurn Baseltor;0;56;0;0;30;0;4
8500283;2610151.64152696;1231132.30257317;Riedholz;0;56;0;0;30;0;4
8500285;2611967.6593808006;1232039.2387611133;Flumenthal;0;56;0;0;30;0;4
8500286;2613267.677438814;1232847.1908532716;Attiswil;0;56;0;0;30;0;4
8500287;2615705.7061199383;1233573.2077192578;Wiedlisbach;0;56;0;0;30;0;4
8500288;2616829.7226504483;1234328.1960535743;Oberbipp;0;56;0;0;30;0;4
8500289;2618145.7338487525;1234775.1831429505;Buchli;0;56;0;0;30;0;4
8500292;2619370.693468676;1239209.1942427729;Klus;0;56;0;0;30;0;4
8500293;2618874.734700543;1239771.2030929069;Thalbrücke;0;56;0;0;30;0;4
8500294;2619303.749703984;1240255.2002590674;Balsthal;0;56;0;0;30;0;4
8500300;2621496.8770817593;1265346.487057601;Kaiseraugst;0;62;0;0;27.1;0;4
8500301;2626612.879947307;1266781.4519314198;Rheinfelden;0;119;0;0;14.12;0;3
8500302;2629745.9244527863;1267979.4412716224;Möhlin;0;65;0;0;25.85;0;4
8500303;2635456.962328794;1266428.3112150808;Mumpf;0;57;0;0;29.47;0;4
8500304;2641502.9761773385;1264846.2610521985;Eiken;0;30;0;0;56;0;5
8500305;2643277.974332409;1262002.2210790636;Frick;0;88;0;0;19.09;0;3
8500309;2658054.203125046;1259182.9666572497;Brugg AG;1;259;0;0;6.49;0;1
8500313;2624798.86943452;1266179.4776737513;Rheinfelden Augarten;0;60;0;0;28;0;4
8500320;2638412.9515829;1265777.2798999832;Stein-Säckingen;1;93;0;0;18.06;0;2
8500322;2646863.0969251026;1267858.2665260623;Laufenburg;0;29;0;0;57.93;0;5
