"","Haltestellen_No_2023","Y_Koord_2023","X_Koord_2023","Name","Bahnknoten_2023","Bahnlinie_Anz_2023","TramBus_Anz_2023","Seilbahn_Anz_2023","A_Intervall_2023","B_Intervall_2023","Hst_Kat_2023","Haltestellen_No_2022","Y_Koord_2022","X_Koord_2022","Bahnknoten_2022","Bahnlinie_Anz_2022","TramBus_Anz_2022","Seilbahn_Anz_2022","A_Intervall_2022","B_Intervall_2022","Hst_Kat_2022","Haltestellen_No_2021","Y_Koord_2021","X_Koord_2021","Bahnknoten_2021","Bahnlinie_Anz_2021","TramBus_Anz_2021","Seilbahn_Anz_2021","A_Intervall_2021","B_Intervall_2021","Hst_Kat_2021","Haltestellen_No_2020","Y_Koord_2020","X_Koord_2020","Bahnknoten_2020","Bahnlinie_Anz_2020","TramBus_Anz_2020","Seilbahn_Anz_2020","A_Intervall_2020","B_Intervall_2020","Hst_Kat_2020","Haltestellen_No_2019","Y_Koord_2019","X_Koord_2019","Bahnknoten_2019","Bahnlinie_Anz_2019","TramBus_Anz_2019","Seilbahn_Anz_2019","A_Intervall_2019","B_Intervall_2019","Hst_Kat_2019","Haltestellen_No_2018","Y_Koord_2018","X_Koord_2018","Bahnknoten_2018","Bahnlinie_Anz_2018","TramBus_Anz_2018","Seilbahn_Anz_2018","A_Intervall_2018","B_Intervall_2018","Hst_Kat_2018","Haltestellen_No_2017","Y_Koord_2017","X_Koord_2017","Bahnknoten_2017","Bahnlinie_Anz_2017","TramBus_Anz_2017","Seilbahn_Anz_2017","A_Intervall_2017","B_Intervall_2017","Hst_Kat_2017","Haltestellen_No_2016","Y_Koord_2016","X_Koord_2016","Bahnknoten_2016","Bahnlinie_Anz_2016","TramBus_Anz_2016","Seilbahn_Anz_2016","A_Intervall_2016","B_Intervall_2016","Hst_Kat_2016","Haltestellen_No_2015","Y_Koord_2015","X_Koord_2015","Bahnknoten_2015","Bahnlinie_Anz_2015","TramBus_Anz_2015","Seilbahn_Anz_2015","A_Intervall_2015","B_Intervall_2015","Hst_Kat_2015","Haltestellen_No_2014","Y_Koord_2014","X_Koord_2014","Bahnknoten_2014","Bahnlinie_Anz_2014","TramBus_Anz_2014","Seilbahn_Anz_2014","A_Intervall_2014","B_Intervall_2014","Hst_Kat_2014","Haltestellen_No_2013","Y_Koord_2013","X_Koord_2013","Bahnknoten_2013","Bahnlinie_Anz_2013","TramBus_Anz_2013","Seilbahn_Anz_2013","A_Intervall_2013","B_Intervall_2013","Hst_Kat_2013"
"1",8500555,2659907.98,1261596.2,"Lauffohr, Dorf",0,0,128,0,0,13.13,4,8500555,2659907.98,1261596.2,0,0,128,0,0,13.13,4,8500555,2659907.97578751,1261596.19661337,0,0,128,0,0,13.13,4,8500555,2659907.97578751,1261596.19661337,0,0,128,0,0,13.13,4,8500555,2659907.97578751,1261596.19661337,0,0,98,0,0,17.14,4,8500555,2659907.97578751,1261596.19661337,0,0,98,0,0,17.14,4,8500555,2659908.88028681,1261596.0706079,0,0,97,0,0,17.32,4,8500555,2659908.88028681,1261596.0706079,0,0,98,0,0,17.14,4,8500555,2659908.88028681,1261596.0706079,0,0,98,0,0,17.14,4,8500555,2659908.90228763,1261596.09620751,0,0,84,0,0,0,5,8500555,2659908.22489146,1261547.9492466,0,0,84,0,0,20,5
"2",8500566,2659726.29,1263030.86,"Stilli, Villigerstrasse",0,0,56,0,0,30,5,8500566,2659722.88,1263040.27,0,0,56,0,0,30,5,8500566,2659722.87634714,1263040.272593,0,0,56,0,0,30,5,8500566,2659722.87634714,1263040.272593,0,0,56,0,0,30,5,8500566,2659722.87634714,1263040.272593,0,0,56,0,0,30,5,8500566,2659722.87634714,1263040.272593,0,0,56,0,0,30,5,8500566,2659723.9598541,1263040.15217767,0,0,56,0,0,30,5,8500566,2659723.9598541,1263040.15217767,0,0,56,0,0,30,5,8500566,2659723.9598541,1263040.15217767,0,0,56,0,0,30,5,8500566,2659723.9306031,1263040.10037762,0,0,56,0,0,0,5,8500566,2659724.27560362,1263039.94717178,0,0,56,0,0,30,5
"3",8502106,2660112.07,1251826.82,"Mägenwil",0,50,0,0,33.6,0,4,8502106,2660112.07,1251826.82,0,50,0,0,33.6,0,4,8502106,2660112.07215312,1251826.82468145,0,50,0,0,33.6,0,4,8502106,2660112.00440693,1251833.49528909,0,42,0,0,40,0,5,8502106,2660110.65289203,1251832.81450537,0,40,0,0,42,0,5,8502106,2660110.65289203,1251832.81450537,0,40,0,0,42,0,5,8502106,2660111.88540063,1251826.09268305,0,34,0,0,49.41,0,5,8502106,2660111.88540063,1251826.09268305,0,36,0,0,46.67,0,5,8502106,2660111.88540063,1251826.09268305,0,38,0,0,44.21,0,5,8502106,2660111.86190035,1251826.05688331,0,34,0,0,49.41,0,5,8502106,2660112.20665394,1251825.92527884,0,34,0,0,49.41,0,5
"4",8502561,2661911.3,1252098.76,"Büblikon, Rössli",0,0,56,0,0,30,5,8502561,2661911.3,1252098.76,0,0,54,0,0,31.11,5,8502561,2661911.29789306,1252098.7570535,0,0,54,0,0,31.11,5,8502561,2661911.29789306,1252098.7570535,0,0,54,0,0,31.11,5,8502561,2661911.29789306,1252098.7570535,0,0,54,0,0,31.11,5,8502561,2661911.29789306,1252098.7570535,0,0,54,0,0,31.11,5,8502561,2661911.88215168,1252099.00684678,0,0,54,0,0,31.11,5,8502561,2661911.88215168,1252099.00684678,0,0,54,0,0,31.11,5,8502561,2661911.88215168,1252099.00684678,0,0,54,0,0,31.11,5,8502561,2661911.88840176,1252099.03044687,0,0,54,0,0,0,5,8502561,2661896.24743515,1252067.8832336,0,0,53,0,0,31.7,5
"5",8502690,2664701.81,1257861.26,"Baden, Sonnmatt",0,0,275,0,0,6.11,3,8502690,2664701.81,1257861.26,0,0,275,0,0,6.11,3,8502690,2664701.81309312,1257861.26061794,0,0,276,0,0,6.09,3,8502690,2664656.8199981,1257887.12134896,0,0,276,0,0,6.09,3,8502690,2664849.69407069,1257900.01768469,0,0,275,0,0,6.11,3,8502690,2664849.69407069,1257900.01768469,0,0,275,0,0,6.11,3,8502690,2664850.92557577,1257900.04807142,0,0,275,0,0,6.11,3,8502690,2664850.92557577,1257900.04807142,0,0,275,0,0,6.11,3,8502690,2664657.90100219,1257887.04093712,0,0,275,0,0,6.11,3,8502690,2664850.92982571,1257900.02707133,0,0,275,0,0,6.11,3,8502690,2664851.27732656,1257899.86206729,0,0,274,0,0,6.13,3
"6",8502700,2664173.02,1251782.14,"Niederrohrdorf, Holzrüti",0,0,41,0,0,40.98,5,8502700,2664173.02,1251782.14,0,0,41,0,0,40.98,5,8502700,2664173.01822455,1251782.143425,0,0,41,0,0,40.98,5,8502700,2664173.01822455,1251782.143425,0,0,41,0,0,40.98,5,8502700,2664173.01822455,1251782.143425,0,0,39,0,0,43.08,5,8502700,2664173.01822455,1251782.143425,0,0,39,0,0,43.08,5,8502700,2664173.93422194,1251782.02141182,0,0,38,0,0,44.21,5,8502700,2664173.93422194,1251782.02141182,0,0,39,0,0,43.08,5,8502700,2664173.93422194,1251782.02141182,0,0,39,0,0,43.08,5,8502700,2664173.91497171,1251781.98921217,0,0,38,0,0,0,5,8502700,2664161.28957514,1251791.81677506,0,0,38,0,0,44.21,5
"7",8502706,2662100.88,1252638.01,"Büblikon, Reusstal",0,0,55,0,0,30.55,5,8502706,2662100.88,1252638.01,0,0,54,0,0,31.11,5,8502706,2662100.88392467,1252638.01049135,0,0,54,0,0,31.11,5,8502706,2662100.88392467,1252638.01049135,0,0,54,0,0,31.11,5,8502706,2662100.88392467,1252638.01049135,0,0,54,0,0,31.11,5,8502706,2662100.88392467,1252638.01049135,0,0,54,0,0,31.11,5,8502706,2662101.92594029,1252638.04387611,0,0,54,0,0,31.11,5,8502706,2662101.92594029,1252638.04387611,0,0,54,0,0,31.11,5,8502706,2662101.92594029,1252638.04387611,0,0,54,0,0,31.11,5,8502706,2662101.89093977,1252638.03187653,0,0,54,0,0,0,5,8502706,2662108.24828061,1252645.88424396,0,0,53,0,0,31.7,5
"8",8502707,2663176.68,1253402.26,"Mellingen Heitersberg, Bahnhof",0,0,333,0,0,5.05,3,8502707,2663176.68,1253402.26,0,0,333,0,0,5.05,3,8502707,2663176.6820738,1253402.25657971,0,0,333,0,0,5.05,3,8502707,2663176.6820738,1253402.25657971,0,0,333,0,0,5.05,3,8502707,2663176.6820738,1253402.25657971,0,0,323,0,0,5.2,3,8502707,2663176.6820738,1253402.25657971,0,0,323,0,0,5.2,3,8502707,2663177.89284201,1253402.05234852,0,0,301,0,0,5.58,3,8502707,2663177.89284201,1253402.05234852,0,0,307,0,0,5.47,3,8502707,2663177.89284201,1253402.05234852,0,0,307,0,0,5.47,3,8502707,2663177.90659224,1253402.01494805,0,0,296,0,0,5.68,3,8502707,2663131.26766138,1253376.85484063,0,0,301,0,0,5.58,3
"9",8502750,2668310.16,1249138.38,"Bellikon, Dorf",0,0,122,0,0,13.77,4,8502750,2668310.16,1249138.38,0,0,115,0,0,14.61,4,8502750,2668310.16383999,1249138.38259937,0,0,115,0,0,14.61,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10",8502753,2664369.96,1249006.99,"Nesselnbach, Mitteldorf",0,0,94,0,0,17.87,4,8502753,2664369.96,1249006.99,0,0,95,0,0,17.68,4,8502753,2664369.96045893,1249006.98831962,0,0,94,0,0,17.87,4,8502753,2664369.96045893,1249006.98831962,0,0,95,0,0,17.68,4,8502753,2664369.96045893,1249006.98831962,0,0,91,0,0,18.46,4,8502753,2664369.96045893,1249006.98831962,0,0,91,0,0,18.46,4,8502753,2664370.92070978,1249006.95970593,0,0,89,0,0,18.88,4,8502753,2664370.92070978,1249006.95970593,0,0,91,0,0,18.46,4,8502753,2664370.92070978,1249006.95970593,0,0,91,0,0,18.46,4,8502753,2664370.88470988,1249006.97070652,0,0,88,0,0,19.09,4,8502753,2664377.24557872,1249015.79668507,0,0,88,0,0,19.09,4
"11",8502757,2663440.16,1250633.22,"Tägerig, Dorfzentrum",0,0,48,0,0,35,5,8502757,2663436.74,1250635.96,0,0,48,0,0,35,5,8502757,2663436.73674273,1250635.96453057,0,0,48,0,0,35,5,8502757,2663436.73674273,1250635.96453057,0,0,48,0,0,35,5,8502757,2663436.73674273,1250635.96453057,0,0,46,0,0,36.52,5,8502757,2663436.73674273,1250635.96453057,0,0,46,0,0,36.52,5,8502757,2663437.86724414,1250635.96331469,0,0,44,0,0,38.18,5,8502757,2663437.86724414,1250635.96331469,0,0,46,0,0,36.52,5,8502757,2663437.86724414,1250635.96331469,0,0,46,0,0,36.52,5,8502757,2663437.9039946,1250635.99631443,0,0,44,0,0,0,5,8502757,2663438.27849302,1250635.83290792,0,0,44,0,0,38.18,5
"12",8502772,2665317.02,1252990.28,"Niederrohrdorf,Gemeindezentrum",0,0,208,0,0,8.08,3,8502772,2665317.02,1252990.28,0,0,208,0,0,8.08,3,8502772,2665317.01974848,1252990.27781597,0,0,208,0,0,8.08,3,8502772,2665317.01974848,1252990.27781597,0,0,209,0,0,8.04,3,8502772,2665317.01974848,1252990.27781597,0,0,205,0,0,8.2,3,8502772,2665317.01974848,1252990.27781597,0,0,206,0,0,8.16,3,8502772,2665317.94524477,1252990.02500295,0,0,190,0,0,8.84,3,8502772,2665317.94524477,1252990.02500295,0,0,192,0,0,8.75,3,8502772,2665317.94524477,1252990.02500295,0,0,192,0,0,8.75,3,8502772,2665317.92299435,1252989.96960341,0,0,188,0,0,8.94,3,8502772,2665356.29087061,1252922.77779465,0,0,188,0,0,8.94,3
"13",8502773,2666269.04,1252360.84,"Oberrohrdorf, Post",0,0,208,0,0,8.08,3,8502773,2666269.04,1252360.84,0,0,208,0,0,8.08,3,8502773,2666269.04129596,1252360.84140753,0,0,207,0,0,8.12,3,8502773,2666269.04129596,1252360.84140753,0,0,208,0,0,8.08,3,8502773,2666269.04129596,1252360.84140753,0,0,204,0,0,8.24,3,8502773,2666269.04129596,1252360.84140753,0,0,205,0,0,8.2,3,8502773,2666269.88155609,1252360.91021096,0,0,190,0,0,8.84,3,8502773,2666269.88155609,1252360.91021096,0,0,191,0,0,8.8,3,8502773,2666269.88155609,1252360.91021096,0,0,191,0,0,8.8,3,8502773,2666269.91705729,1252360.95841156,0,0,189,0,0,8.89,3,8502773,2666262.27970257,1252344.76742332,0,0,188,0,0,8.94,3
"14",8502774,2664321.74,1254251.74,"Fislisbach, Post",0,0,229,0,0,7.34,3,8502774,2664321.74,1254251.74,0,0,229,0,0,7.34,3,8502774,2664321.74294169,1254251.73754799,0,0,229,0,0,7.34,3,8502774,2664321.74294169,1254251.73754799,0,0,229,0,0,7.34,3,8502774,2664321.74294169,1254251.73754799,0,0,229,0,0,7.34,3,8502774,2664321.74294169,1254251.73754799,0,0,229,0,0,7.34,3,8502774,2664322.89196468,1254251.95152049,0,0,228,0,0,7.37,3,8502774,2664322.89196468,1254251.95152049,0,0,228,0,0,7.37,3,8502774,2664322.89196468,1254251.95152049,0,0,228,0,0,7.37,3,8502774,2664322.92496598,1254251.98911989,0,0,200,0,0,8.4,3,8502774,2664323.29670431,1254238.80423206,0,0,201,0,0,8.36,3
"15",8502775,2660852,1257010.17,"Birmenstorf AG, Strählgass",0,0,160,0,0,10.5,4,8502775,2660852,1257010.17,0,0,160,0,0,10.5,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16",8502873,2660032.84,1259167.14,"Gebenstorf, alte Post",0,0,160,0,0,10.5,4,8502873,2660032.84,1259167.14,0,0,160,0,0,10.5,4,8502873,2660032.83626134,1259167.14011571,0,0,160,0,0,10.5,4,8502873,2660032.83626134,1259167.14011571,0,0,160,0,0,10.5,4,8502873,2660032.83626134,1259167.14011571,0,0,158,0,0,10.63,4,8502873,2660032.83626134,1259167.14011571,0,0,158,0,0,10.63,4,8502873,2660033.87726829,1259167.12070788,0,0,156,0,0,10.77,4,8502873,2660033.87726829,1259167.12070788,0,0,158,0,0,10.63,4,8502873,2660033.87726829,1259167.12070788,0,0,158,0,0,10.63,4,8502873,2660033.88926847,1259167.09010759,0,0,156,0,0,10.77,4,8502873,2660007.21565419,1259148.95018574,0,0,156,0,0,10.77,4
"17",8502874,2660327.91,1256656.33,"Mülligen, Rösslimatte",0,0,39,0,0,43.08,5,8502874,2660327.91,1256656.33,0,0,39,0,0,43.08,5,8502874,2660327.90805922,1256656.33133818,0,0,39,0,0,43.08,5,8502874,2660327.90805922,1256656.33133818,0,0,39,0,0,43.08,5,8502874,2660327.90805922,1256656.33133818,0,0,39,0,0,43.08,5,8502874,2660327.90805922,1256656.33133818,0,0,39,0,0,43.08,5,8502874,2660328.87457041,1256656.06573736,0,0,39,0,0,43.08,5,8502874,2660328.87457041,1256656.06573736,0,0,39,0,0,43.08,5,8502874,2660328.87457041,1256656.06573736,0,0,39,0,0,43.08,5,8502874,2660328.88782061,1256656.06713741,0,0,39,0,0,0,5,8502874,2660341.22618627,1256649.92049647,0,0,39,0,0,43.08,5
"18",8502880,2666212.29,1251125.33,"Busslingen, Stetterstrasse",0,0,63,0,0,26.67,5,8502880,2666212.29,1251125.33,0,0,63,0,0,26.67,5,8502880,2666212.28888793,1251125.32687822,0,0,62,0,0,27.1,5,8502880,2666212.28888793,1251125.32687822,0,0,63,0,0,26.67,5,8502880,2666212.28888793,1251125.32687822,0,0,63,0,0,26.67,5,8502880,2666212.28888793,1251125.32687822,0,0,63,0,0,26.67,5,8502880,2666212.89513252,1251124.946066,0,0,63,0,0,26.67,5,8502880,2666212.89513252,1251124.946066,0,0,63,0,0,26.67,5,8502880,2666212.89513252,1251124.946066,0,0,63,0,0,26.67,5,8502880,2666212.90463261,1251124.95606592,0,0,63,0,0,0,5,8502880,2666236.2623212,1251146.76644113,0,0,63,0,0,26.67,5
"19",8502881,2667186.98,1249310.12,"Künten, Bodenacher/Breiti",0,0,57,0,0,29.47,5,8502881,2667186.98,1249310.12,0,0,57,0,0,29.47,5,8502881,2667186.98164572,1249310.11610751,0,0,57,0,0,29.47,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20",8502888,2662883.09,1252265.1,"Mellingen, Lindenplatz",0,0,239,0,0,7.03,3,8502888,2662883.09,1252265.1,0,0,238,0,0,7.06,3,8502888,2662883.09313097,1252265.1049094,0,0,238,0,0,7.06,3,8502888,2662883.09313097,1252265.1049094,0,0,238,0,0,7.06,3,8502888,2662883.09313097,1252265.1049094,0,0,217,0,0,7.74,3,8502888,2662883.09313097,1252265.1049094,0,0,217,0,0,7.74,3,8502888,2662883.92164346,1252265.01009632,0,0,213,0,0,7.89,3,8502888,2662883.92164346,1252265.01009632,0,0,216,0,0,7.78,3,8502888,2662883.92164346,1252265.01009632,0,0,216,0,0,7.78,3,8502888,2662883.90289317,1252265.01729666,0,0,213,0,0,7.89,3,8502888,2662842.26902366,1252255.86224376,0,0,207,0,0,8.12,3
"21",8502895,2667019.12,1261781.82,"Freienwil, Dorf",0,0,62,0,0,27.1,5,8502895,2667017.03,1261787.24,0,0,62,0,0,27.1,5,8502895,2667024.05982133,1261765.08259335,0,0,62,0,0,27.1,5,8502895,2667024.05982133,1261765.08259335,0,0,62,0,0,27.1,5,8502895,2667024.05982133,1261765.08259335,0,0,62,0,0,27.1,5,8502895,2667024.05982133,1261765.08259335,0,0,62,0,0,27.1,5,8502895,2667024.96807857,1261764.97598111,0,0,51,0,0,32.94,5,8502895,2667024.96807857,1261764.97598111,0,0,62,0,0,27.1,5,8502895,2667024.96807857,1261764.97598111,0,0,62,0,0,27.1,5,8502895,2667024.98232898,1261765.00538085,0,0,51,0,0,0,5,8502895,2667023.34459816,1261794.81194009,0,0,51,0,0,32.94,5
"22",8502896,2665833.94,1253014.9,"Oberrohrdorf, Staretschwil",0,0,106,0,0,15.85,4,8502896,2665833.94,1253014.9,0,0,106,0,0,15.85,4,8502896,2665833.9446804,1253014.90418948,0,0,105,0,0,16,4,8502896,2665833.9446804,1253014.90418948,0,0,105,0,0,16,4,8502896,2665833.9446804,1253014.90418948,0,0,103,0,0,16.31,4,8502896,2665833.9446804,1253014.90418948,0,0,104,0,0,16.15,4,8502896,2665834.94219233,1253014.97979349,0,0,97,0,0,17.32,4,8502896,2665834.94219233,1253014.97979349,0,0,103,0,0,16.31,4,8502896,2665834.94219233,1253014.97979349,0,0,103,0,0,16.31,4,8502896,2665834.92344186,1253014.96359326,0,0,97,0,0,17.32,4,8502896,2665862.28993515,1252952.7708549,0,0,96,0,0,17.5,4
"23",8502897,2665780.87,1250284.93,"Stetten AG, Künterstrasse",0,0,104,0,0,16.15,4,8502897,2665780.22,1250282.92,0,0,104,0,0,16.15,4,8502897,2665780.2156216,1250282.91967788,0,0,103,0,0,16.31,4,8502897,2665780.2156216,1250282.91967788,0,0,104,0,0,16.15,4,8502897,2665780.2156216,1250282.91967788,0,0,102,0,0,16.47,4,8502897,2665780.2156216,1250282.91967788,0,0,102,0,0,16.47,4,8502897,2665780.88412092,1250282.98546768,0,0,101,0,0,16.63,4,8502897,2665780.88412092,1250282.98546768,0,0,102,0,0,16.47,4,8502897,2665780.88412092,1250282.98546768,0,0,102,0,0,16.47,4,8502897,2665780.89637059,1250282.9572673,0,0,101,0,0,16.63,4,8502897,2665781.25361782,1250282.77166036,0,0,101,0,0,16.63,4
"24",8502899,2661741.83,1251638.78,"Wohlenschwil, Zentrum",0,0,56,0,0,30,5,8502899,2661741.15,1251638.77,0,0,55,0,0,30.55,5,8502899,2661741.1534562,1251638.76932285,0,0,54,0,0,31.11,5,8502899,2661741.1534562,1251638.76932285,0,0,54,0,0,31.11,5,8502899,2661741.1534562,1251638.76932285,0,0,54,0,0,31.11,5,8502899,2661741.1534562,1251638.76932285,0,0,54,0,0,31.11,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8502899,2661741.88596874,1251639.01951405,0,0,54,0,0,31.11,5,8502899,2661741.88596874,1251639.01951405,0,0,54,0,0,31.11,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25",8502956,2667052.69,1251161.13,"Remetschwil, Dorf",0,0,162,0,0,10.37,4,8502956,2667052.69,1251161.13,0,0,162,0,0,10.37,4,8502956,2667052.69368119,1251161.13217601,0,0,161,0,0,10.43,4,8502956,2667052.69368119,1251161.13217601,0,0,161,0,0,10.43,4,8502956,2667052.69368119,1251161.13217601,0,0,159,0,0,10.57,4,8502956,2667052.69368119,1251161.13217601,0,0,159,0,0,10.57,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8502956,2667053.90693165,1251160.96855727,0,0,146,0,0,11.51,4,8502956,2667053.90693165,1251160.96855727,0,0,146,0,0,11.51,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26",8502962,2663121.88,1251676.89,"Mellingen, Gheid",0,0,48,0,0,35,5,8502962,2663121.88,1251676.89,0,0,48,0,0,35,5,8502962,2663121.87780681,1251676.89351193,0,0,48,0,0,35,5,8502962,2663121.87780681,1251676.89351193,0,0,48,0,0,35,5,8502962,2663121.87780681,1251676.89351193,0,0,46,0,0,36.52,5,8502962,2663121.87780681,1251676.89351193,0,0,46,0,0,36.52,5,8502962,2663122.9343226,1251677.01529717,0,0,44,0,0,38.18,5,8502962,2663122.9343226,1251677.01529717,0,0,46,0,0,36.52,5,8502962,2663122.9343226,1251677.01529717,0,0,46,0,0,36.52,5,8502962,2663122.90682219,1251677.00909753,0,0,44,0,0,0,5,8502962,2663091.27882376,1251717.85129059,0,0,44,0,0,38.18,5
"27",8502966,2660643.87,1253719.02,"Birrhard, Usserdorf",0,0,39,0,0,43.08,5,8502966,2660633.73,1253714.8,0,0,39,0,0,43.08,5,8502966,2660633.72998565,1253714.80275587,0,0,39,0,0,43.08,5,8502966,2660633.72998565,1253714.80275587,0,0,39,0,0,43.08,5,8502966,2660633.72998565,1253714.80275587,0,0,39,0,0,43.08,5,8502966,2660633.72998565,1253714.80275587,0,0,39,0,0,43.08,5,8502966,2660634.9014995,1253715.07915148,0,0,40,0,0,42,5,8502966,2660634.9014995,1253715.07915148,0,0,40,0,0,42,5,8502966,2660634.9014995,1253715.07915148,0,0,40,0,0,42,5,8502966,2660634.87199909,1253715.05095163,0,0,40,0,0,0,5,8502966,2660635.21200252,1253714.90715077,0,0,40,0,0,42,5
"28",8502983,2664189.01,1257495.08,"Baden, Badener Tor",0,0,511,0,0,3.29,2,8502983,2664189.01,1257495.08,0,0,511,0,0,3.29,2,8502983,2664189.01442163,1257495.08049381,0,0,510,0,0,3.29,2,8502983,2664189.01442163,1257495.08049381,0,0,510,0,0,3.29,2,8502983,2664189.01442163,1257495.08049381,0,0,510,0,0,3.29,2,8502983,2664189.01442163,1257495.08049381,0,0,510,0,0,3.29,2,8502983,2664189.94341851,1257495.00088935,0,0,510,0,0,3.29,2,8502983,2664189.94341851,1257495.00088935,0,0,509,0,0,3.3,2,8502983,2664189.94341851,1257495.00088935,0,0,509,0,0,3.3,2,8502983,2664189.92791811,1257495.03168995,0,0,453,0,0,3.71,2,8502983,2664167.28258986,1257424.86731696,0,0,453,0,0,3.71,2
"29",8502984,2665230.26,1249355.86,"Niederwil AG, Gnadenthal",0,0,41,0,0,40.98,5,8502984,2665230.26,1249355.86,0,0,41,0,0,40.98,5,8502984,2665230.25618012,1249355.8563834,0,0,42,0,0,40,5,8502984,2665230.25618012,1249355.8563834,0,0,41,0,0,40.98,5,8502984,2665230.25618012,1249355.8563834,0,0,39,0,0,43.08,5,8502984,2665230.25618012,1249355.8563834,0,0,39,0,0,43.08,5,8502984,2665230.91592949,1249355.92477336,0,0,38,0,0,44.21,5,8502984,2665230.91592949,1249355.92477336,0,0,39,0,0,43.08,5,8502984,2665230.91592949,1249355.92477336,0,0,39,0,0,43.08,5,8502984,2665230.88742993,1249355.95977405,0,0,38,0,0,0,5,8502984,2665248.24384815,1249351.77786959,0,0,38,0,0,44.21,5
"30",8502985,2660665.72,1259916.8,"Gebenstorf, Gemeindehaus",0,0,168,0,0,10,4,8502985,2660665.72,1259916.8,0,0,168,0,0,10,4,8502985,2660665.72058397,1259916.80189833,0,0,168,0,0,10,4,8502985,2660731.28422984,1259990.97239728,0,0,168,0,0,10,4,8502985,2660731.28422984,1259990.97239728,0,0,168,0,0,10,4,8502985,2660731.28422984,1259990.97239728,0,0,168,0,0,10,4,8502985,2660731.87373319,1259991.0567911,0,0,140,0,0,12,4,8502985,2660731.87373319,1259991.0567911,0,0,140,0,0,12,4,8502985,2660731.87373319,1259991.0567911,0,0,140,0,0,12,4,8502985,2660731.89073319,1259991.08739109,0,0,140,0,0,12,4,8502985,2660732.20948565,1259990.94478663,0,0,140,0,0,12,4
"31",8503318,2671001.92,1262111.07,"Niederweningen Dorf",0,56,0,0,30,0,4,8503318,2671001.92,1262111.07,0,56,0,0,30,0,4,8503318,2671001.92111032,1262111.07006473,0,56,0,0,30,0,4,8503318,2671001.83961846,1262117.85191514,0,56,0,0,30,0,4,8503318,2670999.82159579,1262116.49332031,0,56,0,0,30,0,4,8503318,2670999.82159579,1262116.49332031,0,56,0,0,30,0,4,8503318,2671000.97309915,1262110.03866427,0,55,0,0,30.55,0,4,8503318,2671000.97309915,1262110.03866427,0,56,0,0,30,0,4,8503318,2671000.97309915,1262110.03866427,0,56,0,0,30,0,4,8503318,2671000.99859935,1262109.99286374,0,55,0,0,30.55,0,4,8503318,2671001.35360278,1262109.80845972,0,55,0,0,30.55,0,4
"32",8503319,2670132.75,1262688.36,"Niederweningen",0,56,0,0,30,0,4,8503319,2670132.75,1262688.36,0,56,0,0,30,0,4,8503319,2670132.75434663,1262688.36014114,0,56,0,0,30,0,4,8503319,2670132.68188484,1262694.47495053,0,56,0,0,30,0,4,8503319,2670130.72338148,1262694.45175437,0,56,0,0,30,0,4,8503319,2670130.72338148,1262694.45175437,0,56,0,0,30,0,4,8503319,2670132.01834322,1262688.00934207,0,55,0,0,30.55,0,4,8503319,2670132.01834322,1262688.00934207,0,56,0,0,30,0,4,8503319,2670132.01834322,1262688.00934207,0,56,0,0,30,0,4,8503319,2670131.99259314,1262688.00334211,0,55,0,0,30.55,0,4,8503319,2670132.34409256,1262687.81894114,0,55,0,0,30.55,0,4
