"","Haltestellen_No_2023","Y_Koord_2023","X_Koord_2023","Name","Bahnknoten_2023","Bahnlinie_Anz_2023","TramBus_Anz_2023","Seilbahn_Anz_2023","A_Intervall_2023","B_Intervall_2023","Hst_Kat_2023","Haltestellen_No_2022","Y_Koord_2022","X_Koord_2022","Bahnknoten_2022","Bahnlinie_Anz_2022","TramBus_Anz_2022","Seilbahn_Anz_2022","A_Intervall_2022","B_Intervall_2022","Hst_Kat_2022","Haltestellen_No_2021","Y_Koord_2021","X_Koord_2021","Bahnknoten_2021","Bahnlinie_Anz_2021","TramBus_Anz_2021","Seilbahn_Anz_2021","A_Intervall_2021","B_Intervall_2021","Hst_Kat_2021","Haltestellen_No_2020","Y_Koord_2020","X_Koord_2020","Bahnknoten_2020","Bahnlinie_Anz_2020","TramBus_Anz_2020","Seilbahn_Anz_2020","A_Intervall_2020","B_Intervall_2020","Hst_Kat_2020","Haltestellen_No_2019","Y_Koord_2019","X_Koord_2019","Bahnknoten_2019","Bahnlinie_Anz_2019","TramBus_Anz_2019","Seilbahn_Anz_2019","A_Intervall_2019","B_Intervall_2019","Hst_Kat_2019","Haltestellen_No_2018","Y_Koord_2018","X_Koord_2018","Bahnknoten_2018","Bahnlinie_Anz_2018","TramBus_Anz_2018","Seilbahn_Anz_2018","A_Intervall_2018","B_Intervall_2018","Hst_Kat_2018","Haltestellen_No_2017","Y_Koord_2017","X_Koord_2017","Bahnknoten_2017","Bahnlinie_Anz_2017","TramBus_Anz_2017","Seilbahn_Anz_2017","A_Intervall_2017","B_Intervall_2017","Hst_Kat_2017","Haltestellen_No_2016","Y_Koord_2016","X_Koord_2016","Bahnknoten_2016","Bahnlinie_Anz_2016","TramBus_Anz_2016","Seilbahn_Anz_2016","A_Intervall_2016","B_Intervall_2016","Hst_Kat_2016","Haltestellen_No_2015","Y_Koord_2015","X_Koord_2015","Bahnknoten_2015","Bahnlinie_Anz_2015","TramBus_Anz_2015","Seilbahn_Anz_2015","A_Intervall_2015","B_Intervall_2015","Hst_Kat_2015","Haltestellen_No_2014","Y_Koord_2014","X_Koord_2014","Bahnknoten_2014","Bahnlinie_Anz_2014","TramBus_Anz_2014","Seilbahn_Anz_2014","A_Intervall_2014","B_Intervall_2014","Hst_Kat_2014","Haltestellen_No_2013","Y_Koord_2013","X_Koord_2013","Bahnknoten_2013","Bahnlinie_Anz_2013","TramBus_Anz_2013","Seilbahn_Anz_2013","A_Intervall_2013","B_Intervall_2013","Hst_Kat_2013"
"160",8581730,2662849.85,1254564.94,"Baden, Rütihof Moosstrasse",0,0,174,0,0,9.66,3,8581730,2662840.3,1254568.84,0,0,174,0,0,9.66,3,8581730,2662839.62432713,1254568.8377534,0,0,168,0,0,10,4,8581730,2662840.3033383,1254568.84493644,0,0,168,0,0,10,4,8581730,2662840.3033383,1254568.84493644,0,0,166,0,0,10.12,4,8581730,2662840.3033383,1254568.84493644,0,0,166,0,0,10.12,4,8581730,2662840.90785087,1254568.98112211,0,0,164,0,0,10.24,4,8581730,2662840.90785087,1254568.98112211,0,0,166,0,0,10.12,4,8581730,2662840.90785087,1254568.98112211,0,0,166,0,0,10.12,4,8581730,2662850.90743289,1254565.02784814,0,0,164,0,0,10.24,4,8581730,2662832.26459291,1254550.8710307,0,0,164,0,0,10.24,4
"161",8581907,2660689.95,1264215.09,"Würenlingen, Kuhgässli",0,0,43,0,0,39.07,5,8581907,2660689.95,1264215.09,0,0,43,0,0,39.07,5,8581907,2660689.95062404,1264215.0915926,0,0,43,0,0,39.07,5,8581907,2660689.95062404,1264215.0915926,0,0,43,0,0,39.07,5,8581907,2660689.95062404,1264215.0915926,0,0,43,0,0,39.07,5,8581907,2660689.95062404,1264215.0915926,0,0,43,0,0,39.07,5,8581907,2660690.98738756,1264215.07978015,0,0,41,0,0,40.98,5,8581907,2660690.98738756,1264215.07978015,0,0,43,0,0,39.07,5,8581907,2660690.98738756,1264215.07978015,0,0,43,0,0,39.07,5,8581907,2660690.96038774,1264215.09858069,0,0,30,0,0,0,5,8581907,2660725.32348705,1264219.94263038,0,0,30,0,0,56,5
"162",8582461,2665045.73,1253004.86,"Niederrohrdorf, Egro",0,0,209,0,0,8.04,3,8582461,2665045.73,1253004.86,0,0,209,0,0,8.04,3,8582461,2665045.7345914,1253004.85997028,0,0,209,0,0,8.04,3,8582461,2665045.7345914,1253004.85997028,0,0,209,0,0,8.04,3,8582461,2665045.7345914,1253004.85997028,0,0,205,0,0,8.2,3,8582461,2665045.7345914,1253004.85997028,0,0,205,0,0,8.2,3,8582461,2665046.95859001,1253004.94815208,0,0,190,0,0,8.84,3,8582461,2665046.95859001,1253004.94815208,0,0,191,0,0,8.8,3,8582461,2665046.95859001,1253004.94815208,0,0,191,0,0,8.8,3,8582461,2665046.92359028,1253004.97355254,0,0,188,0,0,8.94,3,8582461,2665106.29423539,1253004.78288021,0,0,188,0,0,8.94,3
"163",8582713,2664118.99,1250134.84,"Tägerig, Weidhof",0,0,48,0,0,35,5,8582713,2664118.99,1250134.84,0,0,48,0,0,35,5,8582713,2664118.99323013,1250134.83952217,0,0,48,0,0,35,5,8582713,2664118.99323013,1250134.83952217,0,0,48,0,0,35,5,8582713,2664118.99323013,1250134.83952217,0,0,46,0,0,36.52,5,8582713,2664118.99323013,1250134.83952217,0,0,46,0,0,36.52,5,8582713,2664119.89022928,1250134.93330853,0,0,44,0,0,38.18,5,8582713,2664119.89022928,1250134.93330853,0,0,46,0,0,36.52,5,8582713,2664119.89022928,1250134.93330853,0,0,46,0,0,36.52,5,8582713,2664119.8982298,1250134.98270873,0,0,44,0,0,0,5,8582713,2664121.26672509,1250134.8126858,0,0,44,0,0,38.18,5
"164",8582879,2662668.02,1251764.7,"Mellingen, Geerig",0,0,56,0,0,30,5,8582879,2662668.02,1251764.7,0,0,56,0,0,30,5,8582879,2662668.02119427,1251764.69555746,0,0,56,0,0,30,5,8582879,2662668.02119427,1251764.69555746,0,0,56,0,0,30,5,8582879,2662668.02119427,1251764.69555746,0,0,56,0,0,30,5,8582879,2662668.02119427,1251764.69555746,0,0,56,0,0,30,5,8582879,2662668.91745752,1251765.04554689,0,0,56,0,0,30,5,8582879,2662668.91745752,1251765.04554689,0,0,56,0,0,30,5,8582879,2662668.91745752,1251765.04554689,0,0,56,0,0,30,5,8582879,2662668.89995727,1251765.01654692,0,0,56,0,0,0,5,8582879,2662681.26838135,1251784.86191962,0,0,56,0,0,30,5
"165",8583560,2666427.86,1251980.79,"Oberrohrdorf, Im Feld",0,0,162,0,0,10.37,4,8583560,2666427.86,1251980.79,0,0,162,0,0,10.37,4,8583560,2666427.86119764,1251980.79241884,0,0,161,0,0,10.43,4,8583560,2666427.86119764,1251980.79241884,0,0,161,0,0,10.43,4,8583560,2666427.86119764,1251980.79241884,0,0,159,0,0,10.57,4,8583560,2666427.86119764,1251980.79241884,0,0,159,0,0,10.57,4,8583560,2666428.92244728,1251980.97200283,0,0,147,0,0,11.43,4,8583560,2666428.92244728,1251980.97200283,0,0,146,0,0,11.51,4,8583560,2666428.92244728,1251980.97200283,0,0,146,0,0,11.51,4,8583560,2666428.91269716,1251980.95560301,0,0,147,0,0,11.43,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"166",8583661,2662281.28,1264723.34,"Würenlingen, Stumpen",0,0,43,0,0,39.07,5,8583661,2662281.28,1264723.34,0,0,43,0,0,39.07,5,8583661,2662281.27507582,1264723.34315452,0,0,43,0,0,39.07,5,8583661,2662281.27507582,1264723.34315452,0,0,44,0,0,38.18,5,8583661,2662281.27507582,1264723.34315452,0,0,44,0,0,38.18,5,8583661,2662281.27507582,1264723.34315452,0,0,44,0,0,38.18,5,8583661,2662281.97382791,1264723.09214323,0,0,41,0,0,40.98,5,8583661,2662281.97382791,1264723.09214323,0,0,43,0,0,39.07,5,8583661,2662281.97382791,1264723.09214323,0,0,44,0,0,38.18,5,8583661,2662281.99632803,1264723.08574289,0,0,30,0,0,0,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"167",8587018,2670765.94,1249683.79,"Kindhausen AG",0,0,59,0,0,28.47,5,8587018,2670765.94,1249683.79,0,0,55,0,0,30.55,5,8587018,2670765.94387665,1249683.79349613,0,0,55,0,0,30.55,5,8587018,2670765.94387665,1249683.79349613,0,0,55,0,0,30.55,5,8587018,2670765.94387665,1249683.79349613,0,0,55,0,0,30.55,5,8587018,2670765.94387665,1249683.79349613,0,0,58,0,0,28.97,5,8587018,2670766.93037973,1249683.94270768,0,0,54,0,0,31.11,5,8587018,2670766.93037973,1249683.94270768,0,0,58,0,0,28.97,5,8587018,2670766.93037973,1249683.94270768,0,0,58,0,0,28.97,5,8587018,2670766.91362952,1249683.92590703,0,0,54,0,0,0,5,8587018,2670767.26187799,1249683.74350371,0,0,54,0,0,31.11,5
"168",8587346,2666247.15,1256737.2,"Wettingen, Kloster",0,0,191,0,0,8.8,3,8587346,2666247.15,1256737.2,0,0,191,0,0,8.8,3,8587346,2666247.14594213,1256737.19506597,0,0,191,0,0,8.8,3,8587346,2666253.76004342,1256692.01395605,0,0,191,0,0,8.8,3,8587346,2666253.76004342,1256692.01395605,0,0,192,0,0,8.75,3,8587346,2666253.76004342,1256692.01395605,0,0,192,0,0,8.75,3,8587346,2666254.91880993,1256692.02694922,0,0,192,0,0,8.75,3,8587346,2666254.91880993,1256692.02694922,0,0,192,0,0,8.75,3,8587346,2666254.91880993,1256692.02694922,0,0,192,0,0,8.75,3,8587346,2666254.93256004,1256692.01034904,0,0,192,0,0,8.75,3,8587346,2666255.28306411,1256691.84334593,0,0,168,0,0,10,4
"169",8587574,2659778.94,1251511.79,"Mägenwil, Dorf",0,0,99,0,0,16.97,4,8587574,2659778.94,1251511.79,0,0,98,0,0,17.14,4,8587574,2659778.94488072,1251511.79074625,0,0,97,0,0,17.32,4,8587574,2659778.94488072,1251511.79074625,0,0,97,0,0,17.32,4,8587574,2659778.94488072,1251511.79074625,0,0,95,0,0,17.68,4,8587574,2659778.94488072,1251511.79074625,0,0,95,0,0,17.68,4,8587574,2659779.87614085,1251512.07453484,0,0,83,0,0,20.24,5,8587574,2659779.87614085,1251512.07453484,0,0,82,0,0,20.49,5,8587574,2659779.87614085,1251512.07453484,0,0,82,0,0,20.49,5,8587574,2659779.85814065,1251512.06073505,0,0,83,0,0,0,5,8587574,2659780.20289425,1251511.93313059,0,0,84,0,0,20,5
"170",8587741,2659918.27,1251878.23,"Mägenwil, Electrolux",0,0,28,0,0,60,5,8587741,2659918.27,1251878.23,0,0,28,0,0,60,5,8587741,2659918.26661803,1251878.23196871,0,0,28,0,0,60,5,8587741,2659918.26661803,1251878.23196871,0,0,28,0,0,60,5,8587741,2659918.26661803,1251878.23196871,0,0,28,0,0,60,5,8587741,2659918.26661803,1251878.23196871,0,0,28,0,0,60,5,8587741,2659918.8268739,1251878.0659615,0,0,28,0,0,60,5,8587741,2659918.8268739,1251878.0659615,0,0,28,0,0,60,5,8587741,2659918.8268739,1251878.0659615,0,0,28,0,0,60,5,8587741,2659918.85987425,1251878.05936108,0,0,28,0,0,0,5,8587741,2659919.20337783,1251877.92975663,0,0,28,0,0,60,5
"171",8590164,2663937.77,1257489.02,"Baden, Alterszentrum",0,0,52,0,0,32.31,5,8590164,2663937.77,1257489.02,0,0,52,0,0,32.31,5,8590164,2663937.76668643,1257489.02460941,0,0,52,0,0,32.31,5,8590164,2663937.76668643,1257489.02460941,0,0,52,0,0,32.31,5,8590164,2663937.76668643,1257489.02460941,0,0,52,0,0,32.31,5,8590164,2663937.76668643,1257489.02460941,0,0,52,0,0,32.31,5,8590164,2663938.92193051,1257489.05960624,0,0,52,0,0,32.31,5,8590164,2663938.92193051,1257489.05960624,0,0,52,0,0,32.31,5,8590164,2663938.92193051,1257489.05960624,0,0,52,0,0,32.31,5,8590164,2663938.92918089,1257489.03240574,0,0,52,0,0,0,5,8590164,2663939.28368171,1257488.86940168,0,0,52,0,0,32.31,5
"172",8590165,2663378.1,1258077.21,"Baden, Baldegg",0,0,91,0,0,18.46,4,8590165,2663378.1,1258077.21,0,0,91,0,0,18.46,4,8590165,2663378.09504704,1258077.21277837,0,0,91,0,0,18.46,4,8590165,2663378.09504704,1258077.21277837,0,0,91,0,0,18.46,4,8590165,2663378.09504704,1258077.21277837,0,0,91,0,0,18.46,4,8590165,2663378.09504704,1258077.21277837,0,0,91,0,0,18.46,4,8590165,2663378.94655915,1258077.03296501,0,0,91,0,0,18.46,4,8590165,2663378.94655915,1258077.03296501,0,0,91,0,0,18.46,4,8590165,2663378.94655915,1258077.03296501,0,0,91,0,0,18.46,4,8590165,2663378.92430877,1258077.04336541,0,0,91,0,0,18.46,4,8590165,2663379.27181464,1258076.8839593,0,0,91,0,0,18.46,4
"173",8590166,2663859.93,1256540.72,"Baden, Baregg",0,0,224,0,0,7.5,3,8590166,2663859.93,1256540.72,0,0,224,0,0,7.5,3,8590166,2663859.92947551,1256540.72078253,0,0,224,0,0,7.5,3,8590166,2663859.92947551,1256540.72078253,0,0,224,0,0,7.5,3,8590166,2663859.92947551,1256540.72078253,0,0,224,0,0,7.5,3,8590166,2663859.92947551,1256540.72078253,0,0,224,0,0,7.5,3,8590166,2663860.94375664,1256541.07195836,0,0,224,0,0,7.5,3,8590166,2663860.94375664,1256541.07195836,0,0,224,0,0,7.5,3,8590166,2663860.94375664,1256541.07195836,0,0,224,0,0,7.5,3,8590166,2663860.94250665,1256541.01675793,0,0,224,0,0,7.5,3,8590166,2663861.31201825,1256540.84594663,0,0,223,0,0,7.53,3
"174",8590167,2664940.18,1258483.1,"Baden, Belvédère",0,0,92,0,0,18.26,4,8590167,2664940.18,1258483.1,0,0,92,0,0,18.26,4,8590167,2664940.17889281,1258483.10110511,0,0,92,0,0,18.26,4,8590167,2664919.85680062,1258480.09831979,0,0,92,0,0,18.26,4,8590167,2664919.85680062,1258480.09831979,0,0,92,0,0,18.26,4,8590167,2664919.85680062,1258480.09831979,0,0,92,0,0,18.26,4,8590167,2664920.94080472,1258480.01610793,0,0,92,0,0,18.26,4,8590167,2664920.94080472,1258480.01610793,0,0,92,0,0,18.26,4,8590167,2664920.94080472,1258480.01610793,0,0,92,0,0,18.26,4,8590167,2664920.93205472,1258480.02730804,0,0,92,0,0,18.26,4,8590167,2664921.27755556,1258479.85970402,0,0,92,0,0,18.26,4
"175",8590168,2664633.07,1258453.39,"Baden, Birkenweg",0,0,92,0,0,18.26,4,8590168,2664633.07,1258453.39,0,0,92,0,0,18.26,4,8590168,2664633.06655219,1258453.3855763,0,0,92,0,0,18.26,4,8590168,2664607.9212131,1258457.1138547,0,0,92,0,0,18.26,4,8590168,2664607.9212131,1258457.1138547,0,0,92,0,0,18.26,4,8590168,2664607.9212131,1258457.1138547,0,0,92,0,0,18.26,4,8590168,2664608.9284669,1258457.03424366,0,0,92,0,0,18.26,4,8590168,2664608.9284669,1258457.03424366,0,0,92,0,0,18.26,4,8590168,2664608.9284669,1258457.03424366,0,0,92,0,0,18.26,4,8590168,2664608.9307169,1258457.03064363,0,0,92,0,0,18.26,4,8590168,2664609.27696774,1258456.8644396,0,0,92,0,0,18.26,4
"176",8590169,2665409.25,1257343.77,"Baden, Brunnmatt",0,0,112,0,0,15,4,8590169,2665409.25,1257343.77,0,0,112,0,0,15,4,8590169,2665409.25396515,1257343.76707854,0,0,112,0,0,15,4,8590169,2665409.25396515,1257343.76707854,0,0,112,0,0,15,4,8590169,2665409.25396515,1257343.76707854,0,0,112,0,0,15,4,8590169,2665409.25396515,1257343.76707854,0,0,112,0,0,15,4,8590169,2665409.95546879,1257344.00707136,0,0,112,0,0,15,4,8590169,2665409.95546879,1257344.00707136,0,0,112,0,0,15,4,8590169,2665409.95546879,1257344.00707136,0,0,112,0,0,15,4,8590169,2665409.93021874,1257344.02007165,0,0,112,0,0,15,4,8590169,2665410.27996959,1257343.85326758,0,0,112,0,0,15,4
"177",8590170,2664010.92,1258428.39,"Baden, Eichtal",0,0,92,0,0,18.26,4,8590170,2664010.92,1258428.39,0,0,92,0,0,18.26,4,8590170,2664010.92256742,1258428.38652018,0,0,92,0,0,18.26,4,8590170,2664010.9298247,1258427.71951503,0,0,92,0,0,18.26,4,8590170,2664010.9298247,1258427.71951503,0,0,92,0,0,18.26,4,8590170,2664010.9298247,1258427.71951503,0,0,92,0,0,18.26,4,8590170,2664011.92958263,1258428.09090375,0,0,92,0,0,18.26,4,8590170,2664011.92958263,1258428.09090375,0,0,92,0,0,18.26,4,8590170,2664011.92958263,1258428.09090375,0,0,92,0,0,18.26,4,8590170,2664011.92808319,1258428.03710337,0,0,92,0,0,18.26,4,8590170,2664012.27433908,1258427.87429725,0,0,92,0,0,18.26,4
"178",8590171,2664302.08,1258434.88,"Baden, Föhrenweg",0,0,92,0,0,18.26,4,8590171,2664302.08,1258434.88,0,0,92,0,0,18.26,4,8590171,2664302.08215273,1258434.87952494,0,0,92,0,0,18.26,4,8590171,2664228.10115782,1258450.9771528,0,0,92,0,0,18.26,4,8590171,2664228.10115782,1258450.9771528,0,0,92,0,0,18.26,4,8590171,2664228.10115782,1258450.9771528,0,0,92,0,0,18.26,4,8590171,2664228.95491138,1258451.01094362,0,0,92,0,0,18.26,4,8590171,2664228.95491138,1258451.01094362,0,0,92,0,0,18.26,4,8590171,2664228.95491138,1258451.01094362,0,0,92,0,0,18.26,4,8590171,2664228.92916136,1258451.03474394,0,0,92,0,0,18.26,4,8590171,2664229.27591221,1258450.8703399,0,0,92,0,0,18.26,4
"179",8590172,2665819.74,1259045.67,"Baden, Freihof",0,0,255,0,0,6.59,3,8590172,2665819.74,1259045.67,0,0,255,0,0,6.59,3,8590172,2665819.74358442,1259045.67015469,0,0,202,0,0,8.32,3,8590172,2665819.74358442,1259045.67015469,0,0,202,0,0,8.32,3,8590172,2665819.74358442,1259045.67015469,0,0,202,0,0,8.32,3,8590172,2665819.74358442,1259045.67015469,0,0,254,0,0,6.61,3,8590172,2665820.90359029,1259046.02474275,0,0,254,0,0,6.61,3,8590172,2665820.90359029,1259046.02474275,0,0,254,0,0,6.61,3,8590172,2665820.90359029,1259046.02474275,0,0,254,0,0,6.61,3,8590172,2665820.93759041,1259046.01854237,0,0,254,0,0,6.61,3,8590172,2665821.28034121,1259045.84533837,0,0,254,0,0,6.61,3
"180",8590173,2665303.08,1258676.12,"Baden, Gartenstrasse",0,0,118,0,0,14.24,4,8590173,2665303.08,1258676.12,0,0,118,0,0,14.24,4,8590173,2665303.08275682,1258676.12251026,0,0,116,0,0,14.48,4,8590173,2665316.22566674,1258707.95742264,0,0,116,0,0,14.48,4,8590173,2665316.22566674,1258707.95742264,0,0,116,0,0,14.48,4,8590173,2665316.22566674,1258707.95742264,0,0,116,0,0,14.48,4,8590173,2665316.93391967,1258707.97841502,0,0,116,0,0,14.48,4,8590173,2665316.93391967,1258707.97841502,0,0,116,0,0,14.48,4,8590173,2665316.93391967,1258707.97841502,0,0,116,0,0,14.48,4,8590173,2665316.93441983,1258708.02341509,0,0,116,0,0,14.48,4,8590173,2665317.27792064,1258707.85341108,0,0,116,0,0,14.48,4
"181",8590174,2665671.07,1258958.96,"Baden, Grand Casino",0,0,256,0,0,6.56,3,8590174,2665671.07,1258958.96,0,0,256,0,0,6.56,3,8590174,2665671.07244274,1258958.9554143,0,0,255,0,0,6.59,3,8590174,2665671.07244274,1258958.9554143,0,0,255,0,0,6.59,3,8590174,2665671.07244274,1258958.9554143,0,0,255,0,0,6.59,3,8590174,2665671.07244274,1258958.9554143,0,0,255,0,0,6.59,3,8590174,2665671.93394628,1258958.97460502,0,0,255,0,0,6.59,3,8590174,2665671.93394628,1258958.97460502,0,0,255,0,0,6.59,3,8590174,2665671.93394628,1258958.97460502,0,0,255,0,0,6.59,3,8590174,2665671.93669644,1258959.02000506,0,0,254,0,0,6.61,3,8590174,2665672.27944725,1258958.84760106,0,0,254,0,0,6.61,3
"182",8590175,2664026.69,1257346.88,"Baden, Kehl",0,0,224,0,0,7.5,3,8590175,2664026.69,1257346.88,0,0,224,0,0,7.5,3,8590175,2664026.69493096,1257346.88239141,0,0,224,0,0,7.5,3,8590175,2664026.69493096,1257346.88239141,0,0,224,0,0,7.5,3,8590175,2664026.69493096,1257346.88239141,0,0,224,0,0,7.5,3,8590175,2664026.69493096,1257346.88239141,0,0,224,0,0,7.5,3,8590175,2664027.92617303,1257347.02638993,0,0,224,0,0,7.5,3,8590175,2664027.92617303,1257347.02638993,0,0,224,0,0,7.5,3,8590175,2664027.92617303,1257347.02638993,0,0,224,0,0,7.5,3,8590175,2664027.93092295,1257347.02958998,0,0,223,0,0,7.53,3,8590175,2664028.28717379,1257346.86538589,0,0,222,0,0,7.57,3
"183",8590177,2665394.67,1257619.81,"Baden, Kreuzliberg",0,0,112,0,0,15,4,8590177,2665394.67,1257619.81,0,0,112,0,0,15,4,8590177,2665394.66658245,1257619.80690938,0,0,112,0,0,15,4,8590177,2665395.34508522,1257619.81450205,0,0,112,0,0,15,4,8590177,2665395.34508522,1257619.81450205,0,0,112,0,0,15,4,8590177,2665395.34508522,1257619.81450205,0,0,112,0,0,15,4,8590177,2665395.89658825,1257620.05329649,0,0,112,0,0,15,4,8590177,2665395.89658825,1257620.05329649,0,0,112,0,0,15,4,8590177,2665395.89658825,1257620.05329649,0,0,112,0,0,15,4,8590177,2665395.93108828,1257620.02069606,0,0,112,0,0,15,4,8590177,2665396.27858912,1257619.85429202,0,0,112,0,0,15,4
"184",8590179,2665461.72,1257003.99,"Baden, Liebenfels",0,0,112,0,0,15,4,8590179,2665461.72,1257003.99,0,0,112,0,0,15,4,8590179,2665461.7231922,1257003.98879434,0,0,112,0,0,15,4,8590179,2665461.7231922,1257003.98879434,0,0,112,0,0,15,4,8590179,2665461.7231922,1257003.98879434,0,0,112,0,0,15,4,8590179,2665461.7231922,1257003.98879434,0,0,112,0,0,15,4,8590179,2665462.95418612,1257004.0109907,0,0,112,0,0,15,4,8590179,2665462.95418612,1257004.0109907,0,0,112,0,0,15,4,8590179,2665462.95418612,1257004.0109907,0,0,112,0,0,15,4,8590179,2665462.92943612,1257004.01879092,0,0,112,0,0,15,4,8590179,2665463.28268702,1257003.85078678,0,0,112,0,0,15,4
"185",8590180,2665162.85,1258430.84,"Baden, Lindeli",0,0,92,0,0,18.26,4,8590180,2665162.85,1258430.84,0,0,92,0,0,18.26,4,8590180,2665162.85086718,1258430.84280685,0,0,92,0,0,18.26,4,8590180,2665175.72617415,1258432.31887011,0,0,92,0,0,18.26,4,8590180,2665175.72617415,1258432.31887011,0,0,92,0,0,18.26,4,8590180,2665175.72617415,1258432.31887011,0,0,92,0,0,18.26,4,8590180,2665176.96442813,1258432.01305619,0,0,92,0,0,18.26,4,8590180,2665176.96442813,1258432.01305619,0,0,92,0,0,18.26,4,8590180,2665176.96442813,1258432.01305619,0,0,92,0,0,18.26,4,8590180,2665176.93292804,1258432.02445655,0,0,92,0,0,18.26,4,8590180,2665177.27842887,1258431.85585252,0,0,92,0,0,18.26,4
"186",8590181,2663708.86,1258614.82,"Baden, Müntzbergstrasse",0,0,91,0,0,18.46,4,8590181,2663708.86,1258614.82,0,0,91,0,0,18.46,4,8590181,2663708.8647014,1258614.81998846,0,0,91,0,0,18.46,4,8590181,2663708.8647014,1258614.81998846,0,0,91,0,0,18.46,4,8590181,2663708.8647014,1258614.81998846,0,0,91,0,0,18.46,4,8590181,2663708.8647014,1258614.81998846,0,0,91,0,0,18.46,4,8590181,2663709.93546131,1258615.08677539,0,0,91,0,0,18.46,4,8590181,2663709.93546131,1258615.08677539,0,0,91,0,0,18.46,4,8590181,2663709.93546131,1258615.08677539,0,0,91,0,0,18.46,4,8590181,2663709.92246163,1258615.04277524,0,0,91,0,0,18.46,4,8590181,2663710.26446745,1258614.8821692,0,0,91,0,0,18.46,4
"187",8590182,2663496.79,1258630.11,"Baden, Münzlishausen",0,0,91,0,0,18.46,4,8590182,2663496.79,1258630.11,0,0,91,0,0,18.46,4,8590182,2663496.7875045,1258630.10849273,0,0,91,0,0,18.46,4,8590182,2663496.7875045,1258630.10849273,0,0,91,0,0,18.46,4,8590182,2663496.7875045,1258630.10849273,0,0,91,0,0,18.46,4,8590182,2663496.7875045,1258630.10849273,0,0,91,0,0,18.46,4,8590182,2663497.93451887,1258630.04567609,0,0,91,0,0,18.46,4,8590182,2663497.93451887,1258630.04567609,0,0,91,0,0,18.46,4,8590182,2663497.93451887,1258630.04567609,0,0,91,0,0,18.46,4,8590182,2663497.91976869,1258630.0458763,0,0,91,0,0,18.46,4,8590182,2663498.26027447,1258629.8868703,0,0,91,0,0,18.46,4
"188",8590183,2664334.26,1257839.68,"Baden, Obere Kehlstrasse",0,0,52,0,0,32.31,5,8590183,2664334.26,1257839.68,0,0,52,0,0,32.31,5,8590183,2664334.2612856,1257839.68475687,0,0,52,0,0,32.31,5,8590183,2664334.2612856,1257839.68475687,0,0,52,0,0,32.31,5,8590183,2664334.2612856,1257839.68475687,0,0,52,0,0,32.31,5,8590183,2664334.2612856,1257839.68475687,0,0,52,0,0,32.31,5,8590183,2664334.95903964,1257840.04834994,0,0,52,0,0,32.31,5,8590183,2664334.95903964,1257840.04834994,0,0,52,0,0,32.31,5,8590183,2664334.95903964,1257840.04834994,0,0,52,0,0,32.31,5,8590183,2664334.92753946,1257840.03255026,0,0,52,0,0,0,5,8590183,2664335.27679033,1257839.8695462,0,0,52,0,0,32.31,5
"189",8590184,2665285.19,1258022.34,"Baden, Oberstadt",0,0,56,0,0,30,5,8590184,2665285.19,1258022.34,0,0,56,0,0,30,5,8590184,2665285.19249078,1258022.3367834,0,0,56,0,0,30,5,8590184,2665285.19249078,1258022.3367834,0,0,56,0,0,30,5,8590184,2665285.19249078,1258022.3367834,0,0,56,0,0,30,5,8590184,2665285.19249078,1258022.3367834,0,0,56,0,0,30,5,8590184,2665285.9019926,1258022.02317519,0,0,56,0,0,30,5,8590184,2665285.9019926,1258022.02317519,0,0,56,0,0,30,5,8590184,2665285.9019926,1258022.02317519,0,0,56,0,0,30,5,8590184,2665285.93199272,1258022.02257486,0,0,56,0,0,0,5,8590184,2665286.27849356,1258021.85497083,0,0,56,0,0,30,5
"190",8590185,2663907.1,1255873.3,"Baden, Pinte",0,0,169,0,0,9.94,3,8590185,2663907.1,1255873.3,0,0,170,0,0,9.88,3,8590185,2663907.10452102,1255873.30394109,0,0,164,0,0,10.24,4,8590185,2663907.10452102,1255873.30394109,0,0,164,0,0,10.24,4,8590185,2663907.10452102,1255873.30394109,0,0,162,0,0,10.37,4,8590185,2663907.10452102,1255873.30394109,0,0,162,0,0,10.37,4,8590185,2663907.97729835,1255872.97951506,0,0,161,0,0,10.43,4,8590185,2663907.97729835,1255872.97951506,0,0,162,0,0,10.37,4,8590185,2663907.97729835,1255872.97951506,0,0,162,0,0,10.37,4,8590185,2663907.94454731,1255873.00991619,0,0,161,0,0,10.43,4,8590185,2663908.32255918,1255872.83430462,0,0,161,0,0,10.43,4
"191",8590187,2665032.09,1259236.77,"Baden, Römerstrasse",0,0,168,0,0,10,4,8590187,2665032.09,1259236.77,0,0,168,0,0,10,4,8590187,2665032.08579606,1259236.77205206,0,0,168,0,0,10,4,8590187,2665032.08579606,1259236.77205206,0,0,168,0,0,10,4,8590187,2665032.08579606,1259236.77205206,0,0,168,0,0,10,4,8590187,2665032.08579606,1259236.77205206,0,0,168,0,0,10,4,8590187,2665032.93955356,1259237.02244193,0,0,168,0,0,10,4,8590187,2665032.93955356,1259237.02244193,0,0,168,0,0,10,4,8590187,2665032.93955356,1259237.02244193,0,0,168,0,0,10,4,8590187,2665032.93155339,1259237.02884209,0,0,168,0,0,10,4,8590187,2665033.27030926,1259236.85963603,0,0,168,0,0,10,4
