Haltestellen_No;Y_Koord;X_Koord;Name;Bahnknoten;Bahnlinie_Anz;TramBus_Anz;Seilbahn_Anz;A_Intervall;B_Intervall;Hst_Kat
8500161;2611712.0;1265804.26;Basel, Tellplatz;0;0;478;0;0.0;3.51;2
8500162;2575317.28;1230224.31;Tramelan-Dessous;0;45;0;0;37.33;0.0;4
8500164;2573769.89;1230347.59;Tramelan-Chalet;0;32;0;0;52.5;0.0;5
8500165;2571036.08;1230201.67;Le Pied-d'Or;0;32;0;0;52.5;0.0;5
8500167;2566955.59;1229211.52;Les Breuleux-Eglise;0;32;0;0;52.5;0.0;5
8500169;2565673.88;1232688.6;Muriaux;0;45;0;0;37.33;0.0;4
8500170;2574677.81;1230264.92;Tramelan;0;45;0;0;37.33;0.0;4
8500171;2573075.62;1230440.2;Les Reussilles;0;32;0;0;52.5;0.0;5
8500172;2568702.01;1230034.44;La Chaux-des-Breuleux;0;32;0;0;52.5;0.0;5
8500173;2567190.98;1228953.84;Les Breuleux;0;32;0;0;52.5;0.0;5
8500174;2563481.83;1230371.61;Le Noirmont;1;79;0;0;21.27;0.0;3
8500175;2562270.32;1228178.4;Le Creux-des-Biches;0;40;0;0;42.0;0.0;5
8500176;2560858.09;1227162.82;Le Boéchet;0;40;0;0;42.0;0.0;5
8500177;2559638.03;1225242.6;Les Bois;0;40;0;0;42.0;0.0;5
8500178;2558692.29;1221446.26;La Ferrière;0;38;0;0;44.21;0.0;5
8500179;2557887.67;1219164.88;La Cibourg;0;38;0;0;44.21;0.0;5
8500180;2558896.01;1223510.86;La Large-Journée;0;38;0;0;44.21;0.0;5
8500181;2559057.77;1222567.85;La Chaux-d'Abel;0;38;0;0;44.21;0.0;5
8500184;2554327.09;1217109.28;La Chaux-de-Fonds-Est;0;38;0;0;44.21;0.0;5
8500186;2576580.71;1252649.44;Alle;0;42;0;0;40.0;0.0;5
8500187;2578764.31;1255746.01;Vendlincourt;0;38;0;0;44.21;0.0;5
8500188;2578610.71;1258222.79;Bonfol;0;38;0;0;44.21;0.0;5
8500189;2611468.92;1265950.11;Basel, Solothurnerstrasse;0;0;255;0;0.0;6.59;3
8500190;2565636.63;1231319.09;Les Emibois;0;46;0;0;36.52;0.0;4
8500191;2566358.52;1233845.28;Saignelégier;0;45;0;0;37.33;0.0;4
8500192;2567869.18;1234789.93;Le Bémont JU;0;30;0;0;56.0;0.0;5
8500193;2611093.93;1266471.87;Basel, Markthalle;0;0;938;0;0.0;1.79;2
8500194;2571233.09;1236309.69;Pré-Petitjean;0;30;0;0;56.0;0.0;5
8500195;2574344.83;1237104.32;La Combe;0;30;0;0;56.0;0.0;5
8500196;2576192.92;1238496.91;Bollement;0;31;0;0;54.19;0.0;5
8500199;2578771.23;1240336.68;Combe-Tabeillon;0;30;0;0;56.0;0.0;5
8500200;2592537.56;1224502.92;Pieterlen;0;56;0;0;30.0;0.0;4
8500201;2594536.61;1225388.69;Lengnau BE;0;56;0;0;30.0;0.0;4
8500202;2596934.7;1226426.21;Grenchen Süd;0;85;0;0;19.76;0.0;3
8500203;2599223.1;1227111.51;Bettlach;0;56;0;0;30.0;0.0;4
8500204;2601364.58;1227742.74;Selzach;0;56;0;0;30.0;0.0;4
8500205;2605242.26;1228662.17;Bellach;0;56;0;0;30.0;0.0;4
8500206;2607070.49;1228423.9;Solothurn West;0;102;0;0;16.47;0.0;3
8500207;2607884.18;1228143.97;Solothurn;1;390;0;0;4.31;0.0;1
8500208;2610975.7;1229589.81;Luterbach-Attisholz;0;56;0;0;30.0;0.0;4
8500209;2613655.71;1229714.74;Deitingen;0;56;0;0;30.0;0.0;4
8500210;2616478.75;1231248.67;Wangen an der Aare;0;57;0;0;29.47;0.0;4
8500211;2619386.62;1235531.68;Niederbipp;1;168;0;0;10.0;0.0;2
8500212;2620520.34;1237162.37;Oensingen;1;252;0;0;6.67;0.0;1
8500213;2625189.82;1239427.15;Oberbuchsiten;0;56;0;0;30.0;0.0;4
8500214;2627245.34;1240505.56;Egerkingen;0;56;0;0;30.0;0.0;4
8500215;2630627.81;1242234.89;Hägendorf;0;56;0;0;30.0;0.0;4
8500216;2632476.1;1243482.73;Wangen bei Olten;0;56;0;0;30.0;0.0;4
8500217;2634690.61;1244290.43;Olten Hammer;0;56;0;0;30.0;0.0;4
8500218;2635441.86;1244670.45;Olten;1;594;0;0;2.83;0.0;1
8500220;2592344.73;1218636.34;Dotzigen;0;40;0;0;42.0;0.0;5
8500221;2594888.04;1220799.82;Büren an der Aare;0;40;0;0;42.0;0.0;5
8500230;2604749.09;1226594.1;Lüsslingen, Käserei;0;0;41;0;0.0;40.98;5
8500231;2604206.68;1226280.18;Nennigkofen, Rössli;0;0;41;0;0.0;40.98;5
8500233;2611534.18;1259472.02;Reinach BL, Süd;0;0;306;0;0.0;5.49;3
8500234;2612316.24;1261743.79;Reinach BL, Surbaum;0;0;306;0;0.0;5.49;3
8500235;2613015.62;1264692.98;Münchenstein, Freilager;0;0;305;0;0.0;5.51;3
8500236;2612000.29;1266394.69;Basel, Denkmal;0;0;222;0;0.0;7.57;3
8500237;2611563.54;1266999.24;Basel, Bankverein;0;0;1670;0;0.0;1.01;2
8500238;2571457.15;1163801.03;Bulle, Verdel;0;0;108;0;0.0;15.56;4
8500249;2601056.76;1199498.84;Bern Matte;0;0;0;1;0.0;0.0;5
8500254;2611493.69;1269566.25;Basel, Wiesenplatz;0;0;191;0;0.0;8.8;3
8500255;2611932.6;1257656.25;Aesch BL, Dorf;0;0;387;0;0.0;4.34;2
8500256;2615713.13;1263986.01;Muttenz, Dorf;0;0;336;0;0.0;5.0;3
8500258;2601057.44;1199498.84;Bern Münsterplattform;0;0;0;1;0.0;0.0;5
8500260;2601373.67;1235724.75;Crémines-Zoo;0;28;0;0;60.0;0.0;5
8500261;2605677.54;1229661.16;Langendorf;0;46;0;0;36.52;0.0;4
8500262;2602339.92;1229737.66;Lommiswil;0;36;0;0;46.67;0.0;5
8500263;2602738.71;1231111.31;Im Holz;0;30;0;0;56.0;0.0;5
8500264;2604169.61;1231664.12;Oberdorf SO;0;30;0;0;56.0;0.0;5
8500265;2601989.79;1234972.68;Gänsbrunnen;0;30;0;0;56.0;0.0;5
8500266;2600895.61;1237197.0;Corcelles BE;0;29;0;0;57.93;0.0;5
8500267;2599762.04;1237190.84;Crémines;0;28;0;0;60.0;0.0;5
8500268;2598733.13;1236966.07;Grandval;0;28;0;0;60.0;0.0;5
8500272;2608085.79;1229045.88;Solothurn Sternen;0;56;0;0;30.0;0.0;4
8500273;2608420.71;1229469.71;St. Katharinen;0;56;0;0;30.0;0.0;4
8500274;2608879.31;1229976.45;Feldbrunnen;0;56;0;0;30.0;0.0;4
8500275;2609690.95;1230837.0;Bei den Weihern;0;56;0;0;30.0;0.0;4
8500280;2607823.48;1228788.5;Solothurn Baseltor;0;56;0;0;30.0;0.0;4
8500281;2782752.93;1184476.84;Ischalp (Talst. Jakobshorn);0;0;0;1;0.0;0.0;5
8500283;2610151.74;1231131.5;Riedholz;0;56;0;0;30.0;0.0;4
8500285;2611967.65;1232038.73;Flumenthal;0;56;0;0;30.0;0.0;4
8500286;2613267.74;1232846.3;Attiswil;0;56;0;0;30.0;0.0;4
8500287;2615705.28;1233572.88;Wiedlisbach;0;56;0;0;30.0;0.0;4
8500288;2616831.93;1234337.86;Oberbipp;0;56;0;0;30.0;0.0;4
8500289;2618145.61;1234774.87;Buchli;0;56;0;0;30.0;0.0;4
8500292;2619296.93;1239296.16;Klus;0;56;0;0;30.0;0.0;4
8500293;2618878.32;1239757.33;Thalbrücke;0;56;0;0;30.0;0.0;4
8500294;2619303.35;1240255.11;Balsthal;0;56;0;0;30.0;0.0;4
8500300;2621497.24;1265346.88;Kaiseraugst;0;63;0;0;26.67;0.0;4
8500301;2626612.95;1266781.44;Rheinfelden;0;118;0;0;14.24;0.0;3
8500302;2629745.92;1267980.09;Möhlin;0;65;0;0;25.85;0.0;4
8500303;2635456.64;1266428.77;Mumpf;0;57;0;0;29.47;0.0;4
8500304;2641503.46;1264847.07;Eiken;0;30;0;0;56.0;0.0;5
8500305;2643278.3;1262002.43;Frick;0;86;0;0;19.53;0.0;3
8500309;2658054.05;1259183.75;Brugg AG;1;282;0;0;5.96;0.0;1
8500313;2624798.54;1266180.36;Rheinfelden Augarten;0;61;0;0;27.54;0.0;4
8500320;2638413.48;1265778.43;Stein-Säckingen;1;92;0;0;18.26;0.0;2
8500322;2646863.53;1267858.39;Laufenburg;0;28;0;0;60.0;0.0;5
8500329;2659293.06;1272481.25;Koblenz;1;96;0;0;17.5;0.0;2
8500380;2629502.11;1240703.23;Gunzgen, Zentrum;0;0;112;0;0.0;15.0;4
8500381;2630562.85;1242049.11;Hägendorf, Bodenmatt;0;0;56;0;0.0;30.0;5
8500382;2628663.81;1239892.62;Härkingen, Pflug;0;0;112;0;0.0;15.0;4
8500383;2630739.82;1241448.19;Kappel SO, Kreuz;0;0;159;0;0.0;10.57;4
8500385;2626910.64;1239113.05;Neuendorf, Kirche;0;0;113;0;0.0;14.87;4
8500386;2624979.96;1238438.09;Niederbuchsiten, Sonne;0;0;56;0;0.0;30.0;5
8500387;2631662.88;1243336.13;Rickenbach SO, Dorf;0;0;112;0;0.0;15.0;4
8500388;2633861.69;1249184.96;Wisen SO, Kirche;0;0;22;0;0.0;76.36;0
8500453;2607807.96;1227615.34;Solothurn, Spital;0;0;144;0;0.0;11.67;4
8500454;2603663.02;1229175.98;Bellach, Breitenfeld;0;0;56;0;0.0;30.0;5
8500455;2605789.74;1229727.75;Langendorf, Ladendorf;0;0;140;0;0.0;12.0;4
8500456;2604717.73;1231035.15;Oberdorf SO, Endhalt;0;0;112;0;0.0;15.0;4
8500457;2606972.85;1231076.03;Rüttenen, Dorf;0;0;84;0;0.0;20.0;5
8500458;2608703.96;1227946.32;Zuchwil, Rainstrasse;0;0;56;0;0.0;30.0;5
8500459;2612082.29;1224802.23;Kriegstetten, Dorfplatz;0;0;169;0;0.0;9.94;3
8500460;2611785.0;1223591.04;Recherswil, Dorf;0;0;112;0;0.0;15.0;4
8500461;2612428.3;1224432.27;Halten, Käserei;0;0;28;0;0.0;60.0;5
8500462;2615009.17;1222928.65;Heinrichswil;0;0;29;0;0.0;57.93;5
8500463;2615878.0;1223102.78;Winistorf, Mösli;0;0;29;0;0.0;57.93;5
8500464;2617615.96;1224652.33;Burgäschi;0;0;25;0;0.0;67.2;0
8500465;2618836.25;1223399.99;Steinhof SO;0;0;25;0;0.0;67.2;0
8500466;2614805.93;1223849.01;Hersiwil, Dorf;0;0;15;0;0.0;112.0;0
8500467;2609130.22;1228257.7;Zuchwil, Kornfeld;0;0;242;0;0.0;6.94;3
8500468;2610134.84;1227873.86;Zuchwil, Langfeld;0;0;246;0;0.0;6.83;3
8500476;2617112.17;1225532.05;Aeschi SO, Dorf;0;0;80;0;0.0;21.0;5
8500477;2617037.14;1227016.27;Bolken, Dorf;0;0;70;0;0.0;24.0;5
8500478;2615130.13;1226012.76;Hüniken;0;0;56;0;0.0;30.0;5
8500479;2619171.26;1225972.12;Niederönz, Gemeindehaus;0;0;55;0;0.0;30.55;5
8500480;2618578.87;1228177.11;Röthenbach b. H., Post;0;0;47;0;0.0;35.74;5
8500485;2611164.71;1227106.91;Derendingen, Pestalozziplatz;0;0;173;0;0.0;9.71;3
8500487;2607907.12;1229878.7;St. Niklaus SO;0;0;56;0;0.0;30.0;5
8500488;2613877.94;1225742.9;Horriwil, Post;0;0;62;0;0.0;27.1;5
8500490;2605786.67;1230081.18;Langendorf, Chutz;0;0;140;0;0.0;12.0;4
8500494;2607230.23;1228580.07;Solothurn, Amthausplatz;0;0;494;0;0.0;3.4;2
8500498;2608708.81;1228360.91;Zuchwil, Aarmatt;0;0;168;0;0.0;10.0;4
8500550;2657903.15;1259799.94;Brugg AG, Brücke;0;0;249;0;0.0;6.75;3
8500551;2655326.2;1259078.67;Bözberg, Haldensteinstrasse;0;0;45;0;0.0;37.33;5
8500552;2658866.86;1262220.09;Rüfenach AG, Hinterrein;0;0;43;0;0.0;39.07;5
8500553;2651316.86;1254707.05;Oberflachs, Kasteln;0;0;45;0;0.0;37.33;5
8500554;2654431.82;1260317.05;Bözberg, Kirchbözberg;0;0;45;0;0.0;37.33;5
8500555;2659907.98;1261596.2;Lauffohr, Dorf;0;0;128;0;0.0;13.13;4
8500556;2652244.22;1268001.25;Mettau, Linde;0;0;57;0;0.0;29.47;5
8500557;2651781.91;1268365.9;Mettau, Kirche;0;0;38;0;0.0;44.21;5
8500558;2653169.96;1263172.64;Mönthal, Unterdorf;0;0;40;0;0.0;42.0;5
8500559;2657171.01;1259611.25;Umiken, Mühlehalde;0;0;189;0;0.0;8.89;3
8500560;2652153.22;1267045.97;Oberhofen AG, Ausserdorf;0;0;41;0;0.0;40.98;5
8500561;2656540.8;1262994.75;Remigen, Zentrum;0;0;79;0;0.0;21.27;5
8500562;2656434.3;1260252.86;Riniken, Post;0;0;38;0;0.0;44.21;5
8500563;2656463.24;1260695.23;Riniken, Gemeindehaus;0;0;38;0;0.0;44.21;5
8500564;2657751.69;1262342.64;Rüfenach AG, Dorf;0;0;42;0;0.0;40.0;5
8500565;2652753.23;1259136.9;Bözberg, Neustalden;0;0;90;0;0.0;18.67;4
8500566;2659726.29;1263030.86;Stilli, Villigerstrasse;0;0;56;0;0.0;30.0;5
8500568;2654308.29;1262484.14;Remigen, Abzw. Ueberthal;0;0;40;0;0.0;42.0;5
8500569;2652731.84;1264720.73;Gansingen, Oberbüren;0;0;37;0;0.0;45.41;5
8500570;2654233.91;1259379.78;Bözberg, Ursprung;0;0;45;0;0.0;37.33;5
8500571;2653749.89;1254442.88;Veltheim AG, Unterdorf;0;0;72;0;0.0;23.33;5
8500572;2658511.23;1263890.24;Villigen, Husberg;0;0;56;0;0.0;30.0;5
8500573;2654111.01;1257199.22;Schinznach Dorf, Wallbach;0;0;61;0;0.0;27.54;5
8500574;2654370.09;1253101.27;Veltheim AG, Wildenstein;0;0;38;0;0.0;44.21;5
8500575;2655917.22;1257733.26;Brugg AG, Aare AG;0;0;32;0;0.0;52.5;5
8500576;2658633.7;1258980.21;Windisch, Zentrum;0;0;143;0;0.0;11.75;4
8500577;2659439.73;1259425.01;Windisch, Löwen;0;0;28;0;0.0;60.0;5
8500578;2659189.72;1259242.26;Windisch, Reformierte Kirche;0;0;56;0;0.0;30.0;5
8500579;2653237.66;1260387.24;Bözberg, Egenwil;0;0;45;0;0.0;37.33;5
8500580;2654333.11;1258977.63;Bözberg, Vierlinden;0;0;45;0;0.0;37.33;5
8500581;2652222.19;1254700.84;Oberflachs, Mitteldorf;0;0;45;0;0.0;37.33;5
8500582;2649723.02;1261966.03;Elfingen, Hiltematt;0;0;36;0;0.0;46.67;5
8500583;2643269.93;1261940.99;Frick, Bahnhof;0;0;266;0;0.0;6.32;3
8500584;2637325.14;1264720.16;Obermumpf, Alte Post;0;0;48;0;0.0;35.0;5
8500585;2646676.75;1263248.03;Ittenthal, Dorfmitte;0;0;30;0;0.0;56.0;5
8500586;2639682.93;1262661.37;Schupfart, Dorf;0;0;48;0;0.0;35.0;5
8500588;2649008.95;1267352.08;Rheinsulz, Dorf;0;0;32;0;0.0;52.5;5
8500589;2649688.3;1265693.87;Sulz AG, Bütz;0;0;31;0;0.0;54.19;5
8500591;2646395.3;1255215.05;Asp AG, Abzw.;0;0;61;0;0.0;27.54;5
8500592;2646292.25;1252533.29;Küttigen, Abzw. Giebel;0;0;61;0;0.0;27.54;5
8500593;2643546.26;1255662.85;Oberhof, Rohr;0;0;37;0;0.0;45.41;5
8500595;2646900.2;1261266.93;Hornussen, Unterdorf;0;0;59;0;0.0;28.47;5
8500596;2631659.82;1239953.85;Boningen, Kreuzplatz;0;0;55;0;0.0;30.55;5
8500597;2616777.24;1243854.17;Ramiswil, Dorf;0;0;44;0;0.0;38.18;5
8500598;2635332.12;1244409.29;Olten, Postplatz;0;0;334;0;0.0;5.03;3
8500599;2641385.71;1253232.16;Salhöhe;0;0;48;0;0.0;35.0;5
8500650;2594873.13;1245717.31;Courroux, Birse;0;0;94;0;0.0;17.87;4
8500651;2598358.7;1244234.23;Vicques, poste;0;0;118;0;0.0;14.24;4
8500652;2584706.32;1246855.9;Montavon, village;0;0;28;0;0.0;60.0;5
8500653;2572687.78;1244567.9;Ocourt;0;0;12;0;0.0;140.0;0
8500654;2592544.8;1253712.98;Roggenburg, Dorf;0;0;48;0;0.0;35.0;5
8500655;2602543.21;1247909.05;Bärschwil, Dorf;0;0;48;0;0.0;35.0;5
8500656;2570835.68;1241996.76;Epiquerez, village;0;0;12;0;0.0;140.0;0
8500657;2578105.32;1244479.06;Montenol, école;0;0;15;0;0.0;112.0;0
8500658;2575541.76;1242715.89;Epauvillers, poste;0;0;15;0;0.0;112.0;0
8500659;2583056.09;1244202.16;Boécourt, bureau communal;0;0;38;0;0.0;44.21;5
8500660;2584015.89;1246209.65;Séprais;0;0;28;0;0.0;60.0;5
8500662;2571411.77;1259685.07;Montignez;0;0;29;0;0.0;57.93;5
8500663;2604924.27;1245426.72;Montsevelier, poste;0;0;94;0;0.0;17.87;4
8500664;2590587.75;1250870.71;Movelier, poste;0;0;33;0;0.0;50.91;5
8500666;2592968.76;1242186.84;Châtillon JU, bas du village;0;0;54;0;0.0;31.11;5
8500667;2596330.07;1245632.94;Courcelon;0;0;45;0;0.0;37.33;5
8500668;2589237.77;1245262.87;Develier, poste;0;0;78;0;0.0;21.54;5
8500669;2592974.95;1243945.83;Rossemaison, école/poste;0;0;55;0;0.0;30.55;5
8500671;2588865.8;1245241.88;Develier, Sur Cré;0;0;40;0;0.0;42.0;5
8500673;2609077.18;1255080.94;Nenzlingen, Unterdorf;0;0;40;0;0.0;42.0;5
8500674;2619381.25;1240318.96;Balsthal, Bahnhof;0;0;141;0;0.0;11.91;4
8500676;2592819.81;1235909.93;Perrefitte, poste;0;0;26;0;0.0;64.62;0
8500677;2574716.69;1258198.97;Damphreux, Sous la Côte;0;0;37;0;0.0;45.41;5
8500679;2603929.76;1258411.9;Mariastein, Klosterplatz;0;0;45;0;0.0;37.33;5
8500680;2594843.25;1236508.83;Moutier, Hôtel de Ville;0;0;61;0;0.0;27.54;5
8500681;2631176.91;1260337.2;Buus, Tagungszentrum Waldegg;0;0;58;0;0.0;28.97;5
8500683;2659438.32;1258222.02;Windisch, Dägerli;0;0;39;0;0.0;43.08;5
8500684;2610220.92;1233234.21;Niederwil SO, Feuerwehrmagazin;0;0;40;0;0.0;42.0;5
8500685;2621725.85;1237750.01;Oensingen, Bauamt;0;0;56;0;0.0;30.0;5
8500686;2604726.91;1253911.37;Dittingen, Himmelrich;0;0;46;0;0.0;36.52;5
8500687;2645195.92;1252647.14;Küttigen, Benken-Klus;0;0;37;0;0.0;45.41;5
8500688;2598706.81;1249463.25;Liesberg, Riederwald;0;0;36;0;0.0;46.67;5
8500689;2599488.12;1250319.01;Liesberg, Dorfplatz;0;0;26;0;0.0;64.62;0
8500690;2630392.02;1267762.99;Möhlin, Post;0;0;95;0;0.0;17.68;4
8500691;2613347.99;1258863.62;Dornach, Kirche;0;0;44;0;0.0;38.18;5
8500692;2612980.91;1259832.13;Dornach, Bahnhof;0;0;671;0;0.0;2.5;2
8500693;2618945.12;1256708.94;St. Pantaleon, Degenmatt;0;0;43;0;0.0;39.07;5
8500695;2601937.93;1257090.27;Metzerlen, Challstrasse;0;0;64;0;0.0;26.25;5
8500697;2605735.26;1258208.1;Hofstetten SO, Mariasteinstr.;0;0;2;0;0.0;840.0;0
8500698;2611051.01;1232287.23;Hubersdorf, Dietrich;0;0;40;0;0.0;42.0;5
8500699;2610037.78;1234595.06;Günsberg, Glutzenberg;0;0;12;0;0.0;140.0;0
8500700;2569715.9;1232294.33;Saignelégier, La Theurre;0;0;12;0;0.0;140.0;0
8500701;2603015.75;1234895.16;Gänsbrunnen, Wirtshof;0;0;33;0;0.0;50.91;5
8500702;2560217.11;1120804.82;Troistorrents, Es-Cortaz;0;0;22;0;0.0;76.36;0
