ERHJAHR,PUBJAHR,X_KOORD,Y_KOORD,E_KOORD,N_KOORD,RELI,GDENR,GTOT,GA01,GA02,GA03,GA05,GA06,GA07,GA08,GB01,GB02,GB03,GB04,GB05,GB06,GB07,GB08,GB09,GB10,GB11,GB12,GG01,GG02,GG03,GG04,GG05,GG06,GG07,GG08,GG09,GH01,GH02,GH03,GH04,GH05,GH17,GH19,GE01,GE02,GE03,GE04,GE05,GE06,GE07,GE08,GE17,GE19,GEWW01,GEWW02,GEWW03,GEWW04,GEWW05,GEWW06,GEWW07,GEWW08,GEWW17,GEWW19,GW00,GW01,GW02,GW03,GW04,GW05,GW06,GW07,GW10,WTOT,WTF,WT01,WT02,WT03,WT04,WT05,WT06,WT07,WT08,WT09,WT10,WT11,WT12,WT1,WT1F,WT101,WT102,WT103,WT104,WT105,WT106,WT107,WT108,WT109,WT110,WT111,WT112,WT2,WT2F,WT201,WT202,WT203,WT204,WT205,WT206,WT207,WT208,WT209,WT210,WT211,WT212,WT3,WT3F,WT301,WT302,WT303,WT304,WT305,WT306,WT307,WT308,WT309,WT310,WT311,WT312,WT4,WT4F,WT401,WT402,WT403,WT404,WT405,WT406,WT407,WT408,WT409,WT410,WT411,WT412,WT5,WT5F,WT501,WT502,WT503,WT504,WT505,WT506,WT507,WT508,WT509,WT510,WT511,WT512,WT6,WT6F,WT601,WT602,WT603,WT604,WT605,WT606,WT607,WT608,WT609,WT610,WT611,WT612
2012,2014,773400,188000,2773400,1188000,77341880,3924,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,,,,,,,,,1,100,1,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,100,1,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,
2012,2014,646600,203400,2646600,1203400,64662034,1005,11,10,7,3,4,3,1,0,0,1,0,0,0,0,0,2,3,0,5,,0,7,4,0,0,0,0,0,0,0,0,11,0,0,0,0,0,7,4,0,0,0,0,0,0,0,0,7,4,0,0,0,0,0,0,0,,,,,,,,,,16,2008,0,1,0,0,0,0,0,3,3,0,9,,0,0,0,0,0,0,0,0,0,0,0,0,0,,3,221,0,1,0,0,0,0,0,0,0,0,2,,2,139,0,0,0,0,0,0,0,1,0,0,1,,2,234,0,0,0,0,0,0,0,0,0,0,2,,5,765,0,0,0,0,0,0,0,1,2,0,2,,4,649,0,0,0,0,0,0,0,1,1,0,2,
2012,2014,598200,244200,2598200,1244200,59822442,6727,2,1,1,1,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,,,,,,,,,,2,230,0,0,0,0,0,2,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,30,0,0,0,0,0,1,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,200,0,0,0,0,0,1,0,0,0,0,0,
2012,2014,709700,96400,2709700,1096400,70970964,5207,5,5,5,5,0,0,0,0,0,0,2,0,0,0,0,0,2,1,0,,0,5,0,0,0,0,0,0,0,0,0,5,0,0,0,0,3,0,1,1,0,0,0,0,0,0,2,0,1,2,0,0,0,0,0,0,,,,,,,,,,5,525,0,0,2,0,0,0,0,0,2,1,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,2,118,0,0,2,0,0,0,0,0,0,0,0,,2,267,0,0,0,0,0,0,0,0,2,0,0,,1,140,0,0,0,0,0,0,0,0,0,1,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,
2012,2014,786000,194500,2786000,1194500,78601945,3871,17,13,11,9,2,2,4,0,4,4,0,2,0,0,1,3,1,1,1,,1,9,6,1,0,0,0,0,0,4,0,7,0,5,1,0,10,5,2,0,0,0,0,0,0,0,9,3,0,4,0,0,0,0,0,1,,,,,,,,,,25,2166,4,3,0,2,0,0,2,4,6,1,3,,7,222,0,0,0,0,0,0,1,0,6,0,0,,2,122,0,1,0,0,0,0,0,0,0,1,0,,8,607,2,2,0,0,0,0,1,2,0,0,1,,3,363,1,0,0,1,0,0,0,1,0,0,0,,1,172,0,0,0,0,0,0,0,0,0,0,1,,4,680,1,0,0,1,0,0,0,1,0,0,1,
2012,2014,743200,254400,2743200,1254400,74322544,3442,3,3,2,2,0,1,0,0,0,2,0,0,1,0,0,0,0,0,0,,2,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,,,,,,,,,,4,302,0,2,0,0,2,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,50,0,0,0,0,1,0,0,0,0,0,0,,1,55,0,1,0,0,0,0,0,0,0,0,0,,1,90,0,0,0,0,1,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,107,0,1,0,0,0,0,0,0,0,0,0,
2012,2014,571600,211600,2571600,1211600,57162116,6455,3,3,3,3,0,0,0,2,1,0,0,0,0,0,0,0,0,2,0,,0,2,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,2,0,1,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,,,,,,,,,,3,203,1,0,0,0,0,0,0,0,0,2,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,2,78,0,0,0,0,0,0,0,0,0,2,0,,1,125,1,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,
2012,2014,660000,222500,2660000,1222500,66002225,1088,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,,,,,,,,1,150,0,0,0,0,0,0,0,0,0,0,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,150,0,0,0,0,0,0,0,0,0,0,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,
2012,2014,655500,141600,2655500,1141600,65551416,6052,13,13,13,11,2,0,0,0,4,3,0,0,0,0,0,0,1,4,1,,0,6,5,1,1,0,0,0,0,4,0,9,0,0,0,0,1,1,1,10,0,0,0,0,0,0,1,0,1,10,0,0,0,1,0,0,,,,,,,,,,23,1852,4,3,0,0,0,0,0,0,1,7,8,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,17,1168,3,3,0,0,0,0,0,0,1,4,6,,3,246,1,0,0,0,0,0,0,0,0,0,2,,1,133,0,0,0,0,0,0,0,0,0,1,0,,2,305,0,0,0,0,0,0,0,0,0,2,0,
2012,2014,661000,191200,2661000,1191200,66101912,1406,5,2,2,2,0,0,3,0,0,0,1,1,0,0,0,0,0,1,2,,1,4,0,0,0,0,0,0,0,2,0,1,0,1,0,1,0,3,1,0,0,0,0,0,0,1,0,3,0,1,0,0,0,1,0,0,,,,,,,,,,4,400,0,0,1,0,0,0,0,0,0,1,2,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,51,0,0,0,0,0,0,0,0,0,0,1,,2,115,0,0,1,0,0,0,0,0,0,1,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,234,0,0,0,0,0,0,0,0,0,0,1,
