"","Years","pop_Baden","pop_Bellikon","pop_Bergdietikon","pop_Birmenstorf","pop_Ennetbaden","pop_Fislisbach","pop_Freienwil","pop_Gebenstorf","pop_Killwangen","pop_Künten","pop_Mägenwil","pop_Mellingen","pop_Neuenhof","pop_Niederrohrdorf","pop_Oberrohrdorf","pop_Obersiggenthal","pop_Remetschwil","pop_Spreitenbach","pop_Stetten","pop_Turgi","pop_Untersiggenthal","pop_Wettingen","pop_Wohlenschwil","pop_Würenlingen","pop_Würenlos","pop_Ehrendingen","ent_Baden","ent_Bellikon","ent_Bergdietikon","ent_Birmenstorf","ent_Ehrendingen","ent_Ennetbaden","ent_Fislisbach","ent_Freienwil","ent_Gebenstorf","ent_Killwangen","ent_Künten","ent_Mägenwil","ent_Mellingen","ent_Neuenhof","ent_Niederrohrdorf","ent_Oberrohrdorf","ent_Obersiggenthal","ent_Remetschwil","ent_Spreitenbach","ent_Stetten","ent_Turgi","ent_Untersiggenthal","ent_Wettingen","ent_Wohlenschwil","ent_Würenlingen","ent_Würenlos","house_Baden","house_Bellikon","house_Bergdietikon","house_Birmenstorf..AG.","house_Ehrendingen","house_Ennetbaden","house_Fislisbach","house_Freienwil","house_Gebenstorf","house_Killwangen","house_Künten","house_Mägenwil","house_Mellingen","house_Neuenhof","house_Niederrohrdorf","house_Oberrohrdorf","house_Obersiggenthal","house_Remetschwil","house_Spreitenbach","house_Stetten..AG.","house_Turgi","house_Untersiggenthal","house_Wettingen","house_Wohlenschwil","house_Würenlingen","house_Würenlos","rent_Baden","rent_Bellikon","rent_Bergdietikon","rent_Birmenstorf","rent_Ehrendingen","rent_Ennetbaden","rent_Fislisbach","rent_Freienwil","rent_Gebenstorf","rent_Killwangen","rent_Künten","rent_Mägenwil","rent_Mellingen","rent_Neuenhof","rent_Niederrohrdorf","rent_Oberrohrdorf","rent_Obersiggenthal","rent_Remetschwil","rent_Spreitenbach","rent_Stetten","rent_Turgi","rent_Untersiggenthal","rent_Wettingen","rent_Wohlenschwil","rent_Würenlingen","rent_Würenlos","edu_Baden","edu_Bellikon","edu_Bergdietikon","edu_Birmenstorf","edu_Ehrendingen","edu_Ennetbaden","edu_Fislisbach","edu_Freienwil","edu_Gebenstorf","edu_Killwangen","edu_Künten","edu_Mägenwil","edu_Mellingen","edu_Neuenhof","edu_Niederrohrdorf","edu_Oberrohrdorf","edu_Obersiggenthal","edu_Remetschwil","edu_Spreitenbach","edu_Stetten","edu_Turgi","edu_Untersiggenthal","edu_Wettingen","edu_Wohlenschwil","edu_Würenlingen","edu_Würenlos","health_Baden","health_Bellikon","health_Bergdietikon","health_Birmenstorf","health_Ehrendingen","health_Ennetbaden","health_Fislisbach","health_Freienwil","health_Gebenstorf","health_Killwangen","health_Künten","health_Mägenwil","health_Mellingen","health_Neuenhof","health_Niederrohrdorf","health_Oberrohrdorf","health_Obersiggenthal","health_Remetschwil","health_Spreitenbach","health_Stetten","health_Turgi","health_Untersiggenthal","health_Wettingen","health_Wohlenschwil","health_Würenlingen","health_Würenlos"
"1",2021,19634,1564,2945,2955,3571,5695,1104,5631,2064,1858,2143,5958,8918,4389,4080,8719,2060,12102,2329,2972,7397,21049,1757,4940,6494,4865,2442,85,200,172,273,208,260,62,288,116,113,189,355,369,243,196,383,127,787,143,139,307,1278,102,299,388,6958,7120.325,7719.631,7419.978,7277.286,7467.542,7229.722,6754.082,7039.466,7848.053,6611.39,6754.082,6849.21,7157.05714285714,6944.338,6991.902,7182.158,7182.158,7848.053,6801.646,7182.158,7039.466,7705.362,6991.902,6516.263,7182.158,160.05,109.44,154.55,90.82,148.5,165.55,135.75,77.4,123.25,141.9,81.4,101.4,94.29,133.64,108.9,121.5,120,131.5,166.5,91.14,125.28,117.25,172.935,109.35,76.84,140.25,121,7,7,10,18,21,10,6,15,7,6,9,21,17,22,15,26,6,42,7,12,18,78,4,13,24,370,6,11,14,22,20,29,4,15,4,9,4,26,23,21,18,33,4,36,6,14,16,144,4,19,44
