RELI,GDENR,X_KOORD,Y_KOORD,E_KOORD,N_KOORD,B11BTOT,B11B11,B11B12,B11B13,B11B14,B11B15,B11B16,B11B21,B11B22,B11B23,B11B24,B11B25,B11B26,B11B27,B11B28,B11B29,B11B30,B11BMTOT,B11BM01,B11BM02,B11BM03,B11BM04,B11BM05,B11BM06,B11BM07,B11BM08,B11BM09,B11BM10,B11BM11,B11BM12,B11BM13,B11BM14,B11BM15,B11BM16,B11BM17,B11BM18,B11BM19,B11BWTOT,B11BW01,B11BW02,B11BW03,B11BW04,B11BW05,B11BW06,B11BW07,B11BW08,B11BW09,B11BW10,B11BW11,B11BW12,B11BW13,B11BW14,B11BW15,B11BW16,B11BW17,B11BW18,B11BW19,B11B41,B11B42,B11B43,B11B44,B11B45,B11B46,B11B51,B11B52,B11B53,B11B54,B11B55,B11B56
67932357,1,679300,235700,2679300,1235700,4,4,0,0,0,0,0,4,0,2,2,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,2,0,0,4,0,0,0,0,0
67682368,2,676800,236800,2676800,1236800,49,33,16,8,3,5,0,30,7,15,7,1,19,8,2,7,2,29,0,0,3,0,1,2,4,1,2,1,4,6,0,3,1,1,0,0,0,20,2,1,1,1,0,2,0,0,1,3,1,1,2,1,1,2,0,0,1,0,13,8,22,6,0,48,0,0,0,1,0
67782410,3,677800,241000,2677800,1241000,5,5,0,0,0,0,0,5,1,3,1,0,0,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,1,2,0,5,0,0,0,0,0
68292331,4,682900,233100,2682900,1233100,20,20,0,0,0,0,0,18,2,10,6,0,2,0,1,1,0,4,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,16,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1,4,4,3,0,2,1,14,3,0,20,0,0,0,0,0
67642390,5,676400,239000,2676400,1239000,13,12,1,1,0,0,0,12,0,10,2,0,1,1,0,0,0,6,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,1,1,0,0,7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,2,0,1,1,10,1,0,13,0,0,0,0,0
67752309,7,677500,230900,2677500,1230900,12,12,0,0,0,0,0,12,0,4,8,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,2,7,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,1,2,0,0,0,12,0,0,12,0,0,0,0,0
67482320,8,674800,232000,2674800,1232000,4,4,0,0,0,0,0,4,1,2,1,0,0,0,0,0,0,2,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,2,0,0,3,0,0,0,0,1
67762330,9,677600,233000,2677600,1233000,9,9,0,0,0,0,0,9,1,5,3,0,0,0,0,0,0,5,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,1,2,6,0,0,9,0,0,0,0,0
67512353,10,675100,235300,2675100,1235300,44,37,7,6,0,1,0,32,1,17,14,0,12,10,0,2,0,21,3,0,1,1,1,2,0,1,1,4,0,2,0,1,0,0,1,3,0,23,0,1,0,1,0,0,2,1,1,1,1,1,0,1,1,0,3,4,5,3,7,6,22,6,0,40,2,0,1,1,0
67302372,11,673000,237200,2673000,1237200,17,17,0,0,0,0,0,17,2,8,6,1,0,0,0,0,0,7,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,2,1,10,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,2,4,0,0,2,10,5,0,17,0,0,0,0,0
67952421,13,679500,242100,2679500,1242100,6,6,0,0,0,0,0,5,2,0,3,0,1,1,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,4,2,0,6,0,0,0,0,0
67822437,14,678200,243700,2678200,1243700,25,23,2,2,0,0,0,21,2,15,4,0,4,2,0,1,1,7,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,1,2,18,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,3,4,4,4,0,2,2,18,3,0,25,0,0,0,0,0
69132788,22,691300,278800,2691300,1278800,4,4,0,0,0,0,0,4,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,2,2,0,4,0,0,0,0,0
68722694,23,687200,269400,2687200,1269400,3,3,0,0,0,0,0,3,0,2,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,1,0,3,0,0,0,0,0
68912670,24,689100,267000,2689100,1267000,4,4,0,0,0,0,0,4,0,2,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,3,0,4,0,0,0,0,0
68862800,25,688600,280000,2688600,1280000,12,12,0,0,0,0,0,11,2,5,4,0,1,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,1,3,0,1,2,8,1,0,12,0,0,0,0,0
69102698,26,691000,269800,2691000,1269800,3,2,1,1,0,0,0,2,0,0,2,0,1,1,0,0,0,2,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,3,0,0,0,0,0
69042830,27,690400,283000,2690400,1283000,15,13,2,1,0,1,0,12,0,3,9,0,3,0,0,3,0,8,0,0,0,0,1,1,0,1,2,1,0,2,0,0,0,0,0,0,0,7,1,0,0,0,1,2,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,9,3,1,14,0,0,0,1,0
68802701,28,688000,270100,2688000,1270100,2,2,0,0,0,0,0,2,0,1,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1
68942820,29,689400,282000,2689400,1282000,9,9,0,0,0,0,0,9,2,3,4,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,1,0,0,0,9,0,0,9,0,0,0,0,0
69332722,30,693300,272200,2693300,1272200,23,22,1,0,1,0,0,20,0,15,5,0,3,2,1,0,0,6,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,3,0,1,17,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,4,3,3,5,1,0,0,19,3,0,22,1,0,0,0,0
69362687,31,693600,268700,2693600,1268700,9,9,0,0,0,0,0,9,0,6,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,3,0,1,0,8,0,0,9,0,0,0,0,0
69272703,32,692700,270300,2692700,1270300,2,2,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,2,0,0,0,0,0
69362728,33,693600,272800,2693600,1272800,4,4,0,0,0,0,0,4,0,2,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,3,0,1,0,0,4,0,0,0,0,0
68982806,34,689800,280600,2689800,1280600,7,6,1,1,0,0,0,5,1,2,2,0,2,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,2,0,0,1,0,5,1,0,7,0,0,0,0,0
69092757,35,690900,275700,2690900,1275700,7,7,0,0,0,0,0,7,2,4,1,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,1,0,0,2,1,0,0,0,0,3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,4,2,0,6,0,0,0,1,0
70242765,36,702400,276500,2702400,1276500,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
69682742,37,696800,274200,2696800,1274200,19,19,0,0,0,0,0,19,3,10,6,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,3,1,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,1,6,0,3,0,13,3,0,19,0,0,0,0,0
68772777,38,687700,277700,2687700,1277700,15,14,1,1,0,0,0,12,0,4,8,0,3,3,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,12,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,1,2,2,4,2,1,2,9,1,0,13,0,0,2,0,0
69902706,39,699000,270600,2699000,1270600,7,7,0,0,0,0,0,6,1,3,2,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,2,0,1,1,2,3,0,7,0,0,0,0,0
69432771,40,694300,277100,2694300,1277100,3,3,0,0,0,0,0,3,0,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,3,0,0,3,0,0,0,0,0
69682762,41,696800,276200,2696800,1276200,3,3,0,0,0,0,0,3,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,2,1,0,3,0,0,0,0,0
70162774,42,701600,277400,2701600,1277400,8,8,0,0,0,0,0,7,1,3,3,0,1,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,4,0,0,0,7,1,0,8,0,0,0,0,0
68932700,43,689300,270000,2689300,1270000,3,3,0,0,0,0,0,2,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,2,1,0,3,0,0,0,0,0
70082755,44,700800,275500,2700800,1275500,3,3,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,3,0,0,0,0,0
68362620,51,683600,262000,2683600,1262000,33,24,9,4,4,1,0,23,3,10,10,0,10,7,2,1,0,14,0,0,0,0,0,0,4,0,0,0,0,1,0,2,2,2,0,1,2,19,0,0,0,0,0,0,0,1,1,0,0,0,0,2,2,2,1,1,9,0,2,1,27,3,0,33,0,0,0,0,0
68982555,52,689800,255500,2689800,1255500,21,18,3,3,0,0,0,17,0,10,7,0,4,3,1,0,0,10,0,0,0,0,0,2,0,4,2,1,0,1,0,0,0,0,0,0,0,11,1,0,0,0,1,1,0,2,1,2,0,0,0,0,0,0,1,1,1,2,3,2,10,4,0,19,1,1,0,0,0
68302637,53,683000,263700,2683000,1263700,115,99,16,11,2,3,0,93,25,41,27,0,22,18,1,3,0,52,0,0,0,2,1,2,6,1,7,6,4,3,3,3,4,4,1,2,3,63,2,0,0,3,1,0,1,1,2,5,3,1,3,1,6,3,10,11,10,0,13,14,77,11,0,115,0,0,0,0,0
68902534,54,689000,253400,2689000,1253400,25,16,9,2,3,4,0,13,1,9,3,0,12,4,2,5,1,13,0,0,1,0,1,1,0,1,0,0,3,3,2,0,1,0,0,0,0,12,3,0,1,0,1,0,1,0,1,0,3,0,0,1,0,0,0,0,1,1,6,3,10,4,1,21,1,0,0,2,1
68162699,55,681600,269900,2681600,1269900,7,7,0,0,0,0,0,5,1,3,1,0,2,0,0,2,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,5,1,0,0,0,0,0,1,0,0,1,0,0,2,0,0,0,0,0,0,3,0,0,3,1,0,4,2,0,0,1,0
68712620,56,687100,262000,2687100,1262000,10,8,2,2,0,0,0,8,0,7,1,0,2,2,0,0,0,5,1,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,5,1,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,1,0,1,5,3,0,8,0,0,1,1,0
68632651,57,686300,265100,2686300,1265100,16,16,0,0,0,0,0,13,3,10,0,0,3,3,0,0,0,6,0,0,0,0,1,0,0,0,0,0,1,2,0,0,0,0,1,1,0,10,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,5,2,1,0,1,9,5,0,15,1,0,0,0,0
68002680,58,680000,268000,2680000,1268000,15,15,0,0,0,0,0,14,0,10,4,0,1,1,0,0,0,6,0,0,0,0,0,0,0,0,2,1,0,0,1,1,1,0,0,0,0,9,0,0,2,0,0,0,0,0,0,1,0,0,2,1,0,0,1,1,1,5,0,0,7,3,0,10,4,1,0,0,0
68122641,59,681200,264100,2681200,1264100,7,5,2,2,0,0,0,4,0,2,2,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4,1,0,2,1,4,0,0,7,0,0,0,0,0
68062624,60,680600,262400,2680600,1262400,22,21,1,0,1,0,0,21,2,10,9,0,1,0,0,0,1,9,0,0,0,0,1,0,0,0,0,2,1,0,1,1,0,0,1,1,1,13,0,0,0,0,0,0,1,2,0,0,1,2,0,0,0,1,1,3,2,0,3,0,15,4,0,22,0,0,0,0,0
67922722,61,679200,272200,2679200,1272200,1,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
68632563,62,686300,256300,2686300,1256300,39,31,8,0,2,6,0,28,1,16,11,0,11,2,1,7,1,22,0,0,1,1,1,3,4,1,5,2,0,1,1,1,1,0,0,0,0,17,0,1,0,0,0,1,0,2,2,0,2,1,0,2,0,0,2,3,1,4,4,4,25,2,0,35,1,0,2,0,1
68722605,63,687200,260500,2687200,1260500,10,9,1,1,0,0,0,9,1,6,2,0,1,1,0,0,0,3,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,2,1,2,3,0,4,1,0,8,2,0,0,0,0
69132558,64,691300,255800,2691300,1255800,39,34,5,1,0,4,0,31,2,18,11,0,8,4,0,4,0,13,0,1,0,0,0,4,3,2,0,2,0,1,0,0,0,0,0,0,0,26,0,0,0,0,1,0,0,1,0,2,0,0,0,0,0,2,7,8,5,0,8,5,22,4,0,39,0,0,0,0,0
68892603,65,688900,260300,2688900,1260300,17,16,1,0,0,1,0,16,3,11,2,0,1,0,0,1,0,3,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,14,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,1,2,4,3,0,1,0,13,3,0,17,0,0,0,0,0
68592541,66,685900,254100,2685900,1254100,80,70,10,6,2,2,0,66,1,41,24,0,14,8,2,4,0,37,2,0,1,2,0,1,3,2,1,4,3,4,2,3,2,3,0,4,0,43,0,0,1,2,0,1,1,2,1,0,1,4,4,4,3,2,6,5,6,4,10,8,51,7,0,77,0,2,1,0,0
68262741,67,682600,274100,2682600,1274100,2,2,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0
68572648,68,685700,264800,2685700,1264800,19,18,1,1,0,0,0,16,0,6,9,1,3,3,0,0,0,6,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,2,0,1,0,13,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,3,4,3,1,3,2,9,4,0,18,1,0,0,0,0
68722522,69,687200,252200,2687200,1252200,59,49,10,5,2,3,0,46,2,18,25,1,13,9,1,3,0,19,1,2,2,0,1,1,3,0,1,1,1,0,0,2,1,0,2,1,0,40,0,0,1,0,0,0,1,0,1,0,1,1,2,2,3,2,8,9,9,3,9,5,35,7,0,56,2,0,0,1,0
68042733,71,680400,273300,2680400,1273300,11,10,1,0,0,1,0,10,3,6,1,0,1,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,8,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,1,2,1,0,0,1,7,3,0,11,0,0,0,0,0
68422608,72,684200,260800,2684200,1260800,9,6,3,2,0,1,0,8,0,6,1,1,1,0,0,1,0,3,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,6,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,2,0,0,0,2,4,3,0,8,0,0,0,1,0
67262582,82,672600,258200,2672600,1258200,2,1,1,1,0,0,0,2,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0
67542568,83,675400,256800,2675400,1256800,17,16,1,1,0,0,0,15,0,7,8,0,2,1,0,0,1,6,0,0,0,0,0,1,0,0,0,1,1,1,1,0,0,0,0,1,0,11,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2,0,1,3,3,0,1,2,12,2,0,17,0,0,0,0,0
67542548,84,675400,254800,2675400,1254800,19,18,1,1,0,0,0,18,0,12,6,0,1,1,0,0,0,11,1,0,0,0,0,1,0,0,0,0,2,3,1,2,1,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,2,1,0,3,1,13,2,0,19,0,0,0,0,0
67292554,85,672900,255400,2672900,1255400,6,6,0,0,0,0,0,6,0,5,1,0,0,0,0,0,0,4,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,4,1,0,6,0,0,0,0,0
67652596,86,676500,259600,2676500,1259600,19,16,3,2,0,1,0,14,2,7,5,0,5,4,0,1,0,9,0,0,0,0,0,0,0,3,1,1,0,0,1,2,0,0,0,0,1,10,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,2,0,2,3,0,1,3,15,0,0,19,0,0,0,0,0
67152554,87,671500,255400,2671500,1255400,2,2,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,2,0,0,0,0,0
67802630,88,678000,263000,2678000,1263000,11,11,0,0,0,0,0,10,3,5,2,0,1,1,0,0,0,5,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,2,6,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,2,1,0,0,0,6,5,0,11,0,0,0,0,0
68032606,89,680300,260600,2680300,1260600,18,12,6,1,1,4,0,8,0,7,1,0,10,6,1,3,0,7,0,0,0,1,1,1,0,0,3,0,0,0,0,0,0,1,0,0,0,11,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,2,1,4,0,6,3,7,2,0,18,0,0,0,0,0
67892595,90,678900,259500,2678900,1259500,43,34,9,6,0,3,0,33,1,19,13,0,10,6,0,4,0,21,0,0,0,3,1,1,5,2,2,0,0,0,1,1,0,0,2,2,1,22,0,1,0,1,0,1,1,1,0,0,0,0,0,0,3,5,2,5,2,0,11,2,26,4,0,43,0,0,0,0,0
67072620,91,670700,262000,2670700,1262000,30,30,0,0,0,0,0,25,5,9,11,0,5,3,1,1,0,8,0,0,0,0,2,0,1,1,1,0,1,0,0,0,1,0,0,1,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,4,6,9,0,1,2,22,5,0,30,0,0,0,0,0
68152590,92,681500,259000,2681500,1259000,53,44,9,2,4,3,0,43,3,24,16,0,10,3,3,3,1,16,0,1,0,0,1,0,0,1,2,2,1,0,1,0,4,1,1,0,1,37,0,1,0,1,0,0,4,0,3,1,1,1,1,3,2,2,8,7,2,0,6,3,37,7,0,53,0,0,0,0,0
67292617,93,672900,261700,2672900,1261700,9,7,2,1,0,1,0,7,1,3,3,0,2,1,0,0,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2,2,1,0,0,0,6,2,1,9,0,0,0,0,0
67152572,94,671500,257200,2671500,1257200,19,18,1,0,1,0,0,17,1,10,6,0,2,1,1,0,0,10,0,0,0,0,0,0,0,2,0,0,2,2,1,0,1,1,0,1,0,9,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,5,1,0,5,3,10,1,0,19,0,0,0,0,0
67752538,96,677500,253800,2677500,1253800,82,68,14,5,6,3,0,62,2,29,31,0,20,11,4,4,1,39,0,0,0,1,1,3,4,3,8,2,3,3,1,1,3,1,3,2,0,43,1,0,0,0,1,1,2,1,0,2,3,1,1,0,3,3,7,9,8,3,10,10,53,6,0,79,0,1,1,0,1
68242562,97,682400,256200,2682400,1256200,34,30,4,3,1,0,0,31,2,17,11,1,3,2,0,1,0,16,1,0,0,0,1,0,2,0,0,2,2,1,0,2,0,1,3,0,1,18,0,0,0,0,0,2,0,0,0,0,1,3,2,0,1,1,2,2,4,1,3,1,25,4,0,32,0,1,0,1,0
67212612,98,672100,261200,2672100,1261200,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
67752647,100,677500,264700,2677500,1264700,9,8,1,0,0,1,0,8,3,5,0,0,1,0,0,1,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,7,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,1,2,0,1,0,5,3,0,9,0,0,0,0,0
67662615,101,676600,261500,2676600,1261500,15,15,0,0,0,0,0,13,1,9,3,0,2,1,0,1,0,5,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,1,10,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,2,0,6,0,3,0,8,4,0,15,0,0,0,0,0
67522678,102,675200,267800,2675200,1267800,11,10,1,0,0,1,0,9,1,6,2,0,2,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2,5,1,0,0,0,8,2,1,11,0,0,0,0,0
70722438,111,707200,243800,2707200,1243800,28,25,3,3,0,0,0,26,3,8,15,0,2,2,0,0,0,13,0,0,0,0,0,0,1,0,1,2,0,0,1,1,1,3,1,2,0,15,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,2,1,3,6,0,6,1,15,6,0,28,0,0,0,0,0
70442363,112,704400,236300,2704400,1236300,28,18,10,0,1,9,0,17,0,11,6,0,11,0,2,9,0,18,1,0,0,2,6,1,4,0,1,1,1,0,1,0,0,0,0,0,0,10,1,0,1,1,2,0,2,0,0,0,0,0,0,0,1,0,0,1,1,7,6,5,7,3,0,21,3,0,1,0,3
70622372,113,706200,237200,2706200,1237200,20,19,1,0,1,0,0,16,0,12,4,0,4,2,0,1,1,11,0,0,0,0,0,0,2,1,0,2,1,1,0,0,1,1,1,1,0,9,0,0,0,1,0,0,0,0,1,1,0,0,1,1,0,2,0,2,0,0,1,1,15,3,0,20,0,0,0,0,0
71212434,114,712100,243400,2712100,1243400,26,19,7,0,2,5,0,18,2,13,3,0,8,1,1,2,4,13,0,0,0,1,1,0,0,2,1,1,0,2,1,0,0,0,1,1,2,13,1,0,0,1,0,0,0,0,0,0,0,3,0,0,2,1,0,0,5,0,8,2,9,5,2,26,0,0,0,0,0
69962404,115,699600,240400,2699600,1240400,33,29,4,2,0,2,0,29,0,24,4,1,4,3,0,1,0,14,0,1,2,0,1,1,0,1,1,1,0,0,3,0,1,0,0,2,0,19,0,0,1,2,0,1,0,0,0,0,0,0,2,2,2,0,3,3,3,0,4,4,22,3,0,33,0,0,0,0,0
70022379,116,700200,237900,2700200,1237900,23,20,3,1,2,0,0,18,1,15,2,0,5,3,2,0,0,7,2,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,1,0,16,0,0,0,0,0,1,0,0,0,0,0,1,0,0,2,2,2,4,4,0,4,1,16,2,0,23,0,0,0,0,0
70642398,117,706400,239800,2706400,1239800,44,38,6,2,3,1,0,38,1,23,14,0,6,2,1,3,0,24,0,0,0,0,0,1,0,5,4,1,3,1,2,2,1,0,2,1,1,20,0,0,3,1,0,2,1,0,2,0,1,0,2,3,0,1,1,2,1,0,8,6,24,6,0,44,0,0,0,0,0
70702353,118,707000,235300,2707000,1235300,135,93,42,5,5,31,1,90,20,34,34,2,45,10,2,18,15,74,0,1,0,3,11,10,8,7,7,4,0,2,2,3,1,3,3,7,2,61,2,1,0,0,1,0,0,1,5,1,5,1,2,3,2,3,5,16,13,6,37,11,64,17,0,128,5,0,0,1,1
70082443,119,700800,244300,2700800,1244300,9,9,0,0,0,0,0,9,1,7,1,0,0,0,0,0,0,5,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,1,0,4,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,3,1,4,1,0,9,0,0,0,0,0
71172372,120,711700,237200,2711700,1237200,433,411,22,16,1,5,0,397,120,178,99,0,36,25,1,8,2,209,5,11,3,5,7,10,7,4,14,24,27,22,21,20,11,7,6,5,0,224,7,7,3,5,9,9,11,11,20,16,19,19,19,20,12,13,11,9,4,19,62,31,212,107,2,413,10,3,5,1,1
