RELI,GDENR,X_KOORD,Y_KOORD,E_KOORD,N_KOORD,B11BTOT,B11B11,B11B12,B11B13,B11B14,B11B15,B11B16,B11B21,B11B22,B11B23,B11B24,B11B25,B11B26,B11B27,B11B28,B11B29,B11B30,B11BMTOT,B11BM01,B11BM02,B11BM03,B11BM04,B11BM05,B11BM06,B11BM07,B11BM08,B11BM09,B11BM10,B11BM11,B11BM12,B11BM13,B11BM14,B11BM15,B11BM16,B11BM17,B11BM18,B11BM19,B11BWTOT,B11BW01,B11BW02,B11BW03,B11BW04,B11BW05,B11BW06,B11BW07,B11BW08,B11BW09,B11BW10,B11BW11,B11BW12,B11BW13,B11BW14,B11BW15,B11BW16,B11BW17,B11BW18,B11BW19,B11B41,B11B42,B11B43,B11B44,B11B45,B11B46,B11B51,B11B52,B11B53,B11B54,B11B55,B11B56
59002198,748,590000,219800,2590000,1219800,3,3,0,0,0,0,0,3,1,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,3,0,0,0,0,0
58932184,749,589300,218400,2589300,1218400,18,17,1,1,0,0,0,16,2,9,4,1,2,2,0,0,0,9,0,0,0,1,1,2,0,0,2,0,0,0,0,0,0,0,3,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,2,1,3,0,6,1,10,1,0,18,0,0,0,0,0
58332168,750,583300,216800,2583300,1216800,8,8,0,0,0,0,0,8,1,7,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,3,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,7,0,0,8,0,0,0,0,0
58192129,751,581900,212900,2581900,1212900,15,14,1,1,0,0,0,14,2,8,3,1,1,1,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,2,7,1,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,2,1,0,1,2,8,4,0,14,0,0,0,1,0
58402121,754,584000,212100,2584000,1212100,9,9,0,0,0,0,0,6,4,2,0,0,3,2,0,1,0,3,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,2,1,0,0,5,3,0,9,0,0,0,0,0
57862159,756,578600,215900,2578600,1215900,11,11,0,0,0,0,0,10,3,3,3,1,1,1,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,1,3,2,0,2,0,7,2,0,11,0,0,0,0,0
60411676,761,604100,167600,2604100,1167600,18,18,0,0,0,0,0,18,5,8,4,1,0,0,0,0,0,8,0,0,0,0,0,1,0,0,0,1,2,0,1,0,0,2,0,1,0,10,0,0,0,2,0,0,0,0,0,1,0,0,0,0,1,0,1,1,4,0,1,3,0,14,0,18,0,0,0,0,0
60971664,762,609700,166400,2609700,1166400,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
60871678,763,608700,167800,2608700,1167800,5,5,0,0,0,0,0,4,3,1,0,0,1,1,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,1,3,0,5,0,0,0,0,0
61031733,764,610300,173300,2610300,1173300,5,5,0,0,0,0,0,5,1,4,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,2,3,0,5,0,0,0,0,0
60891740,765,608900,174000,2608900,1174000,2,2,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,2,0,0,2,0,0,0,0,0
59961673,766,599600,167300,2599600,1167300,19,19,0,0,0,0,0,19,7,11,1,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,1,2,0,0,1,0,1,1,0,0,13,0,0,0,0,0,0,1,0,1,1,2,0,0,0,1,0,1,2,4,1,0,0,1,17,0,18,0,1,0,0,0
61391715,767,613900,171500,2613900,1171500,12,11,1,1,0,0,0,11,3,8,0,0,1,1,0,0,0,3,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,9,0,0,1,0,0,0,0,0,2,0,0,0,1,1,0,1,2,0,1,0,0,7,2,3,0,12,0,0,0,0,0
61861706,768,618600,170600,2618600,1170600,79,76,3,1,2,0,0,71,7,48,16,0,8,5,1,1,1,28,0,0,0,0,1,1,0,1,1,3,2,4,3,2,1,0,2,3,4,51,0,0,0,0,0,0,0,0,1,3,1,0,3,2,3,5,9,11,13,2,9,5,58,5,0,77,0,1,1,0,0
61551695,769,615500,169500,2615500,1169500,17,17,0,0,0,0,0,17,3,12,2,0,0,0,0,0,0,8,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,3,9,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,3,3,0,1,6,7,3,0,17,0,0,0,0,0
66991768,781,669900,176800,2669900,1176800,6,6,0,0,0,0,0,6,1,4,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,3,3,0,6,0,0,0,0,0
66521676,782,665200,167600,2665200,1167600,8,8,0,0,0,0,0,8,0,8,0,0,0,0,0,0,0,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,2,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,7,0,8,0,0,0,0,0
65631779,783,656300,177900,2656300,1177900,10,10,0,0,0,0,0,9,6,2,1,0,1,0,0,1,0,5,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,1,0,0,0,3,7,0,10,0,0,0,0,0
66041730,784,660400,173000,2660400,1173000,12,12,0,0,0,0,0,12,6,4,2,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,2,4,0,1,0,4,7,0,12,0,0,0,0,0
65721754,785,657200,175400,2657200,1175400,18,17,1,0,1,0,0,17,2,8,6,1,1,0,0,0,1,7,0,0,0,0,0,0,0,0,1,2,1,0,0,1,0,0,0,1,1,11,0,0,0,0,0,0,3,0,0,1,1,0,0,0,0,0,1,1,4,1,2,0,14,1,0,17,1,0,0,0,0
65761743,786,657600,174300,2657600,1174300,4,4,0,0,0,0,0,4,1,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,1,0,4,0,0,0,0,0
59651642,791,596500,164200,2596500,1164200,8,8,0,0,0,0,0,8,3,1,4,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,1,1,1,0,0,5,2,0,7,0,0,1,0,0
60031451,792,600300,145100,2600300,1145100,15,13,2,2,0,0,0,13,4,6,3,0,2,2,0,0,0,11,0,0,0,0,0,0,0,2,1,0,0,3,1,0,0,1,3,0,0,4,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,2,6,5,2,0,15,0,0,0,0,0
59671509,793,596700,150900,2596700,1150900,11,11,0,0,0,0,0,11,7,4,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,1,6,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,1,1,1,1,0,0,3,7,0,10,0,1,0,0,0
59491559,794,594900,155900,2594900,1155900,18,18,0,0,0,0,0,17,7,8,2,0,1,1,0,0,0,8,0,0,1,0,0,0,0,1,0,2,0,0,0,1,0,1,2,0,0,10,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,3,1,3,0,0,1,12,5,0,18,0,0,0,0,0
58681371,841,586800,137100,2586800,1137100,2,2,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,2,0,0,2,0,0,0,0,0
58751475,843,587500,147500,2587500,1147500,29,23,6,4,1,1,0,22,7,11,4,0,7,5,1,1,0,19,1,0,2,2,4,1,2,0,2,4,0,0,0,0,0,0,0,0,1,10,0,0,0,0,0,2,0,0,1,0,2,1,0,0,0,1,1,2,0,1,9,3,9,7,0,28,0,0,1,0,0
59161796,852,591600,179600,2591600,1179600,13,13,0,0,0,0,0,13,4,6,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,1,0,0,0,9,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,1,2,0,2,0,0,0,6,7,0,13,0,0,0,0,0
59531807,853,595300,180700,2595300,1180700,11,11,0,0,0,0,0,11,6,4,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,9,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,5,1,0,1,0,5,5,0,11,0,0,0,0,0
59261852,855,592600,185200,2592600,1185200,36,35,1,1,0,0,0,34,12,18,4,0,2,2,0,0,0,23,0,1,0,0,0,1,0,0,1,2,1,1,2,5,4,2,0,1,2,13,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1,1,4,2,1,0,3,2,17,14,0,36,0,0,0,0,0
60471933,861,604700,193300,2604700,1193300,48,47,1,1,0,0,0,47,8,24,14,1,1,1,0,0,0,30,0,0,0,2,0,2,0,1,4,1,4,4,2,5,2,0,2,1,0,18,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,5,2,3,4,1,2,9,24,11,1,47,1,0,0,0,0
60641908,862,606400,190800,2606400,1190800,4,4,0,0,0,0,0,4,0,3,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2,2,0,4,0,0,0,0,0
60481815,863,604800,181500,2604800,1181500,14,13,1,0,0,1,0,13,5,5,3,0,1,0,0,0,1,5,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,9,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2,5,0,0,1,7,6,0,14,0,0,0,0,0
60601878,865,606000,187800,2606000,1187800,3,3,0,0,0,0,0,3,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,2,0,3,0,0,0,0,0
60821876,866,608200,187600,2608200,1187600,20,20,0,0,0,0,0,20,3,16,1,0,0,0,0,0,0,10,0,0,0,0,0,1,0,1,2,0,0,0,1,0,0,2,1,1,1,10,0,0,0,0,1,0,0,1,1,1,0,0,1,0,0,1,0,3,1,0,1,4,8,7,0,20,0,0,0,0,0
60721810,867,607200,181000,2607200,1181000,12,12,0,0,0,0,0,12,2,8,1,1,0,0,0,0,0,3,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,9,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,3,3,0,2,0,7,3,0,12,0,0,0,0,0
61001851,868,610000,185100,2610000,1185100,3,2,1,1,0,0,0,2,0,1,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,1,0,3,0,0,0,0,0
60461875,869,604600,187500,2604600,1187500,14,14,0,0,0,0,0,14,0,10,4,0,0,0,0,0,0,8,2,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,1,1,0,6,0,3,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,9,0,4,1,0,14,0,0,0,0,0
60251954,870,602500,195400,2602500,1195400,47,46,1,0,0,1,0,43,0,35,8,0,4,2,0,2,0,22,0,0,1,0,3,1,3,1,0,3,0,0,1,0,1,2,0,2,4,25,0,0,0,2,0,0,0,0,1,1,2,1,2,1,1,2,2,5,5,0,9,9,27,2,0,47,0,0,0,0,0
60941829,871,609400,182900,2609400,1182900,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
60851855,872,608500,185500,2608500,1185500,7,7,0,0,0,0,0,6,0,6,0,0,1,1,0,0,0,3,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,6,1,0,7,0,0,0,0,0
60491859,873,604900,185900,2604900,1185900,5,5,0,0,0,0,0,5,2,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,0,0,2,3,0,5,0,0,0,0,0
60551840,874,605500,184000,2605500,1184000,5,5,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,2,3,0,5,0,0,0,0,0
60761865,875,607600,186500,2607600,1186500,4,4,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,3,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,3,0,4,0,0,0,0,0
60531847,876,605300,184700,2605300,1184700,13,13,0,0,0,0,0,13,2,9,2,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,1,0,2,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,3,1,0,1,9,2,0,12,1,0,0,0,0
60211900,877,602100,190000,2602100,1190000,7,7,0,0,0,0,0,7,3,3,1,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,3,3,0,7,0,0,0,0,0
60811840,878,608100,184000,2608100,1184000,9,9,0,0,0,0,0,9,0,7,2,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,6,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,2,0,1,0,2,0,4,3,0,8,0,0,0,1,0
60301843,879,603000,184300,2603000,1184300,16,14,2,2,0,0,0,12,5,7,0,0,4,3,0,0,1,7,0,0,0,0,0,0,0,1,0,0,1,1,1,1,0,0,0,2,0,9,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,3,2,0,0,1,8,7,0,16,0,0,0,0,0
60011856,880,600100,185600,2600100,1185600,36,35,1,1,0,0,0,35,8,19,8,0,1,1,0,0,0,13,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,3,1,4,3,23,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,1,4,8,6,0,2,0,27,7,0,36,0,0,0,0,0
60451866,881,604500,186600,2604500,1186600,4,4,0,0,0,0,0,4,0,2,1,1,0,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,3,0,0,0,1,0
60771819,883,607700,181900,2607700,1181900,27,27,0,0,0,0,0,27,4,20,2,1,0,0,0,0,0,11,0,1,0,0,0,0,0,0,2,0,1,1,2,0,3,0,1,0,0,16,0,1,0,0,0,0,1,0,0,0,0,0,1,1,2,2,2,2,4,0,4,3,16,4,0,27,0,0,0,0,0
60401898,884,604000,189800,2604000,1189800,20,20,0,0,0,0,0,19,6,12,1,0,1,0,0,1,0,7,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,1,0,0,2,13,0,0,1,0,0,0,1,0,2,0,0,1,1,1,0,1,0,3,2,0,1,5,13,1,0,20,0,0,0,0,0
61041826,885,610400,182600,2610400,1182600,18,18,0,0,0,0,0,18,1,14,2,1,0,0,0,0,0,6,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,2,12,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,3,0,7,0,1,0,10,7,0,18,0,0,0,0,0
60541799,886,605400,179900,2605400,1179900,14,14,0,0,0,0,0,13,5,6,2,0,1,1,0,0,0,9,0,1,0,0,0,0,0,0,0,1,2,0,1,2,0,0,1,0,1,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,2,0,1,6,5,0,12,2,0,0,0,0
60251923,888,602500,192300,2602500,1192300,11,11,0,0,0,0,0,11,2,7,2,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,0,0,1,8,2,0,11,0,0,0,0,0
62731916,901,627300,191600,2627300,1191600,26,26,0,0,0,0,0,26,12,13,1,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,1,2,0,1,2,2,0,1,1,16,0,0,0,0,1,0,0,0,1,0,0,0,1,1,1,2,1,5,3,0,1,0,19,6,0,26,0,0,0,0,0
62641989,902,626400,198900,2626400,1198900,31,30,1,0,1,0,0,29,13,11,5,0,2,1,1,0,0,16,0,0,1,0,2,0,3,0,0,1,2,0,1,1,0,2,2,0,1,15,0,0,1,0,1,0,0,0,0,0,1,1,0,1,1,1,2,3,3,1,1,6,14,9,0,30,1,0,0,0,0
62332021,903,623300,202100,2623300,1202100,27,26,1,0,1,0,0,26,5,17,4,0,1,0,1,0,0,13,0,0,0,0,0,0,0,1,0,0,1,1,1,0,1,2,2,1,3,14,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,3,3,5,1,0,1,3,15,8,0,27,0,0,0,0,0
62311893,904,623100,189300,2623100,1189300,12,12,0,0,0,0,0,12,5,6,1,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,0,8,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,1,2,0,1,0,0,0,7,5,0,12,0,0,0,0,0
62162036,905,621600,203600,2621600,1203600,40,40,0,0,0,0,0,39,9,23,7,0,1,1,0,0,0,16,0,0,0,0,1,0,1,0,1,0,3,1,0,0,2,1,3,1,2,24,0,0,0,0,0,0,1,0,0,1,2,0,0,1,0,3,1,8,7,0,6,4,17,13,0,40,0,0,0,0,0
63221863,906,632200,186300,2632200,1186300,5,5,0,0,0,0,0,4,2,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,2,0,0,0,0,3,2,0,5,0,0,0,0,0
62191966,907,621900,196600,2621900,1196600,44,44,0,0,0,0,0,43,13,27,2,1,1,1,0,0,0,14,1,0,0,0,0,0,0,0,0,0,0,2,1,0,3,1,2,3,1,30,0,0,0,0,0,0,1,0,0,1,0,1,1,2,0,0,8,11,5,1,1,4,20,18,0,44,0,0,0,0,0
63361992,908,633600,199200,2633600,1199200,24,24,0,0,0,0,0,24,12,11,1,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,2,19,0,1,0,0,0,0,0,1,0,0,0,0,0,2,0,3,5,5,2,0,2,2,0,20,0,24,0,0,0,0,0
63091969,909,630900,196900,2630900,1196900,41,41,0,0,0,0,0,40,11,26,3,0,1,1,0,0,0,15,0,0,0,0,0,0,1,0,0,1,0,0,2,1,1,0,5,3,1,26,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,4,5,6,8,0,3,3,17,18,0,41,0,0,0,0,0
61091751,921,610900,175100,2610900,1175100,13,13,0,0,0,0,0,13,1,10,2,0,0,0,0,0,0,5,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,1,8,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,2,2,2,0,1,8,2,0,11,2,0,0,0,0
60631766,922,606300,176600,2606300,1176600,20,20,0,0,0,0,0,19,9,8,2,0,1,1,0,0,0,11,0,0,0,0,0,1,0,0,2,0,0,0,2,1,0,2,2,1,0,9,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,4,0,3,2,3,0,6,9,0,18,2,0,0,0,0
61961859,923,619600,185900,2619600,1185900,15,15,0,0,0,0,0,15,8,7,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,1,0,0,1,3,1,4,3,1,0,1,0,6,8,0,15,0,0,0,0,0
62591820,924,625900,182000,2625900,1182000,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0
61651825,925,616500,182500,2616500,1182500,10,10,0,0,0,0,0,10,3,6,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,8,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,2,1,0,2,0,0,0,6,4,0,10,0,0,0,0,0
61901776,927,619000,177600,2619000,1177600,10,8,2,2,0,0,0,7,0,5,2,0,3,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,2,2,1,0,1,1,8,0,0,10,0,0,0,0,0
61281825,928,612800,182500,2612800,1182500,23,22,1,0,0,1,0,21,2,13,5,1,2,1,0,1,0,4,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,19,1,0,0,0,0,0,1,1,0,0,0,1,0,2,0,2,1,6,4,1,2,3,13,4,0,21,1,0,0,1,0
61601772,929,616000,177200,2616000,1177200,37,34,3,3,0,0,0,28,0,18,9,1,9,9,0,0,0,11,0,0,1,0,0,1,0,0,1,0,0,0,1,1,0,0,2,3,1,26,0,0,0,0,0,2,0,0,0,1,0,0,0,0,1,1,4,6,11,0,3,2,31,1,0,37,0,0,0,0,0
60951744,930,609500,174400,2609500,1174400,2,2,0,0,0,0,0,2,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,2,0,0,0,0,0
61881805,931,618800,180500,2618800,1180500,8,8,0,0,0,0,0,8,2,5,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,7,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,2,1,2,0,0,0,6,2,0,8,0,0,0,0,0
62401811,932,624000,181100,2624000,1181100,9,9,0,0,0,0,0,9,2,4,2,1,0,0,0,0,0,7,0,0,0,0,0,0,1,1,3,1,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,2,0,3,4,0,9,0,0,0,0,0
61761755,934,617600,175500,2617600,1175500,20,20,0,0,0,0,0,18,1,10,7,0,2,2,0,0,0,3,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,17,0,0,0,1,0,0,1,0,0,1,1,1,2,0,0,0,0,3,7,2,4,2,9,3,0,20,0,0,0,0,0
62351842,935,623500,184200,2623500,1184200,9,9,0,0,0,0,0,9,2,4,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,8,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,3,0,2,0,1,0,2,6,0,9,0,0,0,0,0
61701800,937,617000,180000,2617000,1180000,4,4,0,0,0,0,0,4,2,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,4,0,4,0,0,0,0,0
62111740,938,621100,174000,2621100,1174000,22,22,0,0,0,0,0,20,4,11,5,0,2,2,0,0,0,10,0,0,0,1,0,0,0,0,1,1,0,1,1,1,1,0,0,2,1,12,0,0,0,1,0,0,2,0,0,0,0,2,0,0,1,0,3,1,2,1,3,1,10,7,0,22,0,0,0,0,0
61501807,939,615000,180700,2615000,1180700,91,84,7,2,5,0,0,81,5,64,12,0,10,5,4,1,0,34,2,0,1,0,0,0,1,2,3,4,1,4,3,2,1,2,0,6,2,57,0,1,0,1,2,1,1,3,1,1,3,1,1,0,3,5,3,21,9,0,16,6,60,9,0,91,0,0,0,0,0
62081796,940,620800,179600,2620800,1179600,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
61021779,941,610200,177900,2610200,1177900,8,8,0,0,0,0,0,8,3,4,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,0,0,2,5,1,0,8,0,0,0,0,0
61421784,942,614200,178400,2614200,1178400,312,304,8,6,1,1,0,287,72,155,60,0,25,16,4,4,1,134,1,0,3,1,5,8,3,9,16,12,8,10,11,9,8,6,3,12,9,178,1,2,1,2,5,3,1,1,1,7,8,5,7,8,5,16,28,34,43,2,39,29,187,55,0,309,1,1,0,1,0
60891763,943,608900,176300,2608900,1176300,4,3,1,1,0,0,0,3,0,3,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,3,0,0,4,0,0,0,0,0
61021804,944,610200,180400,2610200,1180400,28,26,2,0,0,2,0,26,3,21,2,0,2,0,0,2,0,12,0,0,1,0,0,1,1,1,0,0,1,3,0,1,0,0,2,0,1,16,0,0,1,0,1,0,0,0,0,1,1,0,1,0,0,0,3,1,7,2,5,5,13,3,0,26,2,0,0,0,0
