"","ERHJAHR","PUBJAHR","E_KOORD","N_KOORD","RELI","GTOT","GA01","GA02","GA03","GA05","GA06","GA07","GA08","GB01","GB02","GB03","GB04","GB05","GB06","GB07","GB08","GB09","GB10","GB11","GB12","GG01","GG02","GG03","GG04","GG05","GG06","GG07","GG08","GG09","GH21","GH22","GH23","GH24","GH25","GH26","GH27","GH28","GH29","GE21","GE22","GE23","GE24","GE25","GE26","GE27","GE28","GE29","GE30","GE31","GE32","GWW21","GWW22","GWW23","GWW24","GWW25","GWW26","GWW27","GWW28","GWE21","GWE22","GWE23","GWE24","GWE25","GWE26","GWE27","GWE28","GWE29","GWE30","GWE31","GWE32","GW00","GW01","GW02","GW03","GW04","GW05","GW06","GW07","GW10","WTOT","WTF","WT01","WT02","WT03","WT04","WT05","WT06","WT07","WT08","WT09","WT10","WT11","WT12","WT1","WT1F","WT101","WT102","WT103","WT104","WT105","WT106","WT107","WT108","WT109","WT110","WT111","WT112","WT2","WT2F","WT201","WT202","WT203","WT204","WT205","WT206","WT207","WT208","WT209","WT210","WT211","WT212","WT3","WT3F","WT301","WT302","WT303","WT304","WT305","WT306","WT307","WT308","WT309","WT310","WT311","WT312","WT4","WT4F","WT401","WT402","WT403","WT404","WT405","WT406","WT407","WT408","WT409","WT410","WT411","WT412","WT5","WT5F","WT501","WT502","WT503","WT504","WT505","WT506","WT507","WT508","WT509","WT510","WT511","WT512","WT6","WT6F","WT601","WT602","WT603","WT604","WT605","WT606","WT607","WT608","WT609","WT610","WT611","WT612"
"1",2021,2022,2659700,1251200,65972512,2,2,2,1,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,3,230,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,60,0,0,0,0,1,0,0,0,0,0,0,0,1,60,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,110,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2",2021,2022,2659700,1251300,65972513,4,4,4,3,1,0,0,0,1,0,0,0,1,0,0,2,0,0,0,0,1,2,0,1,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,1,2,1,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,1,2,0,1,0,0,0,0,0,0,3,0,0,0,0,0,1,0,10,1291,1,0,0,0,7,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,52,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,315,0,0,0,0,3,0,0,0,0,0,0,0,4,526,0,0,0,0,3,0,0,1,0,0,0,0,2,398,1,0,0,0,0,0,0,1,0,0,0,0
"3",2021,2022,2659700,1251400,65972514,12,11,11,9,2,0,1,0,3,0,0,3,0,2,0,0,3,0,1,0,0,10,2,0,0,0,0,0,0,3,0,8,0,1,0,0,0,0,0,0,0,4,4,0,1,0,0,3,0,0,3,0,7,2,0,0,0,0,0,0,0,3,4,0,2,0,0,3,0,0,0,10,2,0,0,0,0,0,0,14,2115,4,0,0,4,0,2,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,45,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,384,1,0,0,3,0,0,0,0,0,0,0,0,5,836,1,0,0,0,0,1,0,0,3,0,0,0,4,850,1,0,0,1,0,1,0,0,0,0,1,0
"4",2021,2022,2659700,1251500,65972515,7,7,7,4,3,0,0,0,2,0,0,0,0,1,0,1,0,0,1,2,0,3,3,1,0,0,0,0,0,3,0,3,0,1,0,0,0,0,0,0,0,0,2,1,1,0,0,3,0,0,1,0,2,3,0,0,1,0,0,0,0,0,1,1,3,0,0,1,1,0,0,4,0,1,1,0,0,0,1,21,2151,5,0,0,0,0,10,0,1,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,135,0,0,0,0,0,3,0,0,0,0,0,0,9,782,1,0,0,0,0,6,0,0,0,0,2,0,5,603,3,0,0,0,0,1,0,0,0,0,1,0,3,431,1,0,0,0,0,0,0,0,0,0,0,2,1,200,0,0,0,0,0,0,0,1,0,0,0,0
"5",2021,2022,2659700,1251600,65972516,8,8,8,7,1,0,0,0,0,0,3,0,3,1,0,0,1,0,0,0,0,7,0,1,0,0,0,0,0,1,0,7,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,1,0,0,0,0,5,3,0,0,0,0,0,0,0,0,5,0,3,0,0,0,0,0,0,7,0,0,0,0,0,1,0,14,1494,0,0,3,0,3,7,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,510,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,714,0,0,1,0,3,0,0,0,1,0,0,0,2,270,0,0,2,0,0,0,0,0,0,0,0,0
"6",2021,2022,2659700,1251700,65972517,7,7,7,7,0,0,0,0,0,0,4,0,1,1,0,0,0,0,0,1,1,4,2,0,0,0,0,0,0,1,0,5,1,0,0,0,0,0,0,0,0,1,4,1,0,0,0,1,0,0,0,0,2,5,0,0,0,0,0,0,0,0,2,0,5,0,0,0,0,0,0,7,0,0,0,0,0,0,0,7,1084,0,0,4,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,584,0,0,2,0,1,1,0,0,0,0,0,1,2,500,0,0,2,0,0,0,0,0,0,0,0,0
"7",2021,2022,2659700,1255900,65972559,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,100,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,100,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"8",2021,2022,2659700,1256000,65972560,3,3,2,2,0,1,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,2,0,1,0,0,0,0,0,5,630,2,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,80,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,100,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,450,2,0,0,0,1,0,0,0,0,0,0,0
"9",2021,2022,2659700,1258500,65972585,5,5,5,4,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,4,1,0,0,0,0,0,0,1,0,4,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,1,0,0,1,0,4,0,0,0,0,0,0,0,0,3,1,0,0,0,0,1,0,0,0,4,0,1,0,0,0,0,0,7,830,0,1,1,0,0,1,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,75,0,0,0,0,0,0,0,0,0,0,0,1,4,510,0,1,0,0,0,1,0,0,0,0,0,2,1,95,0,0,0,0,0,0,0,0,1,0,0,0,1,150,0,0,1,0,0,0,0,0,0,0,0,0
"10",2021,2022,2659700,1258600,65972586,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,480,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,180,0,0,0,0,0,0,0,0,0,0,0,2,2,300,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"11",2021,2022,2659700,1258700,65972587,16,16,15,11,4,1,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,1,11,4,0,0,0,0,0,0,0,15,0,0,1,0,0,0,0,0,0,15,0,0,0,0,1,0,0,0,1,0,12,3,0,0,0,0,0,0,0,12,0,0,3,0,0,1,0,0,0,12,0,0,0,0,4,0,0,36,3571,0,0,0,0,0,36,0,0,0,0,0,0,4,148,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,569,0,0,0,0,0,8,0,0,0,0,0,0,9,820,0,0,0,0,0,9,0,0,0,0,0,0,12,1518,0,0,0,0,0,12,0,0,0,0,0,0,3,516,0,0,0,0,0,3,0,0,0,0,0,0
"12",2021,2022,2659700,1259000,65972590,7,7,5,0,5,2,0,0,6,1,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,1,6,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,1,6,0,0,0,0,0,0,0,0,1,0,6,0,0,0,0,0,19,1390,16,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,1230,15,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,160,1,0,0,0,0,0,0,0,0,0,0,0
"13",2021,2022,2659700,1259200,65972592,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,29,2993,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,350,0,0,0,0,0,0,0,0,0,0,0,5,10,943,0,0,0,0,0,0,0,0,0,0,0,10,10,1168,0,0,0,0,0,0,0,0,0,0,0,10,4,532,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"14",2021,2022,2659700,1259300,65972593,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,49,8102,0,0,0,0,0,0,0,0,0,0,49,0,49,8102,0,0,0,0,0,0,0,0,0,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"15",2021,2022,2659700,1259400,65972594,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,300,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,300,0,0,0,0,1,0,0,0,0,0,0,0
"16",2021,2022,2659700,1259500,65972595,7,7,7,6,1,0,0,0,0,1,0,0,2,0,0,0,2,2,0,0,0,2,5,0,0,0,0,0,0,4,0,1,0,2,0,0,0,0,0,0,1,0,1,0,2,0,0,3,0,0,3,0,1,3,0,0,0,0,0,0,1,0,1,0,3,0,0,2,0,0,0,6,0,0,0,1,0,0,0,11,1923,0,1,0,0,2,0,0,0,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,108,0,0,0,0,0,0,0,0,0,1,0,0,3,426,0,0,0,0,0,0,0,0,0,3,0,0,3,572,0,0,0,0,1,0,0,0,0,2,0,0,4,817,0,1,0,0,1,0,0,0,2,0,0,0
"17",2021,2022,2659700,1260300,65972603,2,2,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,3,345,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,245,2,0,0,0,0,0,0,0,0,0,0,0,1,100,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"18",2021,2022,2659700,1261200,65972612,6,6,6,6,0,0,0,0,0,0,0,0,2,4,0,0,0,0,0,0,0,1,5,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,2,4,0,0,0,0,0,0,0,1,1,0,4,0,0,0,0,0,0,6,0,0,0,0,0,0,0,6,938,0,0,0,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,938,0,0,0,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"19",2021,2022,2659700,1261300,65972613,7,7,7,6,1,0,0,0,0,0,1,0,1,4,0,1,0,0,0,0,1,5,1,0,0,0,0,0,0,0,0,6,0,1,0,0,0,0,0,0,0,4,2,0,1,0,0,0,0,0,0,0,6,1,0,0,0,0,0,0,0,4,2,0,1,0,0,0,0,0,0,6,0,0,1,0,0,0,0,10,998,0,0,1,0,1,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,100,0,0,0,0,0,0,0,2,0,0,0,0,1,90,0,0,0,0,0,0,0,1,0,0,0,0,4,428,0,0,1,0,0,2,0,1,0,0,0,0,2,200,0,0,0,0,0,2,0,0,0,0,0,0,1,180,0,0,0,0,1,0,0,0,0,0,0,0
"20",2021,2022,2659700,1261400,65972614,9,9,9,8,1,0,0,0,1,0,0,0,0,8,0,0,0,0,0,0,0,4,5,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,8,0,1,0,0,0,0,0,0,0,1,7,1,0,0,0,0,0,0,0,6,1,0,1,1,0,0,0,0,0,8,1,0,0,0,0,0,0,10,1436,2,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,114,1,0,0,0,0,0,0,0,0,0,0,0,3,331,0,0,0,0,0,3,0,0,0,0,0,0,5,771,1,0,0,0,0,4,0,0,0,0,0,0,1,220,0,0,0,0,0,1,0,0,0,0,0,0
"21",2021,2022,2659700,1261500,65972615,6,6,6,1,5,0,0,0,3,1,0,0,0,0,0,0,0,0,0,2,0,3,3,0,0,0,0,0,0,1,0,5,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,1,0,0,1,2,1,2,0,0,0,0,0,0,0,1,0,0,2,2,0,1,0,0,0,1,1,1,1,0,2,0,0,22,2015,6,6,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,284,1,1,0,0,0,0,0,0,0,0,0,2,11,916,2,4,0,0,0,0,0,0,0,0,0,5,5,488,2,0,0,0,0,0,0,0,0,0,0,3,2,327,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"22",2021,2022,2659700,1261600,65972616,6,6,6,3,3,0,0,0,1,0,1,2,0,0,0,0,0,0,0,2,1,2,3,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,4,2,0,0,0,0,0,0,0,0,2,3,1,0,0,0,0,0,0,0,1,2,0,1,2,0,0,0,0,0,3,0,1,0,1,1,0,0,17,1687,3,0,1,2,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,112,0,0,0,0,0,0,0,0,0,0,0,2,7,636,2,0,0,0,0,0,0,0,0,0,0,5,6,714,1,0,0,1,0,0,0,0,0,0,0,4,2,225,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"23",2021,2022,2659700,1261700,65972617,12,12,12,11,1,0,0,0,0,0,0,0,0,5,2,5,0,0,0,0,0,11,1,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,11,1,0,0,0,0,0,0,0,0,0,5,7,0,0,0,0,0,0,0,4,1,0,7,0,0,0,0,0,0,11,1,0,0,0,0,0,0,13,1972,0,0,0,0,0,5,2,6,0,0,0,0,1,55,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,100,0,0,0,0,0,1,0,0,0,0,0,0,4,467,0,0,0,0,0,2,0,2,0,0,0,0,4,610,0,0,0,0,0,2,0,2,0,0,0,0,3,740,0,0,0,0,0,0,2,1,0,0,0,0
"24",2021,2022,2659700,1261800,65972618,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,120,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,120,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"25",2021,2022,2659700,1261900,65972619,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,192,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,192,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"26",2021,2022,2659700,1262800,65972628,3,3,3,2,1,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,2,0,1,0,0,0,0,0,5,300,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,30,1,0,0,0,0,0,0,0,0,0,0,0,2,100,2,0,0,0,0,0,0,0,0,0,0,0,1,98,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,72,1,0,0,0,0,0,0,0,0,0,0,0
"27",2021,2022,2659700,1262900,65972629,5,2,1,1,0,1,3,0,3,2,0,0,0,0,0,0,0,0,0,0,0,2,2,1,0,0,0,0,0,1,0,4,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,1,0,0,0,0,3,2,0,0,0,0,0,0,0,0,2,1,2,0,0,0,0,0,0,4,1,0,0,0,0,0,0,6,520,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,170,2,1,0,0,0,0,0,0,0,0,0,0,1,70,1,0,0,0,0,0,0,0,0,0,0,0,1,140,1,0,0,0,0,0,0,0,0,0,0,0,1,140,0,1,0,0,0,0,0,0,0,0,0,0
"28",2021,2022,2659700,1263000,65972630,5,5,4,4,0,1,0,0,3,0,0,0,0,0,0,0,0,1,1,0,0,4,1,0,0,0,0,0,0,2,0,1,2,0,0,0,0,0,0,0,0,0,1,2,0,0,0,2,0,0,1,0,0,4,0,0,0,0,0,0,0,0,0,0,4,0,0,1,0,0,0,4,1,0,0,0,0,0,0,6,569,4,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,104,1,0,0,0,0,0,0,0,0,1,0,0,2,150,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,315,1,0,0,0,0,0,0,0,0,0,1,0
"29",2021,2022,2659700,1263100,65972631,10,9,8,3,5,1,1,0,7,1,0,0,0,0,0,0,0,0,2,0,0,4,5,1,0,0,0,0,0,2,0,1,0,3,4,0,0,0,0,0,0,0,1,0,3,0,4,2,0,0,0,0,0,6,4,0,0,0,0,0,0,0,0,0,6,0,4,0,0,0,0,5,4,0,0,1,0,0,0,18,1880,15,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,45,1,0,0,0,0,0,0,0,0,0,0,0,3,315,3,0,0,0,0,0,0,0,0,0,0,0,10,1020,10,0,0,0,0,0,0,0,0,0,0,0,4,500,1,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"30",2021,2022,2659700,1263200,65972632,15,13,8,2,6,5,2,0,10,0,0,0,3,1,0,0,0,0,0,1,0,6,8,1,0,0,0,0,0,4,0,4,1,1,5,0,0,0,0,0,0,0,3,2,1,0,5,4,0,0,1,0,3,10,1,0,0,0,0,0,0,0,3,0,10,0,1,1,0,0,0,5,5,2,1,0,2,0,0,37,3320,21,0,0,0,10,3,0,0,0,0,0,3,1,43,0,0,0,0,0,0,0,0,0,0,0,1,5,300,4,0,0,0,0,1,0,0,0,0,0,0,11,844,5,0,0,0,4,1,0,0,0,0,0,1,14,1266,9,0,0,0,4,1,0,0,0,0,0,0,3,367,1,0,0,0,2,0,0,0,0,0,0,0,3,500,2,0,0,0,0,0,0,0,0,0,0,1
"31",2021,2022,2659700,1263300,65972633,7,7,7,5,2,0,0,0,3,1,1,0,0,1,1,0,0,0,0,0,0,5,2,0,0,0,0,0,0,0,0,2,1,2,2,0,0,0,0,0,0,0,2,1,2,0,2,0,0,0,0,0,2,3,2,0,0,0,0,0,0,0,2,0,3,0,2,0,0,0,0,5,2,0,0,0,0,0,0,9,963,5,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,50,1,0,0,0,0,0,0,0,0,0,0,0,2,142,1,0,1,0,0,0,0,0,0,0,0,0,4,486,2,1,0,0,0,0,1,0,0,0,0,0,2,285,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"32",2021,2022,2659700,1263400,65972634,7,7,6,5,1,1,0,0,0,0,0,4,3,0,0,0,0,0,0,0,1,5,1,0,0,0,0,0,0,0,0,1,0,1,5,0,0,0,0,0,0,0,1,0,1,0,5,0,0,0,0,0,1,2,4,0,0,0,0,0,0,0,1,0,2,0,4,0,0,0,0,6,0,0,0,0,0,0,1,18,1719,0,0,0,15,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,474,0,0,0,6,0,0,0,0,0,0,0,0,8,760,0,0,0,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,485,0,0,0,2,2,0,0,0,0,0,0,0
"33",2021,2022,2659700,1263500,65972635,4,4,2,0,2,2,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,2,2,0,0,0,0,0,0,1,0,2,0,0,1,0,0,0,1,0,0,0,2,0,0,0,1,0,0,0,1,0,2,0,1,0,0,0,1,0,0,0,2,0,0,0,1,0,0,0,0,2,0,1,0,0,1,0,0,11,820,0,0,0,0,0,0,0,0,5,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,300,0,0,0,0,0,0,0,0,3,0,2,0,4,320,0,0,0,0,0,0,0,0,2,0,2,0,2,200,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"34",2021,2022,2659700,1263600,65972636,3,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,3,0,0,0,0,0,0,0,3,323,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,53,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,270,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"35",2021,2022,2659800,1251300,65982513,5,5,5,5,0,0,0,0,1,0,0,0,0,0,0,4,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,4,0,0,1,0,0,0,0,0,0,5,0,0,0,0,0,0,0,5,856,1,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,160,0,0,0,0,0,0,0,1,0,0,0,0,3,516,1,0,0,0,0,0,0,2,0,0,0,0,1,180,0,0,0,0,0,0,0,1,0,0,0,0
