RELI;GMDE;HIST_GMDE;E_KOORD;N_KOORD;B21BTOT;B21B11;B21B12;B21B13;B21B14;B21B15;B21B16;B21B21;B21B22;B21B23;B21B24;B21B25;B21B26;B21B27;B21B28;B21B29;B21B30;B21BMTOT;B21BM01;B21BM02;B21BM03;B21BM04;B21BM05;B21BM06;B21BM07;B21BM08;B21BM09;B21BM10;B21BM11;B21BM12;B21BM13;B21BM14;B21BM15;B21BM16;B21BM17;B21BM18;B21BM19;B21BWTOT;B21BW01;B21BW02;B21BW03;B21BW04;B21BW05;B21BW06;B21BW07;B21BW08;B21BW09;B21BW10;B21BW11;B21BW12;B21BW13;B21BW14;B21BW15;B21BW16;B21BW17;B21BW18;B21BW19;B21B41;B21B42;B21B43;B21B44;B21B45;B21B46;B21B51;B21B52;B21B53;B21B54;B21B55;B21B56;H21PTOT;H21P01;H21P02;H21P03;H21P04;H21P05;H21P06;H21PI
48671120;6611;11439;2486700;1112000;18;10;8;6;1;1;0;9;0;8;1;0;9;3;3;3;0;12;0;3;1;0;0;0;0;2;2;0;0;2;1;1;0;0;0;0;0;6;0;0;1;0;0;0;1;1;1;1;1;0;0;0;0;0;0;0;0;0;5;7;4;2;0;18;0;0;0;0;0;0;0;0;0;0;0;0;0
48861169;6620;11582;2488600;1116900;15;4;11;8;2;1;0;2;0;2;0;0;13;10;1;2;0;12;0;0;0;0;1;0;1;2;3;2;1;1;0;1;0;0;0;0;0;3;0;0;0;0;0;1;0;1;0;1;0;0;0;0;0;0;0;0;0;0;4;3;8;0;0;15;0;0;0;0;0;0;0;0;0;0;0;0;0
48901142;6603;11664;2489000;1114200;14;4;10;8;1;1;0;5;0;5;0;0;9;6;1;2;0;9;0;0;1;0;1;0;0;1;0;1;2;2;0;0;1;0;0;0;0;5;0;0;0;0;0;1;1;1;0;0;0;2;0;0;0;0;0;0;0;0;1;2;10;1;0;14;0;0;0;0;0;0;0;0;0;0;0;0;0
48961113;6604;11665;2489600;1111300;4;2;2;1;0;1;0;1;0;1;0;0;3;2;0;1;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;1;0;0;1;0;0;0;0;0;1;0;0;0;0;0;1;1;2;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0
49001161;6637;12872;2490000;1116100;6;2;4;1;0;3;0;1;0;0;1;0;5;2;0;3;0;3;0;0;0;0;0;0;0;0;0;0;1;1;0;0;1;0;0;0;0;3;0;0;0;0;1;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;1;2;1;0;2;4;0;0;0;0;2;1;0;0;1;0;0;0;1
49041146;6609;11411;2490400;1114600;8;4;4;3;0;1;0;4;0;4;0;0;4;2;0;2;0;6;1;0;0;0;0;1;2;0;0;0;1;1;0;0;0;0;0;0;0;2;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;3;2;2;1;0;0;5;3;0;0;0;0;1;0;0;1;0;0;0;1
49151191;6638;13051;2491500;1119100;57;22;35;27;6;2;0;24;0;22;2;0;33;27;3;3;0;41;1;0;0;0;1;2;4;5;4;5;5;7;3;3;0;1;0;0;0;16;1;2;1;0;1;0;1;2;0;1;2;0;3;0;0;2;0;0;0;6;18;12;20;1;0;51;6;0;0;0;0;0;0;0;0;0;0;0;0
49171126;6627;12575;2491700;1112600;12;10;2;1;1;0;0;8;0;6;2;0;4;2;1;1;0;5;0;0;1;0;0;0;1;1;0;1;0;1;0;0;0;0;0;0;0;7;1;1;0;1;0;0;2;0;0;1;0;0;0;1;0;0;0;0;0;1;8;0;2;1;0;11;0;0;0;1;0;2;0;0;0;2;0;0;1
49221113;6639;10414;2492200;1111300;5;2;3;3;0;0;0;0;0;0;0;0;5;4;0;1;0;2;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;3;0;1;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;4;1;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0
49231164;6601;11726;2492300;1116400;4;2;2;2;0;0;0;0;0;0;0;0;4;3;0;1;0;3;0;0;0;0;0;0;0;0;1;1;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;2;1;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0
49461147;6607;11853;2494600;1114700;84;42;42;30;3;8;1;32;0;27;5;0;52;32;4;16;0;66;1;0;1;2;4;9;5;6;10;8;7;6;3;1;2;1;0;0;0;18;0;2;0;1;3;1;3;0;1;2;4;1;0;0;0;0;0;0;0;17;19;25;19;4;0;67;16;0;1;0;0;3;1;0;0;2;0;0;1
49461206;6630;12430;2494600;1120600;321;81;240;152;36;52;0;79;1;63;13;2;242;130;30;80;2;214;2;4;3;2;6;33;19;27;21;18;25;16;18;9;2;4;2;0;3;107;8;4;4;2;4;10;11;7;7;8;4;12;7;5;6;2;1;1;4;16;88;69;117;20;11;299;11;0;1;1;9;7;3;3;0;0;0;1;1
49551145;6618;11651;2495500;1114500;28;13;15;7;4;4;0;10;0;9;1;0;18;9;2;7;0;19;0;1;0;1;2;2;0;1;3;3;2;1;0;1;0;1;1;0;0;9;0;0;1;0;0;1;0;1;1;4;0;0;0;0;0;1;0;0;0;0;11;8;8;1;0;28;0;0;0;0;0;0;0;0;0;0;0;0;0
49571191;6643;10918;2495700;1119100;489;163;326;208;38;80;0;128;0;103;25;0;361;179;44;137;1;318;4;10;6;3;13;32;31;39;39;33;37;17;17;11;13;3;4;2;4;171;3;4;12;5;15;13;23;18;14;20;6;10;8;5;6;3;0;0;6;33;134;107;190;15;10;455;21;1;7;1;4;28;13;7;4;2;2;0;1
49581126;6632;13155;2495800;1112600;18;6;12;12;0;0;0;9;0;5;4;0;9;7;0;2;0;11;1;0;1;1;0;0;1;2;1;2;1;0;0;0;1;0;0;0;0;7;0;0;0;0;1;0;1;1;0;0;2;1;1;0;0;0;0;0;0;2;4;3;9;0;0;16;2;0;0;0;0;0;0;0;0;0;0;0;0
49651155;6631;12484;2496500;1115500;195;58;137;96;4;37;0;58;0;53;5;0;137;79;7;51;0;132;3;4;4;5;0;12;16;22;10;15;12;12;7;4;2;0;2;2;0;63;0;3;5;1;1;8;4;8;7;7;4;6;2;4;1;0;2;0;0;14;45;44;82;10;0;181;13;0;0;0;1;3;0;0;1;2;0;0;1
49701118;6605;11692;2497000;1111800;26;9;17;17;0;0;0;6;0;3;3;0;20;16;1;3;0;18;0;0;0;1;2;0;1;2;1;1;0;1;4;0;3;1;0;1;0;8;0;1;0;0;1;0;0;2;0;0;2;0;0;1;1;0;0;0;0;2;7;5;12;0;0;24;1;0;1;0;0;0;0;0;0;0;0;0;0
49801139;6633;13114;2498000;1113900;86;42;44;35;1;8;0;39;0;31;8;0;47;29;1;16;1;67;0;1;3;1;3;3;5;10;11;8;4;8;0;5;1;3;0;0;1;19;0;0;1;0;4;4;1;2;1;3;0;1;1;0;0;1;0;0;0;10;32;20;19;5;0;76;7;1;1;0;1;12;9;3;0;0;0;0;1
49811163;6628;12624;2498100;1116300;350;117;233;182;9;42;0;112;0;96;16;0;238;149;14;75;0;223;2;1;7;6;13;19;19;33;28;23;19;22;14;8;5;3;1;0;0;127;5;5;6;8;12;10;8;12;12;15;10;7;3;4;4;4;0;0;2;17;97;71;143;20;2;333;8;0;6;0;3;6;2;2;1;0;0;1;1
49841252;6615;11595;2498400;1125200;16;3;13;4;3;6;0;5;0;3;2;0;11;4;0;7;0;9;0;0;0;1;1;0;0;0;2;2;2;0;1;0;0;0;0;0;0;7;0;0;1;0;3;0;0;0;0;1;1;0;0;0;1;0;0;0;0;2;6;2;5;1;0;14;0;2;0;0;0;1;1;0;0;0;0;0;1
49861211;6623;12606;2498600;1121100;138;25;113;74;7;32;0;17;0;15;2;0;121;62;12;46;1;88;0;2;2;2;1;1;12;9;10;13;6;11;7;5;1;1;4;0;1;50;2;1;1;1;2;8;4;5;6;4;3;2;4;0;0;2;1;1;3;0;59;24;47;4;4;138;0;0;0;0;0;15;11;2;2;0;0;0;1
49941302;5708;14858;2499400;1130200;8;8;0;0;0;0;0;7;0;2;5;0;1;0;0;1;0;6;1;3;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;3;2;0;3;0;8;0;0;0;0;0;0;0;0;0;0;0;0;0
49971156;6608;11400;2499700;1115600;298;94;204;164;9;31;0;66;0;50;16;0;232;156;11;65;0;205;3;4;2;5;4;12;19;31;35;26;19;10;18;4;4;3;3;2;1;93;2;2;1;4;4;6;13;15;11;10;1;9;3;4;4;0;1;1;2;10;93;82;99;9;5;286;4;0;4;2;2;2;1;0;0;1;0;0;1
50001179;6621;12099;2500000;1117900;4902;1810;3092;2117;304;671;0;1450;962;241;246;1;3452;1831;346;1266;9;2909;34;58;65;59;114;178;280;411;365;336;278;223;172;119;103;48;37;12;17;1993;37;36;43;57;105;171;237;231;196;164;153;139;97;96;62;55;34;30;50;147;924;1259;2236;274;62;4730;74;4;29;6;59;27;6;11;6;3;1;0;1
50011220;6634;13110;2500100;1122000;37;7;30;18;4;8;0;10;0;9;1;0;27;10;5;12;0;22;1;1;0;1;3;0;4;1;0;3;3;1;1;1;0;1;0;0;1;15;0;2;3;0;0;0;0;3;2;1;2;1;1;0;0;0;0;0;0;2;11;10;9;2;3;34;2;0;0;0;1;1;0;0;0;0;1;0;1
50041130;6641;10896;2500400;1113000;20;5;15;10;1;4;0;6;0;3;3;0;14;9;1;4;0;13;0;0;1;0;1;1;1;4;1;2;0;1;0;0;1;0;0;0;0;7;0;2;0;0;0;0;0;0;2;1;0;0;0;1;0;1;0;0;0;0;8;8;4;0;0;20;0;0;0;0;0;0;0;0;0;0;0;0;0
50091375;5726;14658;2500900;1137500;1;1;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
50101235;6606;11880;2501000;1123500;45;10;35;13;1;21;0;10;0;10;0;0;35;8;3;24;0;28;1;0;0;4;3;3;2;5;4;2;0;1;0;1;2;0;0;0;0;17;0;0;0;0;2;1;2;2;3;0;2;4;1;0;0;0;0;0;0;2;9;12;17;3;2;42;0;0;0;0;3;0;0;0;0;0;0;0;0
50111246;6622;12097;2501100;1124600;17;7;10;4;3;3;0;5;0;5;0;0;12;3;3;6;0;11;0;0;0;0;0;2;2;0;2;2;1;0;1;0;0;0;0;0;1;6;0;0;0;0;0;0;1;3;0;0;0;0;1;0;0;1;0;0;0;0;5;2;10;0;0;17;0;0;0;0;0;0;0;0;0;0;0;0;0
50151265;6644;10921;2501500;1126500;314;198;116;73;20;23;0;167;0;115;52;0;147;79;24;43;1;169;2;8;2;5;8;15;15;17;18;17;15;13;11;5;7;5;3;3;0;145;7;5;8;11;12;13;8;11;15;6;11;9;9;8;4;4;2;2;0;1;43;51;161;51;7;307;5;0;0;2;0;3;1;0;1;1;0;0;1
50161447;5727;14613;2501600;1144700;31;23;8;7;1;0;0;21;1;9;11;0;10;7;1;2;0;20;0;0;0;1;0;1;1;2;1;6;2;3;1;0;1;0;1;0;0;11;0;0;0;0;0;0;1;2;0;0;2;2;0;1;0;0;2;0;1;2;14;6;9;0;0;29;2;0;0;0;0;0;0;0;0;0;0;0;0
50171333;5707;14859;2501700;1133300;1;1;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
50191367;5714;14835;2501900;1136700;3;3;0;0;0;0;0;3;0;2;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;2;0;0;1;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0
50211344;5705;14776;2502100;1134400;3;3;0;0;0;0;0;3;0;0;3;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;3;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0
50221288;5723;14680;2502200;1128800;2;0;2;0;0;2;0;0;0;0;0;0;2;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;1;0;0;0;1;1;0;1;0;0;0;0;1
50261305;5711;14799;2502600;1130500;7;0;7;7;0;0;0;2;0;0;2;0;5;3;0;2;0;2;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;5;0;1;2;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;7;0;0;0;0;7;0;0;0;0;0;0;0;0;0;0;0;0;0
50281294;5729;14897;2502800;1129400;17;8;9;5;4;0;0;9;0;2;7;0;8;5;2;1;0;10;1;0;1;0;0;0;2;1;0;3;0;1;0;0;1;0;0;0;0;7;0;0;2;0;0;0;2;0;0;2;0;0;0;0;0;1;0;0;0;11;5;0;0;1;0;5;7;4;0;1;0;0;0;0;0;0;0;0;0
50291372;5706;14775;2502900;1137200;1;1;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
50311192;6617;11599;2503100;1119200;64;18;46;37;6;3;0;7;0;7;0;0;57;37;6;14;0;34;0;1;0;0;0;4;4;2;5;2;5;7;0;3;0;1;0;0;0;30;0;1;0;0;4;4;4;2;2;0;3;3;3;1;2;1;0;0;0;1;12;17;32;2;0;63;0;0;0;0;1;0;0;0;0;0;0;0;0
50311405;5719;14731;2503100;1140500;1;1;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
50321136;6645;10902;2503200;1113600;92;25;67;48;9;10;0;33;0;29;4;0;59;36;7;16;0;50;4;1;0;0;1;2;2;6;6;8;6;4;4;2;2;1;0;0;1;42;3;5;3;0;2;4;7;5;3;1;3;0;2;2;0;0;0;1;1;3;28;29;23;8;1;88;3;0;0;1;0;1;0;0;0;1;0;0;1
50341170;6612;11431;2503400;1117000;178;54;124;94;12;18;0;56;16;33;7;0;122;77;14;31;0;117;5;4;2;2;3;11;14;12;8;14;14;9;9;1;3;4;0;2;0;61;3;2;3;3;5;6;8;6;6;2;6;2;1;2;3;2;0;0;1;38;35;47;47;7;4;140;35;0;1;2;0;17;4;7;2;4;0;0;1
50401166;6613;11535;2504000;1116600;93;37;56;37;6;13;0;29;0;24;5;0;64;41;8;14;1;63;0;0;1;0;3;4;6;8;9;5;8;5;5;3;1;3;1;1;0;30;0;0;3;0;0;2;8;2;4;2;0;3;1;2;2;0;0;0;1;4;27;24;36;1;1;88;4;0;0;0;1;0;0;0;0;0;0;0;0
50401303;5712;14794;2504000;1130300;11;10;1;1;0;0;0;9;0;3;6;0;2;1;0;1;0;6;0;1;1;1;0;0;0;0;0;2;0;1;0;0;0;0;0;0;0;5;0;0;2;0;0;0;0;0;0;2;0;1;0;0;0;0;0;0;0;5;0;0;4;2;0;6;5;0;0;0;0;0;0;0;0;0;0;0;0
50411321;5717;14750;2504100;1132100;2;1;1;0;0;1;0;0;0;0;0;0;2;1;0;1;0;2;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;0;0;0;0;1;0;0;0;0;0;0;0;0
50421160;6640;10569;2504200;1116000;157;54;103;69;15;19;0;42;0;34;8;0;115;70;15;28;2;103;0;2;1;3;3;8;8;11;16;12;8;15;4;4;3;2;2;1;0;54;1;0;2;4;7;2;5;3;7;3;3;4;5;0;4;0;1;2;1;3;32;49;63;9;1;154;2;0;1;0;0;1;0;1;0;0;0;0;1
50431340;6610;11387;2504300;1134000;6;2;4;2;0;2;0;1;0;0;1;0;5;2;0;3;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;4;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;1;2;3;0;0;6;0;0;0;0;0;1;0;1;0;0;0;0;1
50441218;6616;11597;2504400;1121800;57;12;45;35;5;5;0;12;0;8;4;0;45;28;6;11;0;35;0;1;0;0;3;2;1;1;4;7;2;4;5;3;2;0;0;0;0;22;1;1;1;0;3;1;3;1;6;1;1;1;0;1;0;0;0;0;1;1;12;20;22;2;0;56;0;0;1;0;0;1;1;0;0;0;0;0;1
50461196;6642;10942;2504600;1119600;14;2;12;7;3;2;0;1;0;1;0;0;13;6;5;2;0;6;0;0;0;0;1;0;0;1;0;0;0;2;1;1;0;0;0;0;0;8;0;0;0;0;0;2;2;0;0;0;2;0;0;0;0;1;0;0;1;0;5;1;8;0;0;14;0;0;0;0;0;0;0;0;0;0;0;0;0
50491427;5720;14735;2504900;1142700;2;2;0;0;0;0;0;1;0;1;0;0;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;2;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0
50501348;5713;16609;2505000;1134800;4;3;1;1;0;0;0;3;0;2;1;0;1;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;3;0;1;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;3;0;1;0;0;0;1;3;0;0;0;0;0;0;0;0;0;0;0;0
50511412;5730;14879;2505100;1141200;1;0;1;0;1;0;0;0;0;0;0;0;1;0;1;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
50551461;5702;15652;2505500;1146100;3;1;2;0;2;0;0;0;0;0;0;0;3;1;2;0;0;2;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;2;0;0;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0
50631257;6602;11776;2506300;1125700;44;14;30;21;1;7;1;13;0;13;0;0;31;14;3;14;0;25;0;0;1;0;2;4;1;2;2;2;3;5;2;0;0;1;0;0;0;19;1;1;2;1;1;2;2;1;1;2;0;3;0;0;1;1;0;0;0;11;6;11;15;1;0;33;10;0;1;0;0;0;0;0;0;0;0;0;0
50641200;6614;11586;2506400;1120000;13;2;11;6;4;1;0;4;0;4;0;0;9;6;2;1;0;8;0;1;0;0;0;0;2;1;1;1;1;0;0;0;1;0;0;0;0;5;0;0;1;0;1;0;0;0;0;1;0;1;0;0;0;0;0;0;1;1;1;0;8;3;0;12;1;0;0;0;0;1;0;0;0;1;0;0;1
50641242;6619;11569;2506400;1124200;18;5;13;11;1;1;0;2;0;2;0;0;16;12;1;3;0;13;0;0;2;0;1;0;1;1;0;0;2;1;3;2;0;0;0;0;0;5;0;0;0;0;0;1;0;1;0;1;0;0;2;0;0;0;0;0;0;2;5;3;7;0;1;16;0;0;2;0;0;0;0;0;0;0;0;0;0
50681183;6636;13094;2506800;1118300;29;18;11;10;1;0;0;14;0;9;5;0;15;11;1;3;0;17;0;1;1;0;2;1;1;0;3;3;2;3;0;0;0;0;0;0;0;12;0;0;0;0;0;2;2;2;4;1;0;0;1;0;0;0;0;0;0;5;9;6;9;0;0;24;5;0;0;0;0;4;3;0;0;1;0;0;1
50691621;5872;14646;2506900;1162100;3;1;2;1;0;1;0;1;1;0;0;0;2;1;0;1;0;2;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;2;0;0;1;0;0;1;0;0;0;0;2;0;0;0;0;0;0;0;0
50711224;6629;12409;2507100;1122400;16;3;13;7;4;2;0;4;0;3;1;0;12;5;3;4;0;11;0;1;0;0;0;1;1;0;4;0;2;0;1;1;0;0;0;0;0;5;0;1;0;0;0;0;0;0;2;1;0;0;0;0;0;0;1;0;0;0;5;4;3;3;1;15;1;0;0;0;0;1;0;1;0;0;0;0;1
50731405;5715;14711;2507300;1140500;1;0;1;1;0;0;0;0;0;0;0;0;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
50751481;5731;14639;2507500;1148100;3;3;0;0;0;0;0;2;1;0;1;0;1;1;0;0;0;2;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;2;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0
50771375;5724;14659;2507700;1137500;11;9;2;1;1;0;0;7;1;4;2;0;4;1;0;2;1;7;0;1;0;1;1;0;0;2;0;1;1;0;0;0;0;0;0;0;0;4;0;1;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;1;1;2;2;4;2;0;10;1;0;0;0;0;0;0;0;0;0;0;0;0
50801285;6625;12296;2508000;1128500;14;1;13;11;1;1;0;4;0;4;0;0;10;7;0;3;0;10;0;1;0;0;1;0;3;0;1;1;1;0;0;0;1;1;0;0;0;4;1;0;0;0;1;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;7;3;4;0;0;14;0;0;0;0;0;0;0;0;0;0;0;0;0
50851388;5725;14582;2508500;1138800;5;4;1;0;0;1;0;3;0;0;3;0;2;1;0;1;0;3;0;0;0;0;1;0;0;0;0;0;0;0;1;1;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;3;2;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0
50891230;6624;11959;2508900;1123000;1;1;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
50901192;6635;13107;2509000;1119200;9;2;7;5;0;1;1;3;0;3;0;0;6;4;0;2;0;6;1;0;0;0;1;0;2;0;1;0;0;0;0;1;0;0;0;0;0;3;0;0;0;0;0;0;0;1;0;0;1;0;0;1;0;0;0;0;0;2;2;2;3;0;0;7;2;0;0;0;0;1;1;0;0;0;0;0;1
50951210;6626;12642;2509500;1121000;15;7;8;6;1;1;0;7;0;7;0;0;8;6;1;1;0;10;0;0;0;0;1;0;0;2;3;0;0;1;2;0;1;0;0;0;0;5;0;0;0;0;0;1;0;0;0;0;0;3;0;0;1;0;0;0;0;3;3;3;5;1;0;12;3;0;0;0;0;2;2;0;0;0;0;0;1
50961521;5434;14615;2509600;1152100;2;2;0;0;0;0;0;2;0;2;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;1;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0
50971417;5721;14733;2509700;1141700;7;5;2;1;1;0;0;3;0;1;2;0;4;1;2;1;0;6;0;0;0;0;2;0;1;0;1;1;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;2;2;3;0;0;7;0;0;0;0;0;0;0;0;0;0;0;0;0
51071642;5871;14654;2510700;1164200;4;1;3;2;0;1;0;1;0;1;0;0;3;2;0;1;0;3;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;2;0;2;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0
51091446;5863;14916;2510900;1144600;1;1;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
51181451;5853;14840;2511800;1145100;1;1;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
51231430;5855;14712;2512300;1143000;1;1;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
51281437;5852;14837;2512800;1143700;4;4;0;0;0;0;0;3;0;3;0;0;1;0;1;0;0;2;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;2;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;3;1;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0
51331503;5436;14586;2513300;1150300;4;0;4;4;0;0;0;2;0;2;0;0;2;2;0;0;0;2;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;2;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;1;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0
51521546;5425;14757;2515200;1154600;1;1;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
51531458;5861;14604;2515300;1145800;6;5;1;1;0;0;0;5;0;3;2;0;1;1;0;0;0;3;0;0;0;0;1;0;0;0;1;0;0;0;0;0;1;0;0;0;0;3;0;0;0;0;0;0;0;1;0;0;0;0;2;0;0;0;0;0;0;1;2;1;2;0;0;5;0;1;0;0;0;0;0;0;0;0;0;0;0
51541472;5859;14694;2515400;1147200;1;1;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
