RELI;GMDE;HIST_GMDE;E_KOORD;N_KOORD;B21BTOT;B21B11;B21B12;B21B13;B21B14;B21B15;B21B16;B21B21;B21B22;B21B23;B21B24;B21B25;B21B26;B21B27;B21B28;B21B29;B21B30;B21BMTOT;B21BM01;B21BM02;B21BM03;B21BM04;B21BM05;B21BM06;B21BM07;B21BM08;B21BM09;B21BM10;B21BM11;B21BM12;B21BM13;B21BM14;B21BM15;B21BM16;B21BM17;B21BM18;B21BM19;B21BWTOT;B21BW01;B21BW02;B21BW03;B21BW04;B21BW05;B21BW06;B21BW07;B21BW08;B21BW09;B21BW10;B21BW11;B21BW12;B21BW13;B21BW14;B21BW15;B21BW16;B21BW17;B21BW18;B21BW19;B21B41;B21B42;B21B43;B21B44;B21B45;B21B46;B21B51;B21B52;B21B53;B21B54;B21B55;B21B56;H21PTOT;H21P01;H21P02;H21P03;H21P04;H21P05;H21P06;H21PI
62322479;2895;13823;2623200;1247900;16;13;3;3;0;0;0;11;1;4;6;0;5;5;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;1;1;0;1;11;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;2;1;4;2;0;1;0;13;2;0;16;0;0;0;0;0;0;0;0;0;0;0;0;0
62332021;903;15313;2623300;1202100;40;40;0;0;0;0;0;38;10;22;6;0;2;2;0;0;0;15;0;0;0;0;0;0;0;0;1;0;0;0;0;2;2;3;2;3;2;25;0;0;0;0;0;0;0;0;1;0;0;1;0;1;3;1;1;7;10;2;2;0;26;10;0;38;2;0;0;0;0;0;0;0;0;0;0;0;0
62332086;957;15352;2623300;1208600;38;38;0;0;0;0;0;38;14;18;6;0;0;0;0;0;0;17;0;0;0;0;1;1;0;1;0;1;0;1;3;0;4;2;0;1;2;21;0;0;0;0;0;0;1;0;1;1;1;1;1;1;2;0;3;3;6;2;4;2;25;5;0;36;0;2;0;0;0;0;0;0;0;0;0;0;0
62341294;6118;14959;2623400;1129400;27;26;1;1;0;0;0;26;15;7;4;0;1;1;0;0;0;8;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;2;2;2;0;19;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;1;5;8;0;0;0;11;16;0;27;0;0;0;0;0;0;0;0;0;0;0;0;0
62342168;335;15019;2623400;1216800;5;5;0;0;0;0;0;3;0;3;0;0;2;1;0;1;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;0;1;0;3;1;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0
62351842;935;15332;2623500;1184200;10;10;0;0;0;0;0;9;0;8;1;0;1;1;0;0;0;3;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;7;0;0;1;1;0;0;0;0;0;1;0;0;0;0;0;0;1;0;3;0;3;0;4;3;0;10;0;0;0;0;0;0;0;0;0;0;0;0;0
62352492;2892;13820;2623500;1249200;38;32;6;6;0;0;0;32;8;12;12;0;6;5;1;0;0;19;1;0;0;0;3;2;0;0;1;1;3;1;1;0;0;2;1;2;1;19;0;0;0;0;0;0;0;0;1;1;0;1;2;0;0;1;1;5;7;0;4;3;24;7;0;38;0;0;0;0;0;0;0;0;0;0;0;0;0
62362507;2891;13819;2623600;1250700;13;11;2;1;0;1;0;9;2;2;5;0;4;2;0;2;0;6;0;0;0;0;0;1;0;0;0;1;1;0;0;1;0;1;0;0;1;7;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;1;1;2;1;0;2;2;8;1;0;13;0;0;0;0;0;0;0;0;0;0;0;0;0
62390965;6300;10315;2623900;1096500;7;7;0;0;0;0;0;7;2;4;1;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;2;1;0;2;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;1;1;5;0;7;0;0;0;0;0;0;0;0;0;0;0;0;0
62391292;6204;14961;2623900;1129200;17;17;0;0;0;0;0;16;9;6;1;0;1;1;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;2;0;1;13;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;3;2;6;0;1;0;8;8;0;17;0;0;0;0;0;0;0;0;0;0;0;0;0
62392368;2403;13705;2623900;1236800;12;11;1;1;0;0;0;10;2;2;6;0;2;2;0;0;0;5;0;0;0;0;0;0;1;1;0;0;0;0;0;1;1;0;0;0;1;7;0;0;0;0;0;0;0;0;0;0;0;0;1;2;0;1;0;1;2;0;0;1;8;3;0;12;0;0;0;0;0;0;0;0;0;0;0;0;0
62401811;932;15330;2624000;1181100;4;4;0;0;0;0;0;4;0;4;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;2;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;2;2;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0
62402425;2425;13715;2624000;1242500;9;9;0;0;0;0;0;9;3;2;4;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;2;0;5;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;1;2;0;2;1;3;3;0;9;0;0;0;0;0;0;0;0;0;0;0;0;0
62412260;324;15010;2624100;1226000;6;6;0;0;0;0;0;5;1;3;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;1;3;0;0;0;5;1;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0
62422528;2887;13815;2624200;1252800;6;6;0;0;0;0;0;6;1;5;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;1;0;0;0;4;2;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0
62422580;2828;13773;2624200;1258000;56;51;5;3;1;1;0;46;6;13;27;0;10;8;2;0;0;28;0;0;0;1;1;1;0;2;1;0;1;1;0;3;2;6;4;2;3;28;0;0;0;1;1;0;0;0;0;0;1;0;1;4;0;0;3;8;9;1;13;2;34;6;0;55;1;0;0;0;0;0;0;0;0;0;0;0;0
62452554;2832;13777;2624500;1255400;5;5;0;0;0;0;0;5;0;1;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;2;0;0;0;1;4;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0
62462623;2821;13766;2624600;1262300;9;7;2;2;0;0;0;6;1;1;4;0;3;2;1;0;0;4;0;0;0;0;0;0;1;0;0;1;0;0;0;1;1;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;1;1;0;1;2;0;0;5;2;0;7;0;2;0;0;0;0;0;0;0;0;0;0;0
62482399;2406;13708;2624800;1239900;15;14;1;1;0;0;0;14;2;5;7;0;1;1;0;0;0;7;0;0;0;0;0;0;0;0;1;1;1;1;0;1;0;1;0;0;1;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2;2;3;0;1;0;12;2;0;15;0;0;0;0;0;0;0;0;0;0;0;0;0
62482443;2888;13816;2624800;1244300;8;7;1;1;0;0;0;7;0;1;6;0;1;1;0;0;0;5;0;0;0;0;1;0;0;0;0;0;0;1;1;0;0;1;1;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;1;1;6;0;0;8;0;0;0;0;0;0;0;0;0;0;0;0;0
62492335;341;15025;2624900;1233500;5;5;0;0;0;0;0;5;0;5;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;2;3;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0
62502527;2886;13814;2625000;1252700;26;26;0;0;0;0;0;20;1;6;13;0;6;5;0;1;0;7;0;0;0;0;0;0;0;1;0;1;0;0;0;0;1;0;1;1;2;19;0;0;0;0;0;0;0;0;0;1;0;0;0;0;2;1;3;5;7;0;2;0;22;2;0;26;0;0;0;0;0;0;0;0;0;0;0;0;0
62512322;321;15007;2625100;1232200;37;37;0;0;0;0;0;33;3;22;8;0;4;4;0;0;0;17;0;0;0;0;0;1;0;3;3;0;1;3;2;2;1;0;0;0;1;20;0;0;0;0;0;0;0;1;1;0;1;0;2;0;1;2;2;6;4;0;2;4;18;13;0;37;0;0;0;0;0;0;0;0;0;0;0;0;0
62522385;2405;13707;2625200;1238500;9;9;0;0;0;0;0;8;2;4;2;0;1;1;0;0;0;2;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;3;0;0;0;1;8;0;9;0;0;0;0;0;0;0;0;0;0;0;0;0
62532207;344;15027;2625300;1220700;12;12;0;0;0;0;0;12;1;10;1;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;8;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;1;2;3;0;0;1;3;8;0;12;0;0;0;0;0;0;0;0;0;0;0;0;0
62552249;340;15024;2625500;1224900;9;9;0;0;0;0;0;8;3;5;0;0;1;1;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;2;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;4;0;0;0;5;4;0;9;0;0;0;0;0;0;0;0;0;0;0;0;0
62561670;585;15157;2625600;1167000;8;8;0;0;0;0;0;8;0;6;2;0;0;0;0;0;0;2;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;3;2;0;0;1;3;4;0;8;0;0;0;0;0;0;0;0;0;0;0;0;0
62562180;959;15354;2625600;1218000;8;8;0;0;0;0;0;8;4;2;2;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;6;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;1;1;2;0;0;0;3;5;0;8;0;0;0;0;0;0;0;0;0;0;0;0;0
62582503;2882;13810;2625800;1250300;4;4;0;0;0;0;0;4;4;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;4;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0
62591820;924;15323;2625900;1182000;4;4;0;0;0;0;0;4;2;2;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;3;1;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0
62602602;2827;13772;2626000;1260200;3;3;0;0;0;0;0;3;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;2;0;0;0;2;1;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0
62612574;2849;13788;2626100;1257400;22;21;1;0;0;1;0;16;1;8;7;0;6;5;0;1;0;9;0;0;0;0;0;0;1;0;0;0;0;0;1;0;1;0;1;3;2;13;0;0;0;0;0;0;0;1;0;0;1;0;0;1;0;0;3;3;4;0;2;1;18;1;0;22;0;0;0;0;0;0;0;0;0;0;0;0;0
62631018;6295;10555;2626300;1101800;6;5;1;0;1;0;0;5;1;2;2;0;1;0;0;0;1;3;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;2;0;0;0;3;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;4;2;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0
62631270;6194;12151;2626300;1127000;2;2;0;0;0;0;0;2;1;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;2;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0
62641292;6198;12511;2626400;1129200;9;9;0;0;0;0;0;9;6;3;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;1;1;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;3;0;0;0;2;7;0;9;0;0;0;0;0;0;0;0;0;0;0;0;0
62641989;902;15312;2626400;1198900;76;65;11;1;1;9;0;63;21;30;12;0;13;3;1;9;0;33;3;1;1;0;1;3;3;4;2;2;3;3;2;1;0;0;3;1;0;43;1;1;1;1;1;2;1;1;1;2;0;3;0;1;2;4;5;9;7;0;13;9;36;14;4;76;0;0;0;0;0;0;0;0;0;0;0;0;0
62642291;329;16606;2626400;1229100;150;123;27;14;5;8;0;122;34;38;49;1;28;18;5;4;1;77;0;2;1;0;6;5;3;5;4;4;2;7;5;8;4;6;4;5;6;73;0;3;2;2;0;0;4;3;0;1;5;4;2;0;4;7;8;12;16;4;16;20;91;19;0;146;0;3;1;0;0;1;0;0;1;0;0;0;1
62661393;6202;10337;2626600;1139300;4;4;0;0;0;0;0;4;2;2;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2;0;0;0;0;0;4;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0
62672267;331;15015;2626700;1226700;14;13;1;1;0;0;0;14;2;8;4;0;0;0;0;0;0;8;0;0;0;0;0;0;0;0;0;1;0;0;2;1;1;0;0;1;2;6;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;1;2;1;0;1;2;6;5;0;14;0;0;0;0;0;0;0;0;0;0;0;0;0
62681056;6287;13180;2626800;1105600;1;0;1;1;0;0;0;0;0;0;0;0;1;1;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
62682154;952;15347;2626800;1215400;17;17;0;0;0;0;0;17;1;13;3;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;0;0;1;13;0;0;0;0;0;0;0;0;1;0;1;0;1;0;1;0;1;1;7;0;0;0;12;5;0;17;0;0;0;0;0;0;0;0;0;0;0;0;0
62682413;2401;13703;2626800;1241300;14;14;0;0;0;0;0;13;1;5;7;0;1;1;0;0;0;3;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;1;0;0;0;11;0;0;0;0;0;0;0;0;1;0;0;1;1;1;0;1;1;1;4;0;0;6;7;1;0;14;0;0;0;0;0;0;0;0;0;0;0;0;0
62692670;4258;12911;2626900;1267000;65;55;10;5;2;3;0;42;17;2;23;0;23;15;2;6;0;33;1;0;0;1;3;0;0;2;3;4;3;3;4;3;1;1;1;3;0;32;0;0;0;1;2;1;0;2;1;2;0;0;1;2;2;2;4;5;7;3;7;3;41;10;1;62;0;1;2;0;0;0;0;0;0;0;0;0;0
62702392;2404;13706;2627000;1239200;23;22;1;1;0;0;0;22;4;9;9;0;1;1;0;0;0;5;0;0;0;0;0;0;0;0;2;0;0;1;1;0;0;0;0;0;1;18;0;0;0;0;0;0;0;0;0;1;1;1;2;0;1;0;7;5;0;0;2;1;17;3;0;23;0;0;0;0;0;0;0;0;0;0;0;0;0
62722355;2408;13710;2627200;1235500;23;22;1;1;0;0;0;21;9;6;6;0;2;2;0;0;0;13;0;0;0;0;0;0;0;0;0;0;0;2;2;3;1;0;1;1;3;10;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;4;4;0;1;1;8;13;0;23;0;0;0;0;0;0;0;0;0;0;0;0;0
62731720;571;15144;2627300;1172000;13;12;1;1;0;0;0;12;1;8;3;0;1;0;0;0;1;7;0;0;0;0;0;0;0;0;1;1;0;0;1;0;1;1;1;1;0;6;0;0;0;0;0;0;0;0;0;1;1;0;0;1;1;1;0;1;0;0;0;2;9;2;0;13;0;0;0;0;0;0;0;0;0;0;0;0;0
62731916;901;15311;2627300;1191600;30;30;0;0;0;0;0;30;13;15;2;0;0;0;0;0;0;16;0;0;0;0;0;0;0;0;0;0;1;0;2;4;0;2;5;1;1;14;0;0;0;0;0;0;1;0;0;0;2;0;0;0;4;0;0;3;4;0;3;0;20;7;0;30;0;0;0;0;0;0;0;0;0;0;0;0;0
62732239;332;15475;2627300;1223900;33;33;0;0;0;0;0;30;6;18;6;0;3;3;0;0;0;13;0;0;0;0;0;1;0;0;1;1;0;1;0;0;0;0;3;2;4;20;0;0;0;0;0;0;1;1;0;0;0;1;0;0;2;1;2;6;6;0;2;3;15;13;0;33;0;0;0;0;0;0;0;0;0;0;0;0;0
62762601;2854;13793;2627600;1260100;5;5;0;0;0;0;0;4;2;0;2;0;1;1;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;0;0;1;0;2;2;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0
62781260;6201;10860;2627800;1126000;3;3;0;0;0;0;0;3;0;1;2;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;2;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0
62782554;2869;13808;2627800;1255400;28;25;3;2;0;1;0;24;1;13;10;0;4;3;0;1;0;9;0;0;0;1;0;0;0;0;0;1;0;1;0;0;1;1;1;2;1;19;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;5;6;6;0;3;1;21;3;0;28;0;0;0;0;0;0;0;0;0;0;0;0;0
62791289;6199;13162;2627900;1128900;23;23;0;0;0;0;0;22;10;9;3;0;1;1;0;0;0;10;0;0;0;0;0;0;1;0;0;0;0;2;0;2;0;1;0;2;2;13;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;2;3;2;5;0;0;2;9;12;0;23;0;0;0;0;0;0;0;0;0;0;0;0;0
62811139;6292;10375;2628100;1113900;7;7;0;0;0;0;0;6;6;0;0;0;1;1;0;0;0;3;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;1;0;4;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;1;0;1;0;1;0;1;5;0;7;0;0;0;0;0;0;0;0;0;0;0;0;0
62812515;2884;13812;2628100;1251500;10;10;0;0;0;0;0;9;1;2;6;0;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;9;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;2;4;1;0;1;0;9;0;0;10;0;0;0;0;0;0;0;0;0;0;0;0;0
62812569;2861;13800;2628100;1256900;23;22;1;0;0;1;0;21;2;12;7;0;2;1;0;1;0;5;0;0;0;0;0;0;0;3;0;0;0;0;1;0;0;1;0;0;0;18;0;0;0;1;0;1;1;0;0;0;3;1;1;2;0;2;1;2;3;0;2;3;12;6;0;23;0;0;0;0;0;0;0;0;0;0;0;0;0
62822540;2863;13802;2628200;1254000;4;4;0;0;0;0;0;3;0;1;2;0;1;1;0;0;0;3;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;3;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0
62822641;4253;12711;2628200;1264100;18;17;1;0;0;1;0;13;1;7;5;0;5;3;1;1;0;6;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;2;1;1;12;0;1;0;0;0;0;0;0;0;0;0;2;0;0;1;1;1;1;5;0;0;2;11;5;0;18;0;0;0;0;0;0;0;0;0;0;0;0;0
62862206;338;15022;2628600;1220600;16;16;0;0;0;0;0;15;1;11;3;0;1;0;1;0;0;4;0;0;0;0;0;0;0;0;1;0;0;0;2;1;0;0;0;0;0;12;0;0;1;0;0;0;1;0;0;0;0;0;0;2;0;3;1;2;2;0;3;1;9;3;0;16;0;0;0;0;0;0;0;0;0;0;0;0;0
62872343;345;15028;2628700;1234300;20;20;0;0;0;0;0;20;4;11;5;0;0;0;0;0;0;8;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;2;3;2;12;0;0;0;0;0;0;0;0;0;0;2;0;0;0;2;2;1;2;3;0;1;0;14;5;0;20;0;0;0;0;0;0;0;0;0;0;0;0;0
62872399;2402;13704;2628700;1239900;6;4;2;1;0;1;0;4;1;0;3;0;2;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;4;0;0;0;0;1;0;4;1;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0
62882484;2885;13813;2628800;1248400;8;8;0;0;0;0;0;8;3;4;1;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;1;4;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;2;0;0;0;0;3;5;0;8;0;0;0;0;0;0;0;0;0;0;0;0;0
62891259;6193;11485;2628900;1125900;12;12;0;0;0;0;0;12;8;3;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;2;5;1;0;0;5;6;0;12;0;0;0;0;0;0;0;0;0;0;0;0;0
62902322;337;15021;2629000;1232200;29;29;0;0;0;0;0;28;4;15;9;0;1;0;0;1;0;14;0;0;0;1;1;1;0;0;0;1;1;3;2;1;0;1;1;0;1;15;0;0;0;0;0;0;0;0;0;1;1;0;1;0;1;0;2;2;7;0;4;5;16;4;0;29;0;0;0;0;0;0;0;0;0;0;0;0;0
62912604;2866;13805;2629100;1260400;7;7;0;0;0;0;0;5;1;2;2;0;2;1;0;1;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;0;1;0;3;3;0;7;0;0;0;0;0;0;0;0;0;0;0;0;0
62931411;6192;11818;2629300;1141100;1;1;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
62942149;960;15355;2629400;1214900;18;18;0;0;0;0;0;18;7;11;0;0;0;0;0;0;0;12;0;0;0;0;1;0;1;0;1;0;0;1;2;1;1;1;0;1;2;6;0;0;0;0;0;0;0;0;0;0;1;1;0;1;0;0;0;2;1;0;0;1;7;10;0;18;0;0;0;0;0;0;0;0;0;0;0;0;0
62952406;2578;11936;2629500;1240600;17;17;0;0;0;0;0;16;3;3;10;0;1;1;0;0;0;6;0;0;0;0;0;0;0;2;1;0;1;0;0;1;0;1;0;0;0;11;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;2;0;1;6;0;2;2;12;1;0;17;0;0;0;0;0;0;0;0;0;0;0;0;0
62952561;2864;13803;2629500;1256100;5;4;1;0;0;1;0;4;0;3;1;0;1;0;0;1;0;5;0;0;0;0;0;0;0;1;0;0;0;0;0;0;2;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;4;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0
62992570;2842;13781;2629900;1257000;9;9;0;0;0;0;0;9;2;3;4;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;1;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;4;0;0;0;5;4;0;9;0;0;0;0;0;0;0;0;0;0;0;0;0
63002361;2575;12092;2630000;1236100;15;14;1;1;0;0;0;13;2;4;7;0;2;2;0;0;0;7;0;0;0;0;0;0;1;0;0;0;0;1;0;0;2;1;0;0;2;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;3;1;1;2;0;2;1;7;5;0;15;0;0;0;0;0;0;0;0;0;0;0;0;0
63002513;2850;13789;2630000;1251300;8;8;0;0;0;0;0;8;3;1;4;0;0;0;0;0;0;4;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;2;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;2;0;0;0;0;1;6;1;0;8;0;0;0;0;0;0;0;0;0;0;0;0;0
63012205;322;15008;2630100;1220500;5;5;0;0;0;0;0;5;0;3;2;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;5;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0
63012551;2845;13784;2630100;1255100;4;4;0;0;0;0;0;3;0;1;2;0;1;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;3;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;1;0;0;0;3;1;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0
63022353;4279;12335;2630200;1235300;33;27;6;3;1;2;0;24;5;9;10;0;9;6;1;2;0;17;0;0;1;0;1;0;1;1;2;0;1;5;0;0;0;1;1;1;2;16;0;0;0;1;2;0;0;0;1;0;0;0;1;1;2;0;0;3;5;0;5;3;18;7;0;33;0;0;0;0;0;0;0;0;0;0;0;0;0
63042529;2867;13806;2630400;1252900;2;2;0;0;0;0;0;2;0;2;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;1;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0
63052428;2579;12003;2630500;1242800;52;25;27;26;0;1;0;23;4;12;7;0;29;28;0;1;0;37;2;0;0;1;1;6;2;6;4;2;2;4;3;1;1;0;1;0;1;15;0;1;0;0;0;0;0;0;0;0;0;0;1;3;1;2;2;3;2;9;10;10;15;8;0;43;0;0;8;0;1;0;0;0;0;0;0;0;0
63062675;4254;12429;2630600;1267500;37;33;4;3;0;1;0;30;4;9;17;0;7;6;0;1;0;17;1;0;1;0;0;0;0;0;2;2;2;1;1;2;1;0;1;1;2;20;0;0;1;1;0;0;1;1;0;0;1;0;1;0;2;2;1;3;6;0;1;6;25;5;0;37;0;0;0;0;0;0;0;0;0;0;0;0;0
63071183;6283;12293;2630700;1118300;20;18;2;2;0;0;0;18;9;7;2;0;2;2;0;0;0;11;0;2;0;1;0;0;1;1;1;0;2;0;0;0;1;1;1;0;0;9;0;1;0;0;0;0;0;0;1;1;0;0;1;0;0;1;2;1;1;0;2;2;4;12;0;20;0;0;0;0;0;0;0;0;0;0;0;0;0
